代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
000725	京东方Ａ	0.78	5212023808	    20.83	       1792.12亿	          2.99	元器件	148749	0.19	5.16	5.09	5.24	5.05	5.11	0.04	5.15	  0.81	10127246	北京	
601318	中国平安	1.35	3687434240	    12.19	       6276.45亿	          0.59	保险	2	0.00	57.93	57.41	58.26	57.20	57.17	0.77	57.94	  0.84	637816	深圳	
000651	格力电器	2.99	3345972224	    12.94	       2447.20亿	          1.39	家用电器	19240	0.10	40.68	39.76	40.68	39.39	39.50	1.18	40.68	  0.96	832013	广东	
002230	科大讯飞	-5.47	3312640768	   325.67	        698.79亿	          5.58	软件服务	5869	-0.25	50.33	52.90	52.93	48.91	53.23	-2.91	50.32	  1.58	657566	安徽	
600516	方大炭素	-3.01	2518087680	    58.85	        484.76亿	          5.38	矿物制品	511	-0.03	27.10	27.00	27.98	26.61	27.94	-0.84	27.10	  0.79	924254	甘肃	
002460	赣锋锂业	-3.21	2230070784	    52.11	        632.98亿	          4.84	小金属	5965	-0.19	86.85	89.24	90.60	86.78	89.72	-2.88	86.84	  0.82	251488	江西	
002797	第一创业	0.61	2107178624	   122.16	        462.32亿	          8.45	证券	40868	0.38	13.20	13.05	13.29	12.73	13.12	0.08	13.20	  0.85	1621868	深圳	
000063	中兴通讯	0.03	1934054912	    27.83	       1046.15亿	          1.85	通信设备	9210	0.36	30.46	30.46	31.07	29.95	30.45	0.01	30.46	  0.68	633315	深圳	
603367	辰欣药业	7.83	1777005568	    56.95	        145.48亿	         56.97	化学制药	11	0.28	32.06	30.00	32.73	28.70	29.76	2.33	32.09	395.60	569659	山东	
000786	北新建材	5.19	1776010880	    19.30	        402.61亿	          5.59	其他建材	6702	0.13	22.51	22.00	23.30	21.95	21.40	1.11	22.51	  1.94	790420	北京	
000333	美的集团	2.80	1733884800	    14.52	       3139.21亿	          0.58	家用电器	6387	-0.05	48.15	46.70	48.22	46.52	46.84	1.31	48.15	  1.27	363462	广东	
300355	蒙草生态	-5.36	1670238208	    27.15	        215.29亿	         10.73	环境保护	15242	0.37	13.43	13.31	13.85	13.06	14.18	-0.76	13.42	  1.26	1242914	内蒙	
002264	新 华 都	0.06	1644251648	   129.46	        108.30亿	         17.75	超市连锁	22184	0.06	15.82	16.00	17.08	15.23	15.81	0.01	15.82	  3.15	1021801	福建	
600036	招商银行	0.60	1577299200	     8.68	       5576.00亿	          0.28	银行	230	-0.29	27.03	26.70	27.33	26.68	26.87	0.16	27.03	  0.96	582939	深圳	
600309	万华化学	0.28	1513546240	    10.21	       1063.53亿	          1.50	化工原料	28	-0.02	38.89	38.50	39.20	38.30	38.79	0.11	38.90	  0.62	389298	山东	
000100	TCL 集团	3.35	1474915072	    23.69	        489.77亿	          4.17	家用电器	115387	0.25	4.01	3.84	4.04	3.79	3.88	0.13	4.01	  1.88	3753549	广东	
002415	海康威视	-0.93	1453487744	    50.61	       3331.62亿	          0.55	电器仪表	5385	-0.02	36.10	36.25	36.80	35.65	36.44	-0.34	36.10	  0.83	402017	浙江	
002340	格林美	-3.85	1383383424	    54.17	        295.35亿	          5.70	小金属	19310	0.26	7.74	7.97	7.97	7.70	8.05	-0.31	7.74	  1.08	1776202	深圳	
300699	光威复材	1.94	1309371392	    88.25	        269.45亿	         19.50	化工原料	3082	0.05	73.23	71.50	74.74	70.70	71.83	1.39	73.22	  0.86	179418	山东	
603106	恒银金融	9.99	1281068800	    63.79	        114.02亿	         48.10	电脑设备	7	0.00	--  	35.30	40.72	34.55	37.02	3.70	40.72	  1.09	336679	天津	
300072	三聚环保	3.07	1250861952	    28.25	        685.22亿	          2.41	环境保护	3521	-0.12	37.90	36.93	38.85	36.51	36.77	1.13	37.90	  1.08	331330	北京	
002405	四维图新	-3.04	1177912832	   135.04	        327.71亿	          4.47	软件服务	5524	0.31	25.55	26.03	26.15	25.31	26.35	-0.80	25.55	  0.86	459271	北京	
600519	贵州茅台	-0.71	1168943232	    31.08	       6993.63亿	          0.17	白酒	11	-0.06	556.69	560.97	560.97	554.00	560.69	-3.96	556.73	  0.74	20977	贵州	
603378	亚士创能	10.00	1165750272	   107.19	         77.78亿	         61.61	染料涂料	15	0.00	--  	36.89	39.93	35.98	36.30	3.63	39.93	 66.20	301889	上海	
600887	伊利股份	0.76	1145269632	    25.21	       1696.04亿	          0.68	乳制品	18	-0.17	27.91	27.65	28.10	27.54	27.69	0.21	27.90	  0.67	410749	内蒙	
002024	苏宁云商	1.01	1126981504	   224.53	       1308.99亿	          1.61	电器连锁	4937	0.14	14.07	13.95	14.26	13.82	13.92	0.14	14.06	  0.71	801700	江苏	
002456	欧菲光	3.07	1107983744	    49.97	        619.71亿	          1.90	元器件	4463	-0.12	22.82	22.11	22.91	22.11	22.14	0.68	22.82	  1.30	489218	深圳	
603799	华友钴业	-1.06	1064214400	    36.51	        492.81亿	          4.63	小金属	10	-0.03	83.15	83.85	86.20	83.01	84.04	-0.89	83.15	  0.86	125543	浙江	
000792	盐湖股份	-0.68	1051973696	--  	        450.79亿	          2.35	化工原料	11235	-0.11	16.19	16.25	16.49	16.10	16.29	-0.11	16.18	  0.51	646244	青海	
600362	江西铜业	-2.85	1042240640	    39.08	        388.90亿	          2.64	铜	66	-0.20	18.75	19.00	19.22	18.68	19.29	-0.55	18.74	  1.29	548633	江西	
600490	鹏欣资源	-6.28	1032983616	    64.95	        206.16亿	          6.30	铜	1505	-1.26	10.92	11.50	11.50	10.81	11.63	-0.73	10.90	  0.89	932224	上海	
600111	北方稀土	-2.60	1019373248	   243.05	        544.23亿	          1.87	小金属	10	0.20	14.99	15.20	15.20	14.80	15.38	-0.40	14.98	  0.79	679149	内蒙	
603019	中科曙光	0.20	1016335616	   190.09	        257.53亿	          6.28	电脑设备	6	0.28	40.08	39.89	41.00	39.60	39.97	0.08	40.05	  0.69	252244	天津	
000878	云南铜业	-2.12	1010823168	    84.06	        216.28亿	          4.66	铜	6886	0.33	15.27	15.31	15.60	15.06	15.60	-0.33	15.27	  1.66	659822	云南	
600549	厦门钨业	-7.01	1005598592	    35.01	        317.19亿	          3.87	小金属	4	-0.02	29.21	29.50	29.78	28.80	31.39	-2.20	29.19	  1.59	342863	福建	
601166	兴业银行	-0.78	1005024192	     5.88	       3718.58亿	          0.29	银行	2456	-0.38	17.92	18.05	18.07	17.87	18.04	-0.14	17.90	  0.57	558934	福建	
002466	天齐锂业	-2.14	985518016	    36.44	        673.48亿	          1.45	小金属	1258	-0.17	67.74	68.98	69.65	67.51	69.21	-1.48	67.73	  0.65	143634	四川	
600690	青岛海尔	1.19	973241536	    11.09	        982.29亿	          0.99	家用电器	170	-0.18	16.12	16.05	16.27	15.79	15.92	0.19	16.11	  0.46	606107	山东	
002901	大博医疗	-2.90	952400576	    70.11	        184.65亿	         53.25	医疗保健	4377	0.24	46.16	43.90	46.86	42.78	47.53	-1.38	46.15	  6.74	213531	福建	
000868	安凯客车	1.18	945783872	--  	         71.57亿	         13.24	汽车整车	26624	0.10	10.29	10.31	10.45	10.00	10.17	0.12	10.29	  0.63	921224	安徽	
000560	昆百大Ａ	10.04	939439552	   281.91	        143.70亿	         23.12	百货	612	0.00	--  	10.99	12.28	10.71	11.16	1.12	12.28	  2.95	788207	云南	
002273	水晶光电	1.98	914432768	    59.91	        184.49亿	          5.34	元器件	2966	0.04	27.84	27.25	28.61	26.88	27.29	0.54	27.83	  1.50	326847	浙江	
000050	深天马Ａ	1.61	903848064	    38.55	        345.23亿	          2.62	元器件	2825	0.12	24.64	24.27	25.05	24.15	24.25	0.39	24.64	  0.69	366493	深圳	
300059	东方财富	-1.62	902589056	   109.90	        571.69亿	          2.11	互联网	9718	0.23	13.34	13.53	13.58	13.26	13.55	-0.22	13.33	  0.93	673332	上海	
600604	市北高新	9.97	901865920	   129.32	        177.78亿	          9.31	园区开发	119	0.00	--  	8.59	9.49	8.52	8.63	0.86	9.49	  3.24	970138	上海	
601398	工商银行	-0.97	899597504	     7.16	      16581.15亿	          0.05	银行	71	-0.64	6.17	6.19	6.22	6.14	6.21	-0.06	6.15	  0.75	1455144	北京	
600499	科达洁能	-0.80	875497792	    31.45	        174.88亿	          4.95	专用机械	10	-0.15	12.51	12.43	12.75	12.26	12.49	-0.10	12.39	  0.98	698970	广东	
000858	五 粮 液	0.75	874178752	    22.94	       2281.38亿	          0.39	白酒	2341	0.25	60.10	59.60	60.30	58.92	59.65	0.45	60.10	  0.64	146293	四川	
601012	隆基股份	5.07	862779712	    23.58	        583.00亿	          1.52	半导体	15	-0.37	29.23	28.12	29.72	27.75	27.80	1.41	29.21	  1.38	298444	陕西	
002008	大族激光	1.78	856079232	    26.43	        483.17亿	          1.91	电器仪表	1575	0.44	45.28	44.44	45.80	44.37	44.49	0.79	45.28	  0.95	189229	深圳	
600522	中天科技	-1.55	851074624	    21.51	        409.01亿	          2.78	通信设备	4	-0.06	13.35	13.50	13.71	13.28	13.55	-0.21	13.34	  0.57	631584	江苏	
002467	二六三	-2.27	850475520	    84.78	         84.16亿	         12.03	电信运营	16673	0.37	10.75	10.94	11.07	10.53	10.99	-0.25	10.74	  0.53	790367	北京	
600050	中国联通	0.00	843231680	    98.16	       1528.27亿	          0.55	电信运营	77	0.28	7.21	7.18	7.24	7.15	7.21	0.00	7.21	  0.42	1172070	上海	
600487	亨通光电	-1.01	798894912	    30.27	        464.64亿	          1.89	通信设备	26	0.38	34.18	34.13	34.62	33.52	34.52	-0.35	34.17	  0.78	235026	江苏	
300222	科大智能	-7.76	792231360	    93.88	        188.22亿	          9.32	电气设备	8897	0.12	25.79	26.80	27.09	25.55	27.96	-2.17	25.79	  0.87	301071	上海	
601668	中国建筑	0.00	788206464	     7.82	       2820.00亿	          0.28	建筑施工	89	0.00	9.40	9.40	9.46	9.35	9.40	0.00	9.40	  0.98	838827	北京	
002285	世联行	10.02	785251584	    42.97	        244.78亿	          3.96	房产服务	929	0.00	--  	11.04	11.97	11.04	10.88	1.09	11.97	  1.80	673501	深圳	
002594	比亚迪	-0.04	780476736	    53.34	       1221.51亿	          1.02	汽车整车	1323	0.13	67.37	67.10	68.35	66.71	67.40	-0.03	67.37	  0.55	115800	深圳	
600030	中信证券	-0.39	768389696	    22.01	       1761.11亿	          0.44	证券	64	-0.10	17.91	17.95	18.04	17.88	17.97	-0.07	17.90	  0.69	428073	深圳	
600816	安信信托	4.15	765871872	    16.99	        639.89亿	          2.20	多元金融	16	0.36	14.04	13.59	14.15	13.58	13.48	0.56	14.04	  2.17	549953	上海	
000807	云铝股份	-3.91	765208256	   113.30	        333.15亿	          3.45	铝	12828	-0.30	12.78	13.00	13.08	12.64	13.30	-0.52	12.78	  0.61	594261	云南	
601288	农业银行	-1.05	761728704	     5.62	      11056.48亿	          0.07	银行	1	-0.78	3.78	3.80	3.81	3.76	3.80	-0.04	3.76	  0.77	2014053	北京	
603955	大千生态	6.91	753529472	    73.28	         49.83亿	         60.24	环境保护	55	1.02	57.30	57.15	58.94	55.66	53.58	3.70	57.28	  6.91	131018	江苏	
002845	同兴达	9.99	747251392	    58.52	         84.45亿	         38.04	元器件	60	0.00	--  	37.78	41.94	37.78	38.13	3.81	41.94	  1.86	182599	深圳	
603813	原尚股份	10.00	744216896	    99.96	         48.57亿	         66.20	仓储物流	1	0.00	--  	46.99	55.02	46.03	50.02	5.00	55.02	  1.19	146101	广东	
002450	康得新	1.65	738945536	    32.16	        807.21亿	          1.12	化工原料	3175	-0.03	22.84	22.50	23.08	22.41	22.47	0.37	22.84	  0.81	323900	江苏	
000791	甘肃电投	-5.69	735815680	--  	         99.83亿	          7.33	水力发电	15369	0.29	10.28	10.44	10.64	10.12	10.90	-0.62	10.28	  1.00	711455	甘肃	
000413	东旭光电	-0.92	734743872	    41.87	        532.52亿	          1.65	元器件	7322	0.09	10.79	10.85	10.98	10.75	10.88	-0.10	10.78	  0.47	677096	河北	
601899	紫金矿业	-2.49	719459200	    29.91	        676.21亿	          1.15	黄金	62	0.00	3.92	3.98	3.99	3.90	4.01	-0.10	3.91	  1.26	1821185	福建	
002497	雅化集团	-4.16	713308160	    64.72	        163.78亿	          5.02	化工原料	8224	-0.17	17.07	17.62	17.89	17.03	17.80	-0.74	17.06	  0.82	408961	四川	
600031	三一重工	0.51	706558528	    26.06	        604.61亿	          1.16	工程机械	148	-0.74	7.90	8.00	8.20	7.89	7.87	0.04	7.91	  2.08	878606	湖南	
002432	九安医疗	-3.22	701469888	--  	         58.47亿	         12.09	医疗保健	13415	0.22	13.52	13.44	13.73	13.10	13.96	-0.45	13.51	  1.06	523358	天津	
600392	盛和资源	-3.36	699248512	    95.35	        256.66亿	          3.91	小金属	70	0.26	19.01	19.31	19.31	18.76	19.67	-0.66	19.01	  0.72	367971	山西	
600755	厦门国贸	3.12	690147456	    12.26	        193.46亿	          3.59	商贸代理	593	0.18	10.90	10.52	10.98	10.52	10.56	0.33	10.89	  0.89	636901	福建	
601878	浙商证券	-4.44	683439936	    61.22	        645.00亿	         10.45	证券	1	-0.20	19.35	20.18	20.19	19.33	20.25	-0.90	19.35	  1.75	348369	浙江	
601011	宝泰隆	1.29	680200064	   143.41	        174.73亿	          4.68	焦炭加工	23	0.00	10.99	10.88	11.37	10.80	10.84	0.14	10.98	  0.72	612303	黑龙江	
300697	电工合金	5.10	656618624	    84.91	         52.74亿	         49.57	铜	2069	-0.50	32.97	31.36	34.46	31.08	31.36	1.60	32.96	  2.20	198267	江苏	
002176	江特电机	-1.89	647429760	   165.67	        205.69亿	          3.35	电气设备	5884	0.57	14.00	14.19	14.25	13.82	14.27	-0.27	14.00	  0.79	463035	江西	
002362	汉王科技	-3.99	642981760	   169.95	         68.49亿	         11.72	电脑设备	2146	-0.71	31.56	32.00	32.70	30.11	32.86	-1.31	31.55	  1.13	205030	北京	
300562	乐心医疗	-4.58	633421312	--  	         60.19亿	         42.15	医疗保健	5389	0.54	31.89	32.00	32.70	30.70	33.41	-1.53	31.88	  1.75	199605	广东	
601601	中国太保	0.47	629854464	    26.97	       2436.10亿	          0.26	保险	25	-0.32	38.76	38.48	38.97	38.06	38.57	0.18	38.75	  0.69	162940	上海	
603055	台华新材	4.51	626066816	    34.06	        137.01亿	         37.38	纺织	85	-0.07	25.07	23.10	25.81	23.10	23.94	1.08	25.02	  1.08	252656	浙江	
603527	众源新材	-0.50	615363072	    65.44	         49.10亿	         49.15	铜	23	-0.29	39.43	38.52	41.53	38.28	39.67	-0.20	39.47	  2.07	152866	安徽	
603177	德创环保	2.37	612793152	   205.11	         47.09亿	         52.37	环境保护	33	1.39	23.32	22.98	24.80	21.80	22.77	0.54	23.31	  4.81	264456	浙江	
300340	科恒股份	-3.47	610593088	    70.20	         85.33亿	         10.03	元器件	2745	0.00	72.40	75.00	76.60	72.10	75.00	-2.60	72.40	  0.68	82226	广东	
603559	中通国脉	5.00	609380480	   276.77	         59.00亿	         42.30	通信设备	66	1.25	44.70	42.93	44.99	41.28	42.57	2.13	44.70	  0.93	139598	吉林	
603888	新华网	-7.22	607934784	    80.33	        172.01亿	         14.05	互联网	39	-0.17	33.21	34.05	34.20	32.49	35.72	-2.58	33.14	  1.42	182252	北京	
