代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
000725	京东方Ａ	-1.38	10215385088	    25.83	       2230.58亿	          4.65	元器件	276942	-0.30	6.41	6.50	6.64	6.36	6.50	-0.09	6.41	  0.86	15746385	北京	
002230	科大讯飞	10.00	7799449600	   395.99	        890.29亿	         10.58	软件服务	1016	0.00	--  	58.00	64.11	57.67	58.28	5.83	64.11	  2.03	1246284	安徽	
601318	中国平安	0.37	5267340800	    14.50	       7599.11亿	          0.69	保险	500	0.00	70.19	70.10	70.57	69.48	69.89	0.26	70.15	  0.77	752207	深圳	
000839	中信国安	-1.47	4059849984	   158.94	        525.26亿	          7.58	综合类	44182	0.07	13.41	13.72	14.06	13.30	13.60	-0.20	13.40	  0.72	2971205	北京	
600036	招商银行	2.22	3814308608	     8.90	       5708.03亿	          0.66	银行	201	-0.17	27.65	27.11	28.35	27.11	27.07	0.60	27.67	  2.14	1367637	深圳	
000063	中兴通讯	3.77	3681941504	    29.45	       1256.69亿	          2.95	通信设备	11496	0.00	36.59	35.20	37.22	35.03	35.26	1.33	36.59	  1.04	1012163	深圳	
600309	万华化学	8.33	3635727872	    10.45	       1088.14亿	          3.63	化工原料	7	-0.09	39.83	36.63	39.98	36.49	36.74	3.06	39.80	  2.30	942553	山东	
002405	四维图新	9.53	3582872832	   196.21	        414.41亿	         11.48	软件服务	17405	0.00	32.31	28.78	32.38	28.36	29.50	2.81	32.31	  1.51	1178646	北京	
000651	格力电器	-0.07	3422990080	    13.32	       2745.58亿	          1.25	家用电器	7285	-0.14	45.65	45.95	46.46	45.36	45.67	-0.03	45.64	  0.87	747429	广东	
600519	贵州茅台	1.46	3402793984	    32.43	       8641.13亿	          0.40	白酒	23	0.22	688.00	680.00	692.78	675.80	677.95	9.93	687.88	  0.98	49870	贵州	
000001	平安银行	4.88	3307955200	     8.67	       2214.98亿	          1.52	银行	25266	0.08	12.90	12.35	13.10	12.35	12.30	0.60	12.90	  1.09	2566906	深圳	
002460	赣锋锂业	-3.64	3118298880	    44.71	        598.28亿	          7.20	小金属	5788	0.00	82.09	85.20	86.26	81.90	85.18	-3.10	82.08	  1.58	374162	江西	
600807	天业股份	2.73	3034301952	   111.48	        139.95亿	         23.78	区域地产	599	0.38	15.77	15.80	16.90	15.30	15.40	0.42	15.82	  1.14	1871734	山东	
002466	天齐锂业	-4.73	3019595520	    35.94	        727.57亿	          4.10	小金属	6715	-0.07	73.17	77.12	77.39	73.15	76.80	-3.63	73.17	  1.45	405575	四川	
600516	方大炭素	4.39	3012341504	    17.84	        480.29亿	          6.73	矿物制品	651	0.56	26.85	25.42	26.97	25.03	25.72	1.13	26.85	  1.57	1156158	甘肃	
600050	中国联通	-0.12	2665869312	   142.42	       2491.28亿	          1.53	电信运营	1155	0.24	8.25	8.25	8.28	8.14	8.25	-0.01	8.24	  0.65	3249241	上海	
601166	兴业银行	1.00	2513633280	     5.66	       3556.54亿	          0.77	银行	7	0.23	17.12	16.95	17.37	16.94	16.95	0.17	17.12	  1.77	1466274	福建	
600585	海螺水泥	5.92	2420055296	    10.73	       1059.12亿	          2.33	水泥	819	0.04	26.50	24.92	26.50	24.85	25.00	1.48	26.48	  1.88	933320	安徽	
002024	苏宁云商	-6.37	2415178240	   137.53	       1231.72亿	          3.58	电器连锁	14703	-0.22	13.24	14.21	14.30	13.13	14.13	-0.90	13.23	  2.26	1787260	江苏	
601398	工商银行	2.41	2410240768	     6.99	      16068.89亿	          0.15	银行	131	0.00	5.96	5.84	5.98	5.83	5.82	0.14	5.96	  1.35	4065796	北京	
601012	隆基股份	2.88	2352119040	    26.94	        804.94亿	          2.97	半导体	97	0.57	40.37	41.04	41.72	39.30	39.20	1.13	40.33	  1.64	583936	陕西	
601668	中国建筑	-1.27	2338034688	     8.14	       2799.00亿	          0.84	建筑施工	169	0.00	9.34	9.40	9.46	9.30	9.45	-0.12	9.33	  1.10	2499960	北京	
600460	士兰微	7.23	2317886720	    82.21	        148.04亿	         16.12	半导体	195	-0.83	11.86	11.20	12.13	11.08	11.07	0.80	11.87	  1.92	2010567	浙江	
601288	农业银行	0.28	2254873856	     5.54	      10703.61亿	          0.21	银行	1	0.00	3.64	3.63	3.67	3.59	3.63	0.01	3.64	  2.45	6214726	北京	
603019	中科曙光	9.98	2231571968	   352.29	        355.59亿	          6.57	电脑设备	29	0.04	55.24	49.97	55.31	49.53	50.28	5.02	55.30	  1.06	422213	天津	
600030	中信证券	-0.82	2183134464	    20.91	       1794.56亿	          1.21	证券	199	0.05	18.24	18.37	18.61	18.18	18.39	-0.15	18.24	  0.84	1188864	深圳	
600887	伊利股份	-1.04	2038693120	    28.19	       1855.92亿	          1.10	乳制品	370	0.26	30.54	30.87	30.95	30.31	30.85	-0.32	30.53	  0.74	665960	内蒙	
600487	亨通光电	4.02	2003375232	    26.87	        598.57亿	          3.67	通信设备	13	0.07	44.08	42.74	45.19	42.35	42.32	1.70	44.02	  1.16	455922	江苏	
601108	财通证券	-2.34	1988029568	    53.00	        854.90亿	         23.01	证券	340	0.72	23.82	24.25	24.94	23.60	24.39	-0.57	23.82	  0.73	826095	浙江	
002241	歌尔股份	3.40	1937544960	    40.06	        739.88亿	          3.17	元器件	6346	0.00	22.81	22.16	22.97	21.78	22.05	0.75	22.80	  1.39	861839	山东	
000858	五 粮 液	-0.21	1900429824	    30.43	       2825.72亿	          0.67	白酒	6154	0.04	74.44	74.62	75.01	73.03	74.60	-0.16	74.44	  0.94	255873	四川	
600276	恒瑞医药	-2.91	1838188032	    63.02	       1956.04亿	          0.93	化学制药	45	0.25	69.39	71.30	71.30	69.21	71.52	-2.08	69.44	  0.91	263077	江苏	
603799	华友钴业	-3.24	1807706624	    35.96	        526.42亿	          7.44	小金属	61	-0.15	88.80	91.60	92.23	88.08	91.79	-2.97	88.82	  1.19	201721	浙江	
600522	中天科技	1.90	1799350400	    23.09	        443.05亿	          5.42	通信设备	409	-0.33	14.45	14.15	14.95	14.15	14.18	0.27	14.45	  1.41	1233045	江苏	
