代码	名称	涨幅%%	总金额	买价	卖价	现价	现量	涨速%%	换手%%	量比	今开	最高	最低	总量	细分行业	
00700	腾讯控股	-0.78	7917368320	460.000	460.200	460.000	2182600	-0.39	          0.18	  0.70	466.000	466.800	460.000	17119372	软件服务	
00939	建设银行	-1.00	4489805312	8.920	8.930	8.930	45530000	-0.33	          0.21	  0.68	9.110	9.240	8.920	495420288	银行	
02318	中国平安	-1.67	4406204928	91.100	91.150	91.100	2915500	0.05	          0.65	  0.65	92.800	92.950	90.850	48093444	保险	
01398	工商银行	-0.14	3708300800	7.390	7.400	7.390	28965000	-0.27	          0.57	  0.94	7.500	7.620	7.390	493218880	银行	
00005	汇丰控股	-0.18	2792887808	84.000	84.050	84.050	2130000	0.12	          0.16	  1.08	83.500	84.150	83.450	33272296	银行	
00388	香港交易所	-1.89	2560882176	290.600	290.800	290.800	553900	-0.14	          0.71	  0.62	296.000	296.600	290.200	8751050	其他金融	
02628	中国人寿	-0.38	2523173888	26.300	26.350	26.350	5728000	0.00	          1.28	  1.04	26.500	26.750	26.250	95303840	保险	
03988	中国银行	-0.64	2477052416	4.680	4.690	4.680	42165000	-0.21	          0.63	  0.65	4.730	4.820	4.680	523192096	银行	
01299	友邦保险	-2.54	1545260416	65.300	65.450	65.300	3052600	-0.46	          0.19	  1.03	66.700	67.000	65.300	23426112	保险	
00288	万洲国际	0.52	1524594304	9.740	9.750	9.740	5731000	0.00	          1.08	  3.97	9.750	9.880	9.660	158368848	农业产品	
00027	银河娱乐	0.72	1315229184	69.750	69.800	69.800	994000	0.29	          0.44	  1.34	69.750	70.700	68.150	18935056	酒店及消闲	
00069	香格里拉（亚洲）	-8.34	1260619392	18.240	18.260	18.240	796000	-0.22	          1.90	 16.30	18.580	18.640	18.020	68267600	酒店及消闲	
00763	中兴通讯	-6.84	1192803584	26.500	26.550	26.550	1174000	-0.93	          5.86	  2.02	28.450	28.450	26.250	44280864	信息器材	
01918	融创中国	-6.52	1143853824	35.100	35.300	35.100	1941000	-1.27	          0.72	  1.05	37.750	37.750	35.100	31669068	地产	
01288	农业银行	-0.83	1128475904	4.760	4.770	4.760	15374000	-0.21	          0.76	  0.58	4.830	4.930	4.740	234093408	银行	
02238	广汽集团	-4.06	1077585152	17.000	17.020	17.000	1500000	0.24	          2.85	  1.77	17.780	18.000	16.780	63021312	汽车	
00857	中国石油股份	-1.61	1064363648	6.090	6.100	6.100	13870000	0.16	          0.82	  0.62	6.160	6.210	6.070	173641936	石油天然气	
00688	中国海外发展	3.96	1055397248	31.450	31.500	31.500	1940000	0.00	          0.30	  1.30	31.200	32.200	30.850	33357428	地产	
01928	金沙中国有限公司	-0.79	1055390400	45.250	45.300	45.250	1078800	-0.22	          0.29	  1.30	45.250	46.350	44.600	23201538	酒店及消闲	
00175	吉利汽车	-2.20	1046885440	24.500	24.550	24.500	4768000	-0.20	          0.47	  0.78	25.150	25.200	24.500	42230236	汽车	
00941	中国移动	-0.73	1025242112	82.000	82.050	82.000	2988500	-0.12	          0.06	  0.54	82.400	82.850	82.000	12452014	电讯	
03333	中国恒大	-0.97	989690304	25.600	25.650	25.600	837000	0.00	          0.29	  1.09	26.350	26.350	25.500	38228040	地产	
03968	招商银行	-0.39	910338432	38.200	38.250	38.200	1892000	-0.13	          0.51	  0.70	38.500	39.200	38.200	23546990	银行	
00817	中国金茂	-0.39	890682944	5.080	5.100	5.080	4522000	-0.39	          1.44	  1.54	5.360	5.600	5.070	167013888	地产	
02018	瑞声科技	0.54	852042176	131.400	131.500	131.500	290000	-0.30	          0.53	  1.02	131.400	133.300	128.500	6498727	信息器材	
02007	碧桂园	-1.90	808346944	16.500	16.540	16.500	2841000	-0.12	          0.22	  0.72	17.000	17.140	16.480	48263304	地产	
01548	金斯瑞生物科技	-8.26	781319552	26.000	26.100	26.100	240000	1.56	          1.68	  0.79	29.000	29.150	25.200	29272850	医药医疗	
01658	邮储银行	0.00	781305536	5.220	5.230	5.230	3660000	-0.19	          0.74	  0.97	5.270	5.450	5.210	146999680	银行	
00386	中国石油化工股份	-0.74	777443648	6.700	6.710	6.710	12488000	0.30	          0.45	  0.64	6.740	6.850	6.670	115364000	石油天然气	
01109	华润置地	3.69	771545984	32.350	32.400	32.350	1858000	-0.61	          0.34	  1.07	31.750	34.450	31.350	23430596	地产	
01088	中国神华	-0.82	751788416	24.150	24.200	24.150	1344500	-0.21	          0.90	  0.74	24.400	25.400	24.050	30475660	煤炭	
06030	中信证券	-4.04	734355840	19.960	19.980	19.960	3682000	0.20	          1.58	  0.73	20.850	21.300	19.840	36081648	其他金融	
01336	新华保险	-2.94	727418432	49.400	49.450	49.450	586500	0.51	          1.41	  0.72	50.950	51.050	49.000	14594082	保险	
01171	兖州煤业股份	-1.47	683681408	13.440	13.460	13.440	668000	0.30	          2.54	  1.11	13.820	14.480	13.360	49537168	煤炭	
00998	中信银行	-0.16	648986176	6.430	6.440	6.430	3388000	-0.16	          0.67	  0.77	6.470	6.690	6.410	99248192	银行	
02202	万科企业	0.52	631259392	38.450	38.500	38.500	747400	0.13	          1.21	  1.20	39.100	40.950	38.250	15975732	地产	
01128	永利澳门	-2.36	621172160	26.900	26.950	26.950	762800	-0.19	          0.44	  0.66	27.850	27.850	26.700	22858656	酒店及消闲	
03993	洛阳钼业	-3.99	601737216	5.780	5.790	5.780	2640000	-0.34	          2.61	  1.62	6.090	6.120	5.750	102727832	一般金属	
02601	中国太保	-0.25	574194368	39.550	39.600	39.600	1636400	0.38	          0.52	  0.63	39.500	40.250	39.400	14425790	保险	
01211	比亚迪股份	-1.63	569394176	72.450	72.500	72.450	360500	0.07	          0.86	  1.25	74.000	74.650	71.450	7851326	汽车	
00883	中国海洋石油	-0.82	562674368	12.060	12.080	12.080	7670000	0.00	          0.10	  0.44	12.220	12.440	12.020	46260216	石油天然气	
02382	舜宇光学（一百）	-0.28	552673984	107.900	108.000	108.000	181200	-0.18	          0.47	  0.67	109.700	109.700	107.100	5108035	工业工程	
00762	中国联通	-0.17	525925440	11.700	11.720	11.700	4228000	0.00	          0.15	  0.83	11.720	11.800	11.660	44917808	电讯	
02899	紫金矿业	-4.31	507309184	3.760	3.770	3.770	2696000	-0.26	          2.30	  0.94	3.940	3.980	3.720	131847976	黄金贵金属	
00992	联想集团	-2.66	485858496	4.380	4.390	4.390	6618000	0.00	          0.92	  2.03	4.540	4.540	4.360	110274920	信息器材	
00001	长和	-0.09	484754112	105.500	105.600	105.500	837500	0.09	          0.12	  0.62	105.600	105.900	105.200	4594056	综合企业	
02600	中国铝业	-2.45	474297824	5.160	5.170	5.170	3638000	-0.19	          2.27	  1.28	5.310	5.470	5.160	89593400	一般金属	
01913	普拉达	-2.19	447136480	--  	--  	31.250	500	-0.79	          0.55	  6.18	32.450	32.500	30.950	13981944	纺织服饰	
02388	中银香港	-0.38	428958912	39.800	39.850	39.800	1006500	-0.38	          0.10	  0.60	40.050	40.200	39.600	10761552	银行	
01988	民生银行	-0.89	422917088	8.870	8.880	8.870	3492500	-0.45	          0.68	  0.42	9.000	9.100	8.870	47273980	银行	
00004	九龙仓集团	0.78	414126592	32.250	32.300	32.300	902000	0.16	          0.42	  2.17	32.400	33.000	32.150	12707640	地产	
03328	交通银行	-0.88	401572672	6.720	6.730	6.720	5962000	-0.15	          0.17	  0.72	6.800	6.900	6.720	59251624	银行	
00016	新鸿基地产	-0.96	398658592	134.500	134.600	134.600	406000	0.30	          0.10	  0.57	136.000	136.500	134.200	2955079	地产	
01113	长实集团	0.40	396796544	74.950	75.000	74.950	731000	-0.13	          0.14	  0.83	75.000	75.200	73.550	5320213	地产	
00981	中芯国际	-3.17	387316160	10.980	11.000	10.980	896500	-0.18	          0.71	  1.07	11.240	11.420	10.920	35029760	半导体	
02333	长城汽车	-1.57	367312416	9.390	9.400	9.400	3860000	0.32	          1.26	  0.72	9.490	9.600	9.310	39070872	汽车	
00323	马鞍山钢铁股份	7.13	362975456	4.500	4.510	4.510	2214000	0.45	          4.67	  2.00	4.360	4.570	4.340	80933840	一般金属	
00347	鞍钢股份	4.46	346459136	8.890	8.900	8.900	1134000	0.23	          3.58	  1.98	8.940	9.100	8.710	38905848	一般金属	
00753	中国国航	-1.40	343770112	11.280	11.300	11.280	1132000	0.00	          0.65	  0.80	11.400	12.000	11.220	29633936	运输	
03323	中国建材	-1.20	333260928	8.260	8.270	8.260	1462000	0.12	          1.38	  0.74	8.560	8.570	8.210	39779448	建筑	
01114	BRILLIANCE CHI	-1.30	328100608	19.740	19.760	19.740	1284000	-0.20	          0.32	  0.81	20.300	20.600	19.740	16370917	汽车	
00607	丰盛控股	-2.44	324749952	3.600	3.610	3.600	1550000	-0.28	          0.45	  3.80	3.700	3.750	3.560	89173192	地产	
00011	恒生银行	-0.43	324017664	185.300	185.400	185.400	169800	0.16	          0.09	  1.07	186.200	186.800	185.000	1747626	银行	
01055	中国南方航空股份	-3.14	321310336	9.880	9.890	9.880	512000	0.00	          1.03	  0.82	10.300	10.660	9.870	31476656	运输	
02282	美高梅中国	0.21	321117056	24.150	24.200	24.150	349600	0.00	          0.35	  0.77	24.200	24.450	23.400	13324034	酒店及消闲	
01177	中国生物制药	-1.25	313586144	14.240	14.280	14.240	1163000	-0.28	          0.29	  0.84	14.420	14.860	14.240	21682706	医药医疗	
02328	中国财险	0.25	310554176	16.260	16.280	16.280	2084000	0.00	          0.41	  0.74	16.200	16.460	16.140	19032304	保险	
02196	复星医药	-3.63	309907904	43.800	43.900	43.800	143500	-0.45	          1.44	  1.31	45.700	46.400	43.700	6945731	医药医疗	
00656	复星国际	0.97	308134080	18.640	18.660	18.660	587500	0.21	          0.19	  1.14	18.560	19.100	18.500	16467935	综合企业	
01208	五矿资源	-1.74	307587392	5.640	5.650	5.650	244000	0.36	          0.67	  1.16	5.730	5.950	5.580	53148720	一般金属	
01044	恒安国际	1.60	302420672	76.200	76.250	76.200	395000	0.07	          0.33	  0.64	75.000	77.150	74.850	3969980	纺织服饰	
00272	瑞安房地产	-2.57	298179456	2.650	2.660	2.650	1644500	-0.38	          1.40	  1.40	2.680	2.710	2.590	112510736	地产	
00914	海螺水泥	-0.23	296505696	43.000	43.050	43.000	569500	-0.12	          0.52	  0.65	43.350	44.650	42.950	6821048	建筑	
00522	ASM PACIFIC	3.65	294742784	110.600	110.700	110.700	295700	-0.09	          0.66	  1.27	108.900	111.500	106.800	2695419	半导体	
00966	中国太平	-3.11	291236960	32.750	32.800	32.750	659400	-0.76	          0.24	  0.64	34.200	34.300	32.750	8701443	保险	
02208	金风科技	-7.03	280706176	12.680	12.700	12.700	56200	0.47	          3.36	  3.33	13.780	13.780	12.320	21848616	工业工程	
00665	海通国际	-3.42	275930080	5.350	5.360	5.360	238000	0.19	          0.92	  1.26	5.610	5.670	5.300	50677540	其他金融	
02319	蒙牛乳业	-2.35	275882944	24.900	24.950	24.950	1711000	-0.20	          0.28	  0.76	25.650	26.550	24.900	10922945	食物饮品	
02009	金隅集团	-0.51	275264864	3.880	3.890	3.880	152000	-0.26	          3.06	  2.50	3.900	3.900	3.760	71647272	建筑	
01813	合景泰富	-1.36	274922656	13.040	13.060	13.040	589500	0.31	          0.67	  1.06	13.360	13.480	12.780	20987524	地产	
03800	保利协鑫能源	-0.74	274083168	1.330	1.340	1.340	7728000	0.00	          1.11	  1.22	1.340	1.350	1.310	205815776	工业工程	
00868	信义玻璃	4.54	271455136	12.420	12.440	12.440	868000	-0.16	          0.54	  1.15	12.000	12.800	11.900	21797742	工业工程	
00358	江西铜业股份	-2.27	265629008	12.920	12.940	12.940	879000	0.15	          1.45	  0.79	13.280	13.600	12.920	20139420	一般金属	
01766	中国中车	-0.90	261685792	7.670	7.680	7.680	1024000	0.00	          0.77	  0.59	7.950	7.960	7.670	33828976	工业工程	
03898	中车时代电气	-1.96	255637024	42.400	42.450	42.450	348300	0.00	          1.09	  1.16	43.900	44.050	42.200	5950553	工业工程	
03301	融信中国	7.28	255062224	12.340	12.380	12.380	21000	0.32	          1.36	  3.40	12.380	13.560	12.260	20260000	地产	
00384	中国燃气	3.28	254209328	23.600	23.650	23.650	670600	0.42	          0.22	  0.85	23.750	24.150	23.350	10723223	公用事业	
00639	首钢资源	13.16	253112208	2.140	2.150	2.150	634000	0.47	          2.32	  2.66	1.920	2.170	1.880	122953472	煤炭	
02688	新奥能源	-2.81	253026240	58.500	58.700	58.700	537000	0.43	          0.39	  0.51	59.550	60.900	58.100	4265816	公用事业	
01169	海尔电器	0.00	250492304	26.750	26.800	26.800	633000	0.19	          0.33	  0.87	26.850	27.250	26.450	9310699	家电及用品	
00884	旭辉控股集团	3.40	249560816	6.990	7.000	6.990	1256000	-0.14	          0.47	  0.89	6.790	7.170	6.700	35364048	地产	
00902	华能国际电力股份	-1.19	247272272	4.980	4.990	4.990	2370000	0.00	          1.06	  0.98	5.020	5.050	4.950	49678024	公用事业	
00960	龙湖地产	4.11	244513008	26.550	26.600	26.600	351500	-0.56	          0.15	  1.41	25.800	27.700	25.700	9080587	地产	
00728	中国电信	-0.78	241169904	3.840	3.850	3.840	9148000	-0.26	          0.45	  0.81	3.860	3.880	3.830	62594832	电讯	
06837	海通证券	-1.56	240337040	12.580	12.600	12.580	2713600	-0.16	          0.56	  0.81	12.780	12.880	12.560	18965244	其他金融	
01099	国药控股	0.29	239023984	34.600	34.650	34.650	498400	-0.14	          0.58	  1.03	34.950	35.000	34.250	6887469	医药医疗	
06886	HTSC	-2.93	237324704	17.200	17.220	17.200	467000	0.00	          0.79	  0.86	17.600	17.820	17.180	13607157	其他金融	
02689	玖龙纸业	0.33	225693648	12.220	12.240	12.220	1139000	0.00	          0.39	  0.83	12.180	12.420	12.160	18398152	原材料	
00813	世茂房地产	2.78	221880000	24.000	24.050	24.000	835000	0.00	          0.27	  1.19	23.850	24.750	22.850	9189202	地产	
01958	北京汽车	-4.08	219055776	11.740	11.760	11.740	545000	0.17	          0.87	  0.77	12.260	12.440	11.620	18288484	汽车	
00880	澳博控股	1.66	218985632	7.950	7.970	7.950	493000	-0.38	          0.49	  1.13	7.950	8.090	7.810	27457270	酒店及消闲	
01030	新城发展控股	-3.53	215105024	7.340	7.380	7.380	526000	0.41	          0.49	  0.69	7.650	7.770	7.200	28844636	地产	
03337	安东油田服务	-6.09	212589904	--  	--  	1.080	10000	0.00	          7.29	  0.96	1.150	1.180	1.050	193848992	石油天然气	
00006	电能实业	-1.37	211521504	68.600	68.650	68.600	504500	-0.07	          0.14	  0.66	68.700	69.000	68.100	3084659	公用事业	
00371	北控水务集团	0.18	205050896	5.630	5.640	5.640	3126000	-0.35	          0.41	  0.54	5.680	5.740	5.640	36179800	公用事业	
00017	新世界发展	-1.58	202461264	12.460	12.480	12.460	2383000	-0.32	          0.16	  0.71	12.560	12.700	12.440	16152603	地产	
00002	中电控股	0.06	199806832	79.900	79.950	79.900	438000	-0.12	          0.10	  0.71	80.200	80.200	79.550	2502585	公用事业	
01800	中国交通建设	-1.18	197396064	9.230	9.240	9.230	3723000	0.00	          0.48	  0.69	9.380	9.490	9.200	21295100	建筑	
01816	中广核电力	-1.81	195278576	2.170	2.180	2.170	4047000	-0.46	          0.80	  0.73	2.220	2.230	2.150	89398048	公用事业	
01919	中远海控	-6.05	193518592	4.340	4.350	4.350	477000	0.23	          1.69	  0.79	4.690	4.690	4.320	43616624	工用运输	
01898	中煤能源	-2.97	191779520	3.920	3.930	3.920	1497000	-0.51	          1.16	  1.26	4.050	4.240	3.910	47532984	煤炭	
02799	中国华融	-1.77	186192624	3.870	3.880	3.880	3077000	0.00	          0.19	  1.04	3.950	4.000	3.870	47461920	其他金融	
00101	恒隆地产	-1.45	185981616	20.400	20.450	20.400	687000	-0.24	          0.20	  1.25	20.550	20.600	20.300	9104323	地产	
06881	中国银河	-2.97	185168768	6.190	6.200	6.200	3671500	0.49	          0.80	  0.58	6.380	6.460	6.160	29496916	其他金融	
01997	九龙仓置业	0.83	183182752	54.400	54.500	54.500	557000	0.37	          0.11	  1.06	54.400	54.500	53.300	3380638	地产	
00291	华润啤酒	-2.54	182740032	28.800	28.900	28.800	622000	-0.35	          0.19	  0.82	29.900	29.900	28.650	6281278	食物饮品	
03888	金山软件	0.56	181149952	26.850	26.900	26.900	658000	0.37	          0.52	  0.67	27.150	27.200	26.400	6763581	软件服务	
00012	恒基地产	-1.10	179319920	54.100	54.150	54.100	714000	-0.09	          0.08	  0.56	54.500	54.900	54.000	3302166	地产	
00772	阅文集团	-0.43	175567040	--  	--  	80.700	200	0.06	          0.24	  1.62	80.800	81.000	80.300	2176943	软件服务	
01788	国泰君安国际	-2.81	173082288	2.760	2.770	2.770	1113000	0.00	          0.88	  0.23	2.860	2.890	2.750	61334272	其他金融	
00322	康师傅控股	-2.58	172885680	15.820	15.880	15.880	834000	0.13	          0.19	  1.11	16.220	16.220	15.680	10751075	食物饮品	
01093	石药集团	-1.73	169459168	17.060	17.080	17.060	1306000	-0.47	          0.16	  0.37	17.400	17.640	17.060	9835803	医药医疗	
01186	中国铁建	-1.58	168644992	9.360	9.370	9.360	2019500	0.32	          0.86	  1.01	9.600	9.610	9.320	17907004	建筑	
00863	品牌中国	58.89	164275888	--  	--  	11.440	4000	-0.69	          6.41	  3.34	7.300	11.860	7.300	16140000	媒体及娱乐	
00425	敏实集团	0.90	162598112	44.550	44.600	44.600	208000	-0.22	          0.32	  1.96	45.450	45.700	44.250	3610927	汽车	
00508	鼎亿集团投资	1.79	162175104	--  	--  	1.140	765000	0.88	          2.18	  2.41	1.150	1.180	1.120	140290000	其他金融	
00669	创科实业	-2.11	160120976	50.900	51.000	51.000	345500	0.20	          0.17	  0.76	52.900	52.900	50.500	3118774	家电及用品	
03383	雅居乐集团	0.57	159672160	14.100	14.120	14.120	726000	0.00	          0.28	  1.39	14.320	14.720	14.040	11089766	地产	
03900	绿城中国	-2.79	159520960	13.240	13.260	13.260	287000	0.30	          0.54	  1.28	13.320	14.060	13.160	11789000	地产	
06808	高鑫零售	-6.59	158896000	9.910	9.920	9.920	1035000	0.00	          0.16	  0.84	10.500	10.540	9.840	15658586	零售	
03908	中金公司	-3.30	157591056	17.000	17.020	17.000	261200	-0.12	          0.60	  0.43	17.640	17.780	16.900	9113996	其他金融	
06818	中国光大银行	0.45	157233024	4.450	4.470	4.450	1167000	-0.45	          0.27	  1.18	4.440	4.590	4.440	34832920	银行	
02338	潍柴动力	-2.56	154522832	9.530	9.540	9.530	1276000	0.11	          0.82	  1.66	9.790	9.950	9.500	16015846	工业工程	
00066	港铁公司	-0.33	154514512	44.650	44.700	44.650	299000	0.11	          0.06	  0.85	44.800	44.850	44.500	3459404	运输	
00144	招商局港口	-1.45	153459168	20.350	20.400	20.400	722000	0.49	          0.23	  0.95	20.650	20.850	20.100	7538833	工用运输	
01038	长江基建集团	-1.01	152790336	68.900	68.950	68.950	225000	0.07	          0.08	  0.65	69.650	69.850	68.600	2213380	公用事业	
03380	龙光地产	0.00	151225296	11.840	11.880	11.880	116000	0.17	          0.23	  0.90	11.980	12.440	11.720	12518455	地产	
00670	中国东方航空股份	-1.55	147578832	6.980	6.990	6.980	766000	-0.29	          0.44	  0.69	7.200	7.360	6.980	20597612	运输	
00285	比亚迪电子	-4.56	147102464	18.400	18.440	18.400	333000	-0.33	          0.35	  0.76	19.260	19.480	18.360	7826258	信息器材	
02607	上海医药	0.24	146787952	20.500	20.550	20.550	442300	0.24	          0.77	  0.68	20.700	20.950	20.450	7117254	医药医疗	
00390	中国中铁	-0.17	145243472	5.990	6.000	6.000	3270000	0.50	          0.57	  0.94	6.030	6.120	5.960	24081160	建筑	
01359	中国信达	-2.42	144602080	3.230	3.240	3.230	3700000	0.00	          0.33	  0.51	3.320	3.330	3.220	44379796	其他金融	
00003	香港中华煤气	0.13	144559344	15.460	15.480	15.480	2378000	0.13	          0.07	  0.85	15.420	15.520	15.400	9347020	公用事业	
02669	中海物业	-5.65	143611328	2.830	2.840	2.840	325000	-1.05	          1.49	  1.30	3.010	3.070	2.810	48892232	支援服务	
01339	中国人民保险集团	-1.57	140340256	4.400	4.410	4.400	2826000	-0.23	          0.36	  0.55	4.450	4.520	4.400	31667896	保险	
00581	中国东方集团	0.82	139733952	6.120	6.150	6.150	246000	0.00	          0.60	  1.34	6.250	6.470	6.030	22350000	一般金属	
00806	惠理集团	-4.17	138572160	8.730	8.740	8.740	99000	0.00	          0.85	  1.42	9.010	9.030	8.710	15716367	其他金融	
02883	中海油田服务	0.86	138077376	9.400	9.410	9.410	490000	0.11	          0.80	  0.79	9.470	9.690	9.350	14548336	石油天然气	
00860	奥立仕（四千）	-1.50	137243712	--  	--  	1.970	8000	1.03	          1.14	  1.95	2.000	2.130	1.940	67112000	纺织服饰	
00551	裕元集团	0.71	135594032	35.400	35.550	35.550	295000	0.28	          0.23	  1.10	35.650	36.150	35.250	3796181	纺织服饰	
01910	新秀丽	-1.77	134754816	--  	--  	33.300	300	0.15	          0.28	  1.50	34.400	34.400	33.200	4008454	纺织服饰	
02020	安踏体育	0.27	133796272	37.800	37.850	37.800	200000	-0.26	          0.13	  1.02	38.000	38.050	37.050	3548532	纺织服饰	
06158	正荣地产	5.00	133540776	--  	--  	5.460	1000	-0.55	          0.60	  3.09	5.480	5.750	5.340	24122000	地产	
02099	中国黄金国际	-13.09	133035464	--  	--  	13.940	100	-0.14	          2.41	  9.39	15.300	15.300	13.360	9557900	黄金贵金属	
06823	香港电讯－ＳＳ	-0.92	132545024	--  	--  	9.660	1000	0.10	          0.18	  2.93	9.850	9.850	9.640	13704641	电讯	
03883	中国奥园	-2.31	131688408	6.770	6.780	6.770	181000	0.00	          0.71	  0.87	6.980	7.050	6.750	19101436	地产	
02777	富力地产	0.68	130457016	22.100	22.150	22.150	385600	0.00	          0.57	  0.71	22.100	23.000	21.800	5811376	地产	
01357	美图公司	-0.74	130073440	10.780	10.800	10.800	1199500	0.93	          0.28	  0.70	10.980	11.080	10.700	11913758	软件服务	
00083	信和置业	1.66	129662336	14.640	14.660	14.660	1216000	0.14	          0.14	  1.45	14.820	15.060	14.620	8807245	地产	
02313	申洲国际	-1.67	129482904	79.400	79.550	79.400	275000	-0.69	          0.11	  0.69	80.750	81.700	79.400	1613403	纺织服饰	
01462	金诚控股	1.08	128248688	--  	--  	2.800	2000	0.36	          1.15	  1.32	2.780	2.830	2.770	45888000	建筑	
02186	绿叶制药	-5.29	127235256	6.610	6.620	6.620	608500	-0.45	          0.57	  1.23	6.920	7.030	6.610	18816296	医药医疗	
00535	金地商置	0.87	126023208	1.150	1.160	1.160	112000	0.00	          0.68	  0.92	1.150	1.200	1.150	107498776	地产	
03377	远洋集团	-1.39	124574752	6.380	6.400	6.380	1067000	-0.62	          0.25	  1.21	6.470	6.680	6.370	19187706	地产	
00270	粤海投资	0.17	124199536	11.660	11.680	11.660	1170000	-0.51	          0.16	  1.26	11.860	11.880	11.640	10575715	公用事业	
00916	龙源电力	-0.87	122912200	5.670	5.690	5.670	783000	-0.35	          0.65	  0.98	5.800	5.800	5.670	21568548	公用事业	
01193	华润燃气	0.39	120715792	25.850	25.900	25.850	324000	-0.19	          0.21	  0.56	26.100	26.400	25.700	4645103	公用事业	
00932	御药堂	0.75	120282128	--  	--  	1.340	20000	0.75	          4.25	  0.88	1.340	1.360	1.320	89772000	医药医疗	
01776	广发证券	-2.97	119650552	16.960	16.980	16.960	468400	0.12	          0.41	  0.46	17.460	17.580	16.900	6987677	其他金融	
00267	中信股份	-0.49	118601800	12.280	12.300	12.280	1640000	-0.16	          0.03	  0.51	12.320	12.480	12.240	9620924	综合企业	
01668	华南城	-4.24	115968992	2.260	2.270	2.260	2176000	-0.44	          0.62	  0.47	2.370	2.420	2.250	49708856	地产	
01530	三生制药	-2.13	114523896	15.600	15.620	15.600	708000	0.26	          0.29	  0.85	15.920	15.940	15.500	7317755	医药医疗	
00151	中国旺旺	-3.33	113425096	6.680	6.690	6.680	1706000	0.00	          0.14	  1.29	6.830	6.950	6.540	16934528	食物饮品	
00316	东方海外国际	-0.20	112372512	73.400	73.500	73.500	73500	0.14	          0.24	  1.83	74.200	74.200	73.400	1528758	工用运输	
00135	昆仑能源	-0.13	112062464	7.730	7.750	7.750	874000	0.26	          0.18	  0.56	7.910	7.960	7.710	14370664	石油天然气	
00658	中国高速传动	-6.38	110755800	12.920	12.980	12.920	44000	-0.62	          0.52	  0.45	13.680	13.780	12.680	8444000	工业工程	
00486	俄铝	3.52	108493656	--  	--  	5.880	1000	0.17	          0.12	  2.94	5.840	6.090	5.840	18219438	一般金属	
00598	中国外运	-1.89	108386096	4.660	4.670	4.660	362000	0.43	          1.05	  1.18	4.800	4.960	4.620	22517614	工用运输	
06869	长飞光纤光缆	-3.58	106432608	35.000	35.050	35.000	24500	0.00	          0.86	  1.17	36.100	36.200	34.850	3024392	信息器材	
01313	华润水泥控股	0.00	103966352	5.880	5.890	5.890	536000	0.17	          0.27	  1.08	5.940	6.150	5.840	17558020	建筑	
00881	中升控股	-1.42	103380816	19.300	19.380	19.380	111500	-0.10	          0.23	  1.76	19.900	19.920	19.100	5286582	汽车	
01528	红星美凯龙	-0.19	101813560	10.280	10.300	10.280	15600	0.00	          0.92	  0.29	10.200	10.460	10.200	9800606	地产	
00019	太古股份公司Ａ	0.83	100499848	78.900	78.950	78.900	243500	0.06	          0.14	  0.87	78.300	79.100	77.800	1277640	综合企业	
00173	嘉华国际	2.66	100348224	5.770	5.780	5.780	428000	0.17	          0.57	  1.00	5.620	5.820	5.620	17478028	地产	
00836	华润电力	-0.97	100029768	14.300	14.320	14.300	710000	0.00	          0.14	  0.49	14.400	14.680	14.280	6967958	公用事业	
00014	希慎兴业	1.60	98997064	44.400	44.450	44.400	250000	0.11	          0.21	  1.41	44.100	44.950	43.600	2231063	地产	
00257	中国光大国际	-0.84	97638568	11.860	11.880	11.860	1212000	-0.67	          0.18	  0.86	11.860	12.340	11.860	8106055	公用事业	
01929	周大福	2.40	96995744	8.970	8.980	8.970	537400	-0.11	          0.11	  1.52	8.890	9.000	8.770	10906356	纺织服饰	
00848	茂业国际	19.75	96420416	--  	--  	0.970	300000	0.00	          1.91	 61.60	0.980	1.040	0.910	98359024	零售	
01888	建滔积层板	2.18	94831752	14.060	14.080	14.080	154000	0.14	          0.22	  1.19	13.940	14.140	13.800	6767311	工业工程	
02888	渣打集团	1.50	94740400	91.650	91.700	91.650	171850	0.44	          0.03	  0.51	90.850	91.700	90.400	1037954	银行	
01999	敏华控股	-2.76	94724304	8.080	8.090	8.090	53200	0.00	          0.30	  1.38	8.450	8.450	8.020	11629200	家电及用品	
00489	东风集团股份	-1.76	93566856	10.040	10.060	10.040	1348000	-0.20	          0.32	  0.46	10.160	10.380	10.040	9242205	汽车	
00689	长盈集团（控股）	6.49	92858536	--  	--  	0.820	15000	2.50	          2.40	  2.48	0.770	0.820	0.760	120542008	石油天然气	
01031	金利丰金融	-7.24	91729912	5.640	5.670	5.640	826000	-0.18	          0.12	  0.77	6.080	6.210	5.620	15897585	其他金融	
00200	新濠国际发展	0.42	91548744	23.600	23.650	23.650	79000	0.21	          0.25	  1.08	23.650	23.900	23.300	3868572	酒店及消闲	
02233	西部水泥	-2.96	90426600	1.300	1.310	1.310	1022000	0.00	          1.28	  4.53	1.330	1.350	1.280	69375504	建筑	
01711	欧化	6.42	87956408	--  	--  	1.160	110000	0.00	          9.05	  0.32	1.090	1.300	1.080	72433904	家电及用品	
00279	民众金融科技	7.00	87308144	1.070	1.080	1.070	5140000	0.94	          0.54	  1.66	1.070	1.100	0.930	84464992	其他金融	
02098	卓尔集团	-0.19	85809560	10.200	10.280	10.240	38000	-0.19	          0.07	  0.87	10.260	10.360	10.020	8386000	地产	
