代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
00700	腾讯控股	-1.00	8378697728	434.200	434.400	19256638	924300	-0.09	          0.20	  0.72	435.200	441.200	
00939	建设银行	0.00	3811478784	8.020	8.030	470385568	27806000	-0.25	          0.20	  0.84	7.980	8.250	
02318	中国平安	-2.10	3223672064	81.750	81.850	39136300	2067000	-0.18	          0.53	  0.84	82.900	83.750	
01398	工商银行	0.29	2671834368	6.800	6.810	390902976	22737000	0.15	          0.45	  1.16	6.780	6.930	
00388	香港交易所	-1.77	2226796800	277.800	278.000	7955406	808500	-0.22	          0.64	  0.82	279.600	284.000	
00005	汇丰控股	-0.85	1814963200	75.900	75.950	23842360	806400	0.00	          0.12	  0.83	76.200	76.600	
03988	中国银行	-1.18	1652295552	4.200	4.210	390169600	23843000	0.24	          0.47	  0.84	4.230	4.330	
00941	中国移动	-0.28	1472455168	70.500	70.550	20793964	2037500	-0.21	          0.10	  0.66	70.900	71.200	
01299	友邦保险	-2.71	1435171840	62.800	62.850	22738854	2965000	0.00	          0.19	  0.85	63.650	63.850	
02628	中国人寿	-1.73	1272650368	22.700	22.750	55872136	5195000	0.44	          0.75	  1.16	22.950	23.200	
03968	招商银行	1.95	1201531264	33.900	33.950	35481340	2248500	0.30	          0.77	  1.21	33.050	34.500	
01288	农业银行	-1.15	957186880	4.290	4.300	221239152	9701000	0.23	          0.72	  1.03	4.350	4.440	
02382	舜宇光学科技	0.38	913564224	132.300	132.400	6864414	133800	0.23	          0.63	  1.03	130.000	135.500	
00175	吉利汽车	0.00	906487168	24.450	24.500	36735760	1331000	0.00	          0.41	  0.85	24.550	25.050	
00004	九龙仓集团	4.58	853857792	30.600	30.800	27813440	10489000	0.65	          0.92	  1.72	29.400	31.050	
00883	中国海洋石油	-2.13	828547072	11.020	11.040	74647840	7140000	0.18	          0.17	  0.81	11.300	11.320	
01918	融创中国	-2.03	827152448	28.900	28.950	27971124	719000	0.17	          0.64	  1.04	29.150	30.450	
00386	中国石油化工股份	-1.12	799869568	6.180	6.190	128727752	10142000	-0.16	          0.50	  0.93	6.140	6.300	
02018	瑞声科技	-2.61	799187904	148.900	149.000	5324814	216500	0.13	          0.44	  1.17	150.000	153.800	
00857	中国石油股份	-2.04	665530240	5.270	5.280	125596096	13182000	-0.19	          0.60	  0.83	5.330	5.370	
01088	中国神华	-3.92	579151744	20.850	20.900	27441420	1399500	0.24	          0.81	  1.27	21.450	21.700	
01113	长实集团	-1.05	549316352	66.100	66.200	8244186	1437000	-0.30	          0.22	  1.24	66.800	67.750	
00027	银河娱乐	-2.44	541200832	66.000	66.100	8132430	1011000	-0.23	          0.19	  0.76	66.650	67.550	
00998	中信银行	-1.76	539201344	5.560	5.570	95618528	2770000	0.18	          0.64	  0.92	5.630	5.780	
00688	中国海外发展	-1.09	527554592	27.300	27.350	19175072	614000	-0.18	          0.18	  1.24	27.250	28.150	
02601	中国太保	-1.18	523359424	37.600	37.700	13887495	1336400	0.13	          0.50	  0.97	37.900	38.550	
02007	碧桂园	-1.54	503559936	14.060	14.080	35532560	1194000	0.00	          0.16	  0.82	14.060	14.480	
00001	长和	-0.73	472651584	95.300	95.400	4946917	640000	-0.16	          0.13	  0.98	96.000	96.150	
02689	玖龙纸业	-3.87	456183328	12.920	12.940	34841200	774000	-0.15	          0.75	  1.06	13.320	13.660	
00016	新鸿基地产	-1.02	430474944	126.300	126.400	3389720	527000	0.08	          0.12	  0.78	126.000	129.000	
00268	金蝶国际	1.95	421433088	5.750	5.760	71905144	178000	0.17	          2.47	  1.81	5.600	5.990	
01928	金沙中国有限公司	-1.28	407614176	42.450	42.500	9540799	780000	0.47	          0.12	  0.65	42.950	43.300	
01211	比亚迪股份	-2.05	406745088	73.950	74.000	5469232	330000	-0.07	          0.60	  0.72	74.800	75.300	
02269	药明生物	5.36	383249728	61.900	61.950	6104983	152000	0.49	          0.52	  2.02	58.950	66.500	
00288	万洲国际	-0.54	368165632	9.200	9.250	39720212	5061500	-0.43	          0.27	  0.92	9.110	9.510	
01109	华润置地	-0.72	355556128	27.600	27.650	12797588	560000	0.00	          0.18	  0.63	27.300	28.200	
02388	中银香港	0.00	353861024	38.850	38.900	9097835	1033500	-0.13	          0.09	  0.86	38.850	39.300	
06030	中信证券	-2.44	351963168	17.620	17.640	19762500	761000	-0.23	          0.87	  0.87	17.700	18.280	
02319	蒙牛乳业	-2.71	325392928	25.100	25.150	12814466	931000	-0.40	          0.33	  1.28	25.700	26.250	
00709	佐丹奴国际	1.80	316106016	3.940	3.950	81178000	192000	0.00	          5.17	 16.00	3.900	3.980	
01093	石药集团	1.37	311757120	17.740	17.760	17550986	984000	-0.11	          0.28	  0.73	17.620	18.020	
01988	民生银行	-0.87	305642912	8.020	8.030	37868920	1908500	0.00	          0.55	  0.96	8.060	8.240	
00762	中国联通	-0.84	302688320	9.450	9.460	31987564	3154000	-0.21	          0.10	  0.59	9.530	9.530	
00914	海螺水泥	-1.25	299216000	39.650	39.700	7501653	638500	0.13	          0.58	  0.67	39.900	40.650	
00136	恒腾网络	5.63	297524384	0.375	0.380	779124608	1916000	1.35	          1.04	  4.93	0.380	0.395	
01055	中国南方航空股份	-3.92	295840384	9.530	9.550	30865500	390000	-0.52	          1.01	  1.71	9.900	10.060	
01548	金斯瑞生物科技	-1.00	294824704	24.700	24.750	11782300	84000	0.00	          0.68	  0.72	24.650	25.500	
01336	新华保险	-1.53	286507072	45.150	45.200	6320990	274800	0.22	          0.61	  0.48	45.100	46.500	
00753	中国国航	-5.90	282773568	10.840	10.860	25674868	1136000	-0.55	          0.56	  1.49	11.360	11.580	
02238	广汽集团	-1.26	281787648	17.300	17.320	16295267	712000	-0.12	          0.74	  0.79	17.180	17.460	
00981	中芯国际	-0.74	274344320	10.780	10.800	25413052	258500	-0.19	          0.52	  0.74	10.900	10.960	
02328	中国财险	-2.30	273106976	15.240	15.260	17803368	1644000	0.26	          0.39	  0.82	15.540	15.620	
00002	中电控股	-0.76	271716512	78.300	78.350	3463755	610000	-0.06	          0.14	  1.24	78.800	78.850	
02333	长城汽车	-1.22	271285120	8.880	8.890	30559080	1385500	0.00	          0.99	  1.10	8.910	8.990	
03993	洛阳钼业	-3.13	270736032	6.180	6.190	43333200	1731000	-0.16	          1.10	  0.50	6.350	6.380	
00669	创科实业	-3.75	268686176	44.900	45.000	5862515	513500	0.11	          0.32	  2.57	46.900	47.450	
02899	紫金矿业	-2.73	267587680	3.560	3.570	73429504	1042000	0.00	          1.28	  1.33	3.660	3.780	
00011	恒生银行	-0.11	267064656	183.800	183.900	1449754	169900	0.00	          0.08	  0.86	185.000	185.300	
00966	中国太平	-1.88	259134480	28.700	28.800	8911326	282600	-0.69	          0.25	  0.89	28.900	30.150	
01177	中国生物制药	1.13	252185408	14.360	14.380	17434134	630000	0.00	          0.21	  1.00	14.220	14.660	
03888	金山软件	0.36	237891648	27.500	27.550	8613970	165000	0.00	          0.63	  0.70	27.100	28.050	
00522	ASM PACIFIC	1.55	230266448	118.300	118.500	1936600	125300	-0.08	          0.48	  0.63	117.000	120.500	
03328	交通银行	-1.27	226898704	6.220	6.230	36213976	2489000	0.00	          0.10	  0.93	6.250	6.400	
06808	高鑫零售	-1.57	226540384	8.790	8.800	25483412	1427000	0.34	          0.27	  1.04	8.950	9.080	
01114	BRILLIANCE CHI	-4.00	225214688	19.200	19.260	11593600	942000	-0.52	          0.23	  0.84	19.960	19.980	
01800	中国交通建设	-1.16	223756032	8.510	8.520	26278140	1683000	0.00	          0.59	  1.33	8.680	8.690	
00582	蓝鼎国际	1.47	221998528	0.340	0.345	643666688	8400000	0.00	          0.44	  1.06	0.340	0.345	
00494	利丰	1.98	221476464	4.100	4.120	54440432	3500000	0.24	          0.64	  2.53	4.000	4.120	
02357	中航科工	-0.79	220086848	5.020	5.030	43934528	944000	0.20	          1.86	  1.02	5.040	5.090	
01766	中国中车	-1.67	217260496	7.080	7.090	30508210	2253000	-0.14	          0.70	  1.10	7.160	7.210	
