代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
00700	腾讯控股	3.13	9999016960	422.400	422.600	23705128	1335600	0.38	          0.25	  0.41	419.200	
02318	中国平安	3.65	6723906048	82.350	82.400	81584720	3515000	-0.12	          1.10	  0.76	81.300	
00939	建设银行	0.52	3694060544	7.750	7.760	468793792	24085000	-0.39	          0.19	  0.57	7.890	
00388	香港交易所	3.10	3271478528	266.000	266.000	12325390	752300	0.38	          0.99	  0.57	263.000	
01398	工商银行	1.39	2775036160	6.550	6.560	419557664	17840000	-0.15	          0.48	  0.64	6.580	
02382	舜宇光学科技	5.68	2647925760	119.000	119.000	21992972	427700	0.17	          2.00	  2.01	117.500	
01299	友邦保险	2.17	2466807296	61.300	61.300	40289236	3732600	0.16	          0.33	  1.08	60.900	
02628	中国人寿	-0.66	2436069888	22.750	22.800	106496272	5018000	0.44	          1.43	  1.00	23.150	
00005	汇丰控股	0.50	2344253184	79.800	79.850	29293870	865200	-0.06	          0.14	  0.39	79.600	
00941	中国移动	-0.61	1879559680	73.550	73.600	25451950	2229500	0.27	          0.12	  1.01	75.250	
03988	中国银行	1.68	1878813184	4.240	4.240	439779296	18961000	0.00	          0.53	  0.50	4.240	
00883	中国海洋石油	0.18	1467019264	10.940	10.940	133542576	8465000	0.55	          0.30	  1.23	11.160	
02007	碧桂园	0.15	1280557824	13.140	13.160	95326368	2743000	0.15	          0.44	  0.70	13.400	
02018	瑞声科技	3.40	1218718208	148.900	148.900	8133034	188500	0.07	          0.67	  0.77	145.500	
00688	中国海外发展	0.96	1082316544	26.400	26.450	40593736	1968000	0.00	          0.37	  1.18	26.350	
00027	银河娱乐	3.78	1054901376	64.500	64.500	16508540	1838000	0.55	          0.38	  0.78	62.200	
00386	中国石油化工股份	-1.16	988492352	5.990	6.000	162556512	14182000	-0.50	          0.64	  0.77	6.060	
00175	吉利汽车	1.36	931594304	22.400	22.400	41405088	2653000	0.45	          0.46	  0.40	22.600	
01928	金沙中国有限公司	3.12	737110336	42.950	43.000	17120244	1242400	0.00	          0.21	  0.85	42.450	
01109	华润置地	2.52	722245056	28.450	28.450	25241600	506000	-0.18	          0.36	  0.70	28.000	
00857	中国石油股份	0.38	677615744	5.310	5.310	126961808	7562000	-0.19	          0.60	  0.49	5.400	
03968	招商银行	1.54	645238720	32.900	32.950	19399050	1196500	0.00	          0.42	  0.41	33.250	
02601	中国太保	0.55	635756288	36.300	36.350	17270564	1566600	-0.27	          0.62	  0.50	36.750	
01288	农业银行	0.72	625951424	4.170	4.170	148359520	8916000	0.24	          0.48	  0.44	4.230	
02688	新奥能源	11.97	577968128	67.350	67.350	9049892	2238000	4.99	          0.84	  1.04	60.150	
03333	中国恒大	4.00	532999936	22.100	22.100	23938196	998000	0.45	          0.18	  0.54	21.800	
00001	长和	0.73	532442720	97.250	97.300	5456296	794500	0.00	          0.14	  0.48	97.250	
00992	联想集团	-2.05	491626272	3.820	3.830	127894576	8400000	-0.26	          1.06	  1.21	3.900	
06030	中信证券	2.12	489262272	17.380	17.380	27786200	840000	0.12	          1.22	  0.69	17.280	
