代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
00700	腾讯控股	-4.42	126137966592	420.000	420.200	308436768	3386400	-0.38	          3.25	  9.51	405.000	
02318	中国平安	-3.71	10439152640	84.450	84.450	124139720	4639000	0.24	          1.67	  1.48	84.100	
00388	香港交易所	-2.73	4515865600	256.800	257.000	17604382	1234000	-0.16	          1.42	  1.48	255.000	
00005	汇丰控股	-2.16	4511518720	74.650	74.650	60552832	1798800	-0.07	          0.30	  3.64	74.750	
00939	建设银行	-2.18	4476250112	8.090	8.090	557851712	32036000	0.12	          0.23	  1.64	7.910	
01398	工商银行	-2.35	2755426816	6.650	6.650	417993536	28989000	0.15	          0.48	  1.83	6.550	
03988	中国银行	-1.63	2734545664	4.220	4.230	653864896	38948000	0.72	          0.78	  1.83	4.150	
00175	吉利汽车	-4.55	2432336128	24.100	24.100	101227760	2972000	0.42	          1.13	  1.45	23.900	
02382	舜宇光学科技	-5.48	1986619392	151.700	151.800	13083413	254500	0.33	          1.19	  0.91	146.000	
01299	友邦保险	-1.71	1972780800	66.050	66.100	29980310	3272600	-0.08	          0.25	  1.26	65.050	
02007	碧桂园	-5.36	1878419072	15.540	15.560	120191632	2200000	0.13	          0.55	  1.04	15.500	
02018	瑞声科技	-6.79	1848678400	145.600	145.600	12727895	595000	0.48	          1.04	  2.21	150.000	
02628	中国人寿	-1.56	1843289088	22.150	22.150	83780760	5985000	0.45	          1.13	  2.13	22.000	
00941	中国移动	-1.32	1525165824	70.800	70.800	21533334	2203000	-0.14	          0.11	  1.38	71.000	
00027	银河娱乐	-0.98	1283100544	69.700	69.700	18587188	921000	0.14	          0.43	  2.12	68.000	
00857	中国石油股份	-2.89	1231431296	5.370	5.370	229741376	13994000	0.00	          1.09	  1.92	5.340	
00883	中国海洋石油	-1.71	1187019392	11.500	11.520	103894896	7095000	-0.52	          0.23	  1.83	11.340	
00386	中国石油化工股份	-2.23	1130953472	6.590	6.590	172952704	13048000	0.46	          0.68	  1.17	6.370	
01093	石药集团	-2.33	1113227648	21.000	21.000	53482112	2320000	0.48	          0.86	  1.36	20.000	
03968	招商银行	-3.57	1094157824	32.400	32.400	33904052	1839000	0.15	          0.74	  1.83	32.250	
01928	金沙中国有限公司	-4.01	1043187392	41.900	41.900	24870660	1631600	0.84	          0.31	  2.57	42.650	
01288	农业银行	-1.77	966126272	4.430	4.430	220570128	12642000	0.23	          0.72	  1.01	4.300	
02601	中国太保	-1.98	948387072	37.100	37.100	25882808	1578200	0.54	          0.93	  1.08	37.000	
02269	药明生物	-2.74	920017664	70.900	70.900	13150701	50000	0.00	          1.13	  1.22	70.100	
01918	融创中国	-5.34	902860224	30.150	30.200	30011548	634000	0.67	          0.68	  1.55	30.200	
00288	万洲国际	-4.65	869871936	9.030	9.030	98376048	6163500	0.67	          0.67	  3.87	8.810	
02328	中国财险	-1.14	812291648	15.640	15.660	52011400	1778000	0.00	          1.13	  2.46	15.340	
01177	中国生物制药	-4.59	806158016	15.380	15.380	52388736	2174000	0.52	          0.62	  1.72	15.020	
00268	金蝶国际	3.63	739580864	7.420	7.420	101070720	246000	0.41	          3.48	  1.27	6.910	
00006	电能实业	0.36	705609664	70.300	70.300	10091452	500000	0.00	          0.47	  0.60	69.500	
01548	金斯瑞生物科技	-7.93	699588992	23.800	23.850	28862300	190000	0.00	          1.66	  1.16	24.000	
00763	中兴通讯	-5.27	696777664	26.050	26.050	26935784	441600	0.00	          3.57	  2.55	26.500	
00688	中国海外发展	-4.98	669187904	27.650	27.700	24126158	1426000	0.00	          0.22	  1.35	27.650	
06030	中信证券	-4.90	644163264	17.840	17.860	35984572	1316000	0.11	          1.58	  1.89	18.060	
03993	洛阳钼业	-5.57	634478016	6.100	6.120	104233320	1302000	-0.16	          2.65	  1.79	6.000	
01336	新华保险	-2.45	633850688	37.900	37.900	16895194	687800	0.66	          1.63	  0.78	37.000	
01171	兖州煤业股份	-8.00	625687232	9.200	9.220	67496352	2304000	0.00	          3.46	  2.32	9.500	
01044	恒安国际	-4.03	617754112	71.500	71.550	8672988	416000	-0.28	          0.72	  3.13	70.000	
03888	金山软件	-1.32	614574528	26.250	26.250	23849600	408000	0.00	          1.74	  1.13	24.600	
02388	中银香港	-2.50	604557696	39.000	39.000	15541231	1143500	-0.13	          0.15	  2.07	38.550	
00001	长和	-1.40	595846976	94.800	94.850	6318075	591500	-0.21	          0.16	  1.00	94.150	
01088	中国神华	-3.34	586445888	20.250	20.250	29245118	1373500	0.25	          0.86	  1.44	20.500	
01109	华润置地	-3.82	582548800	28.950	29.000	20258696	712000	-0.17	          0.29	  0.97	28.000	
02238	广汽集团	-3.62	579509248	15.980	15.980	36469180	1348000	0.25	          1.65	  2.47	16.180	
01211	比亚迪股份	-3.98	573681280	69.900	69.900	8184784	348000	0.14	          0.89	  1.69	70.600	
00981	中芯国际	-3.78	559467264	10.180	10.180	55473164	1603500	0.20	          1.13	  2.34	10.260	
00966	中国太平	-3.24	557052672	26.900	26.900	21056464	465000	0.94	          0.59	  1.94	26.000	
00914	海螺水泥	-2.35	542036416	41.600	41.600	13211342	854500	0.60	          1.02	  1.19	40.200	
01988	民生银行	-2.26	534810752	7.770	7.770	69017624	2900500	0.13	          1.00	  2.64	7.850	
03333	中国恒大	-5.46	526798016	24.250	24.250	21593402	739000	0.21	          0.16	  1.13	24.350	
00425	敏实集团	-4.31	511223584	36.600	36.650	13860800	328000	0.14	          1.21	  2.08	37.300	
00003	香港中华煤气	-1.22	495793792	16.160	16.160	30901732	2144000	0.37	          0.22	  1.64	16.060	
01113	长实集团	-1.27	491654464	66.250	66.300	7486527	788000	0.00	          0.20	  1.18	65.000	
02186	绿叶制药	-5.44	453280768	7.130	7.130	62711000	221000	0.00	          1.91	  1.50	7.150	
03323	中国建材	-5.93	445244992	7.450	7.470	59332744	2168000	-0.40	          2.06	  1.61	7.590	
00902	华能国际电力股份	0.58	442839040	5.200	5.210	86460968	2868000	0.00	          1.84	  2.32	5.080	
00762	中国联通	-3.10	437364288	9.370	9.370	46997400	4286000	0.32	          0.15	  1.54	9.300	
00656	复星国际	-5.49	429416864	16.540	16.540	26017378	1903000	0.24	          0.30	  1.99	16.780	
01888	建滔积层板	-15.18	426914560	12.960	12.980	31794500	437000	-0.15	          1.03	  5.14	14.540	
00016	新鸿基地产	-0.78	425901056	127.100	127.100	3376367	289000	0.16	          0.12	  1.09	126.000	
02899	紫金矿业	-4.85	421696448	3.530	3.540	120320000	2368000	0.28	          2.10	  2.48	3.600	
00011	恒生银行	-1.60	406916928	184.600	184.600	2209642	187400	-0.11	          0.12	  1.53	183.300	
02689	玖龙纸业	-2.44	386175424	12.020	12.020	32768000	816000	0.50	          0.70	  1.64	11.800	
01114	BRILLIANCE CHI	-2.10	376126880	18.660	18.660	20255748	866000	-0.11	          0.40	  1.18	18.480	
00998	中信银行	-2.36	356191648	5.390	5.400	66354208	3625000	0.19	          0.45	  1.18	5.400	
00012	恒基地产	-1.71	355965024	51.700	51.750	6866402	175000	0.00	          0.17	  2.01	52.100	
00868	信义玻璃	-2.16	355461152	11.760	11.760	30696604	626000	0.17	          0.76	  1.97	11.600	
02319	蒙牛乳业	-0.84	352824128	23.750	23.750	15026019	846000	0.21	          0.38	  0.92	22.600	
01055	中国南方航空股份	-4.52	340100064	8.870	8.870	38434088	432000	0.68	          1.25	  1.98	8.810	
03328	交通银行	-0.95	332406432	6.250	6.250	53897308	3248000	0.32	          0.15	  1.84	6.190	
00002	中电控股	-1.60	327899008	79.700	79.700	4115994	439000	-0.06	          0.16	  0.90	80.250	
01128	永利澳门	-2.64	326561856	27.700	27.700	11875322	530000	0.00	          0.23	  1.66	27.050	
01038	长江基建集团	-0.69	318273984	64.650	64.750	4931658	358500	-0.31	          0.19	  1.03	64.500	
00148	建滔化工	-10.04	316416000	37.200	37.300	8374587	347000	-0.40	          0.79	  3.32	39.500	
00066	港铁公司	-0.58	315549312	42.500	42.550	7461090	576500	0.12	          0.12	  2.13	42.000	
02333	长城汽车	-2.53	313730944	8.480	8.490	37204500	2963500	0.24	          1.20	  2.27	8.500	
02777	富力地产	-5.89	307882560	19.480	19.480	15731607	529600	0.52	          1.55	  1.05	19.500	
00728	中国电信	-2.68	291274592	3.270	3.270	89207304	10948000	0.00	          0.64	  1.71	3.310	
01316	耐世特	-4.22	285896256	12.260	12.300	23645578	617000	-0.33	          0.94	  1.64	11.840	
03383	雅居乐集团	-4.16	280825440	15.680	15.680	17889944	518000	0.77	          0.46	  1.32	15.680	
02688	新奥能源	1.01	273423808	64.800	64.800	4302402	250000	-0.15	          0.40	  1.55	62.700	
06808	高鑫零售	-1.10	272077440	9.010	9.010	30723764	759000	0.11	          0.32	  2.42	9.050	
02202	万科企业	-1.96	268035280	32.500	32.500	8347655	434400	0.15	          0.63	  0.73	32.350	
01800	中国交通建设	-1.70	265909024	8.110	8.120	33127972	2103000	-0.25	          0.75	  2.72	8.160	
00884	旭辉控股集团	-3.54	265630080	6.820	6.820	39530820	1936000	0.59	          0.52	  0.86	6.960	
00772	阅文集团	-0.80	265580688	74.000	74.000	3688476	57000	0.82	          0.41	  0.67	71.500	
01339	中国人民保险集团	-3.38	262138960	4.000	4.010	65731664	2802000	-0.25	          0.75	  1.70	4.060	
