代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	今开	
601318	中国平安	-0.36	10277151744	73.82	73.86	73.87	1367486	20	0.04	          1.26	76.70	
300383	光环新网	10.03	4173980672	17.56	17.56	--  	2427538	9008	0.00	         17.78	17.10	
000725	京东方Ａ	-0.17	3025558272	5.75	5.74	5.75	5189705	57879	0.17	          1.53	5.80	
600030	中信证券	-0.96	2832969216	18.50	18.50	18.51	1503519	505	-0.21	          1.53	18.70	
002230	科大讯飞	-4.22	2710539264	58.99	58.98	58.99	447906	12865	-0.13	          3.79	61.67	
300059	东方财富	-4.16	2495526656	15.43	15.43	15.44	1571520	33826	-0.51	          4.56	16.00	
603993	洛阳钼业	-3.35	2437402112	9.23	9.23	9.24	2610689	556	0.33	          2.02	9.50	
002049	紫光国芯	-0.83	2374684416	48.88	48.87	48.88	474863	5811	-0.15	          7.88	49.55	
300104	乐视网	-5.79	2210697984	5.53	5.52	5.53	3907513	53016	0.36	         12.84	5.70	
600903	贵州燃气	3.15	2058513664	33.12	33.12	33.13	603254	227	-0.53	         49.47	33.88	
603712	七一二	10.00	2055586944	29.04	29.04	--  	720936	1	1.75	         72.09	26.11	
601336	新华保险	-4.64	2029691264	49.51	49.53	49.54	403163	10	-0.01	          1.93	52.50	
600519	贵州茅台	-0.77	1996584320	742.00	741.99	742.20	26743	4	0.01	          0.21	750.11	
002460	赣锋锂业	-4.75	1964165888	75.58	75.58	75.59	252940	5609	-0.04	          4.82	79.42	
603799	华友钴业	-3.77	1911957248	122.73	122.73	122.74	152278	19	-0.21	          2.60	127.00	
000651	格力电器	-0.96	1862770816	51.70	51.70	51.71	357398	7900	-0.09	          0.60	52.25	
600036	招商银行	0.87	1841756800	31.26	31.27	31.28	585145	43	0.16	          0.28	31.28	
000858	五 粮 液	-1.49	1827536896	74.52	74.52	74.53	243101	2029	0.26	          0.64	76.32	
601288	农业银行	0.00	1765375872	4.10	4.10	4.11	4292400	65	-0.23	          0.15	4.10	
002415	海康威视	2.25	1754924288	43.56	43.56	43.57	401112	4469	0.60	          0.50	43.13	
000001	平安银行	0.68	1736437376	11.90	11.90	11.91	1445110	7598	0.08	          0.85	11.95	
600028	中国石化	0.29	1718928640	6.85	6.85	6.86	2494358	47	0.00	          0.26	6.89	
600728	佳都科技	0.76	1706512640	10.60	10.60	10.61	1554740	56	-0.27	         11.28	10.90	
000063	中兴通讯	-1.25	1594964736	31.65	31.64	31.65	494711	4585	0.09	          1.44	32.15	
603019	中科曙光	-3.18	1572982016	48.48	48.46	48.48	315420	301	-0.56	          4.91	50.09	
600887	伊利股份	-1.30	1548041600	30.47	30.49	30.50	507679	38	0.16	          0.84	30.90	
601398	工商银行	-0.61	1519914880	6.49	6.48	6.49	2333608	15	0.15	          0.09	6.55	
000830	鲁西化工	-4.20	1497272064	17.11	17.11	17.12	849386	16375	-0.11	          5.80	17.85	
600048	保利地产	0.57	1408493952	14.01	14.00	14.01	995004	5	0.07	          0.85	13.99	
600160	巨化股份	4.11	1402044544	12.91	12.91	12.92	1088475	89	-0.45	          5.32	12.36	
600588	用友网络	-3.19	1348686208	35.80	35.83	35.84	367362	8	-0.60	          2.52	36.98	
600196	复星医药	-2.00	1317502720	46.05	46.04	46.05	283462	6	0.09	          1.48	47.19	
300017	网宿科技	-3.71	1313665664	13.22	13.21	13.22	963313	14992	-0.07	          6.00	13.73	
600516	方大炭素	0.87	1311690240	26.59	26.59	26.60	488760	115	0.26	          2.84	26.40	
600585	海螺水泥	-1.93	1301769984	32.44	32.42	32.43	395413	572	-0.17	          0.99	33.25	
002340	格林美	-1.52	1281261696	7.80	7.79	7.80	1618131	20883	0.13	          5.20	7.87	
600276	恒瑞医药	-1.12	1242261760	86.51	86.57	86.58	142643	5	0.46	          0.51	87.80	
000532	华金资本	5.71	1200732928	17.02	17.02	17.03	706043	6838	0.35	         20.56	16.52	
300353	东土科技	1.48	1197757312	17.88	17.87	17.88	667560	8973	0.06	         20.37	17.58	
601360	三六零	2.65	1196318336	47.64	47.64	47.65	249260	44	0.19	          6.28	46.92	
002137	麦达数字	7.24	1185272064	12.15	12.15	12.16	993925	6611	0.41	         34.19	11.28	
000977	浪潮信息	-3.30	1169493760	21.41	21.41	21.42	535958	10343	-0.22	          4.17	22.08	
000333	美的集团	-1.79	1164919552	58.28	58.28	58.29	197252	2399	-0.04	          0.31	59.63	
600460	士兰微	-0.25	1156010752	15.69	15.67	15.68	727518	17	0.13	          5.83	15.84	
603986	兆易创新	-4.47	1129912576	193.56	193.27	193.55	57410	9	0.18	          3.90	203.33	
002926	华西证券	0.85	1124409472	14.31	14.30	14.31	774161	8103	0.00	         14.75	14.19	
300476	胜宏科技	-4.16	1115304576	15.65	15.65	15.66	668861	9197	-0.24	         19.93	16.33	
601600	中国铝业	0.20	1106867968	5.11	5.11	5.12	2172042	718	0.39	          1.98	5.10	
600690	青岛海尔	-1.95	1093111936	19.60	19.61	19.62	555133	4	0.15	          0.91	20.10	
300168	万达信息	1.07	1083100800	17.90	17.89	17.90	591746	11966	-0.27	          5.78	17.74	
002236	大华股份	0.48	1060615360	27.29	27.29	27.30	382130	1949	0.00	          2.25	27.25	
601688	华泰证券	0.93	1060445312	17.41	17.39	17.40	601904	68	0.17	          1.11	17.34	
002466	天齐锂业	-3.09	1057910016	58.68	58.68	58.69	176627	2938	-0.02	          1.56	60.80	
000002	万 科Ａ	1.02	1055783616	31.66	31.66	31.67	331726	3324	0.16	          0.34	31.47	
002929	润建通信	-3.75	1050430592	51.85	51.84	51.85	191602	2939	0.00	         34.72	54.40	
002208	合肥城建	2.82	1039135360	17.85	17.85	17.86	577479	7442	-0.55	         18.09	17.30	
600547	山东黄金	4.29	1003497984	28.18	28.22	28.24	364025	78	-0.38	          2.51	26.80	
002264	新 华 都	10.00	995544000	11.11	11.11	--  	921409	12335	0.00	         16.00	9.78	
