代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	今开	
601318	中国平安	-1.81	3950841344	67.68	67.66	67.67	581439	65	-0.02	          0.54	68.00	
603799	华友钴业	2.48	3673638912	123.06	123.02	123.03	296944	67	0.08	          5.07	118.80	
000651	格力电器	1.74	2931942912	52.48	52.48	52.49	563262	4403	-0.01	          0.94	51.05	
603993	洛阳钼业	-0.83	2840776192	8.36	8.36	8.37	3336636	16	-0.35	          2.58	8.33	
600588	用友网络	3.25	2571279360	37.22	37.23	37.24	677869	51	0.70	          4.64	38.50	
000725	京东方Ａ	-1.75	2539259648	5.60	5.60	5.61	4509721	88922	0.00	          1.33	5.63	
300104	乐视网	5.77	2388211200	5.50	5.49	5.50	4395146	49418	-0.17	         14.44	5.15	
002460	赣锋锂业	-2.27	2357631488	71.10	71.09	71.10	325314	3759	0.00	          6.26	72.02	
603986	兆易创新	-7.01	2324096256	151.68	151.71	151.80	145710	22	0.00	          9.89	150.00	
600516	方大炭素	-3.20	2281229824	29.65	29.64	29.65	761068	52	0.00	          4.43	30.18	
601600	中国铝业	-2.02	2267488512	5.34	5.33	5.34	4239573	125	0.00	          3.87	5.28	
000977	浪潮信息	-1.85	2209201408	20.21	20.21	20.22	1062986	9666	0.10	          8.28	21.31	
002466	天齐锂业	-3.58	2124125440	61.12	61.11	61.12	339769	2699	0.00	          2.99	62.95	
000333	美的集团	1.12	2064011392	56.22	56.21	56.22	364904	3010	0.05	          0.57	54.86	
600903	贵州燃气	0.81	1998764032	28.57	28.51	28.52	676034	3	-1.34	         55.44	29.50	
300059	东方财富	-3.60	1944487936	13.65	13.65	13.66	1399627	15859	-0.06	          4.39	13.95	
600519	贵州茅台	-0.75	1912613888	736.41	736.10	736.59	25992	2	0.19	          0.21	738.00	
000063	中兴通讯	-2.57	1895239680	31.52	31.51	31.52	594218	9158	-0.18	          1.73	32.02	
601360	三六零	1.07	1868364416	53.00	53.00	53.02	354064	15	-0.10	          8.91	51.55	
000858	五 粮 液	-1.21	1813429760	73.42	73.42	73.43	246607	3618	-0.09	          0.65	73.80	
002236	大华股份	-6.68	1813183744	28.34	28.34	28.35	624801	8639	-0.38	          3.67	30.00	
600460	士兰微	-5.35	1798085760	15.58	15.58	15.59	1132831	113	-0.37	          9.08	16.15	
600410	华胜天成	8.00	1790639232	11.61	11.61	11.62	1541198	64	0.26	         14.09	11.28	
600048	保利地产	0.68	1715326720	14.80	14.80	14.81	1166831	53	0.14	          0.99	14.48	
603019	中科曙光	0.77	1708803712	45.81	45.77	45.80	373054	47	0.02	          5.80	45.03	
300353	东土科技	8.01	1664649088	17.00	17.00	17.01	970113	10808	0.12	         29.60	17.31	
600030	中信证券	-1.65	1616352640	17.83	17.83	17.84	899891	1215	-0.27	          0.92	17.90	
002415	海康威视	-3.36	1596061952	42.80	42.79	42.80	368528	8973	-0.08	          0.50	44.03	
000830	鲁西化工	0.40	1537087488	22.59	22.58	22.59	681435	10913	0.04	          4.65	22.49	
002230	科大讯飞	-2.11	1532399616	55.57	55.56	55.57	272667	5895	-0.13	          2.31	56.20	
002049	紫光国芯	-2.49	1521807616	43.84	43.84	43.85	345753	3526	-0.38	          5.74	44.00	
600887	伊利股份	-0.43	1380498688	32.27	32.28	32.29	426058	48	-0.11	          0.71	32.05	
002497	雅化集团	0.78	1363271424	14.13	14.13	14.14	946873	10013	-0.06	         11.62	13.73	
600019	宝钢股份	-3.90	1351984512	9.61	9.60	9.61	1405199	54	-0.20	          0.64	9.79	
002340	格林美	-0.68	1338250240	7.30	7.29	7.30	1808199	12231	0.00	          5.81	7.24	
000970	中科三环	6.64	1287624448	13.17	13.16	13.17	971224	4692	-0.07	          9.12	12.91	
002405	四维图新	2.32	1252186112	23.33	23.32	23.33	541902	7241	0.17	          5.28	22.50	
600111	北方稀土	1.91	1243718528	13.31	13.30	13.31	930543	45	0.00	          2.56	12.89	
300741	华宝股份	-1.33	1179924224	54.84	54.83	54.84	211708	3215	-0.06	         34.37	55.88	
601939	建设银行	-0.36	1163761152	8.21	8.20	8.21	1421278	306	-0.23	          1.48	8.16	
601288	农业银行	-0.48	1158641536	4.11	4.10	4.11	2825758	3062	0.24	          0.10	4.09	
600029	南方航空	-2.42	1126442240	11.30	11.32	11.33	1002208	24	-0.25	          1.43	11.37	
002456	欧菲科技	-5.09	1122668800	20.71	20.71	20.72	533234	5725	0.00	          2.01	21.65	
300017	网宿科技	-2.36	1121791360	12.43	12.42	12.43	885263	12196	-0.15	          5.51	12.50	
002925	盈趣科技	1.91	1120656256	87.85	87.84	87.85	128296	1546	-0.13	         17.11	86.20	
601838	成都银行	1.81	1113773696	12.93	12.92	12.93	858782	60	-0.30	         23.77	12.50	
601398	工商银行	-0.15	1089812864	6.68	6.67	6.68	1636774	92	0.15	          0.06	6.61	
600570	恒生电子	-2.28	1087039232	49.27	49.28	49.29	219109	103	-0.07	          3.55	49.88	
600585	海螺水泥	-2.60	1082260224	32.27	32.26	32.27	334616	1	-0.27	          0.84	32.58	
600392	盛和资源	0.66	1044467712	16.81	16.81	16.82	611101	72	0.24	          5.69	16.46	
000002	万 科Ａ	-0.40	1038873920	32.28	32.28	32.29	322839	2489	0.03	          0.33	32.00	
600036	招商银行	-1.22	1021219200	30.03	30.04	30.05	338760	4	-0.06	          0.16	30.12	
600104	上汽集团	3.21	1020887488	35.02	35.03	35.04	295354	162	0.06	          0.26	33.90	
300618	寒锐钴业	2.15	1000762176	296.30	296.28	296.30	33953	609	-0.07	         11.32	285.85	
000732	泰禾集团	-4.10	990862784	28.80	28.79	28.80	338420	10823	-0.61	          2.72	29.51	
000825	太钢不锈	-4.82	990296960	6.71	6.70	6.71	1456763	15391	-0.14	          2.56	6.88	
600352	浙江龙盛	0.16	984302336	12.81	12.82	12.83	766991	337	0.08	          2.51	12.70	
600507	方大特钢	-4.48	976401856	18.35	18.31	18.32	526302	45	0.00	          3.97	18.80	
600340	华夏幸福	-2.39	968553088	35.92	35.93	35.94	267084	5	-0.32	          0.90	36.45	
601166	兴业银行	-0.56	959114304	17.89	17.88	17.89	535859	209	-0.10	          0.28	17.88	
600690	青岛海尔	2.14	955964096	20.01	20.00	20.01	480465	68	-0.04	          0.79	19.41	
600160	巨化股份	-0.87	947041280	12.52	12.50	12.51	749763	475	-0.31	          3.67	12.46	
002926	华西证券	-1.68	942090560	14.61	14.61	14.62	635660	16172	-0.33	         12.11	14.67	
600050	中国联通	0.62	939158720	6.44	6.43	6.44	1451538	158	0.00	          0.68	6.37	
300431	暴风集团	-3.04	931613184	26.48	26.48	26.49	344957	6638	0.00	         14.70	27.00	
300170	汉得信息	-4.78	894086464	15.14	15.13	15.14	578812	6104	-0.25	          8.72	15.70	
300367	东方网力	2.19	892416960	16.83	16.82	16.83	526874	6526	0.66	          9.60	16.99	
600282	南钢股份	-6.26	889670912	5.24	5.23	5.24	1665306	50	-0.56	          4.30	5.45	
002008	大族激光	-2.47	879912640	56.06	56.05	56.06	156733	2144	0.11	          1.58	56.81	
002102	冠福股份	6.71	869956928	5.09	5.09	5.10	1688441	14648	-0.19	         10.67	5.25	
000816	智慧农业	5.00	866984576	4.20	4.20	4.21	2090453	31834	0.00	         15.64	3.92	
300113	顺网科技	-3.39	865838656	22.80	22.79	22.80	371330	5706	-0.21	          8.04	23.37	
300251	光线传媒	0.39	864533696	12.82	12.82	12.83	665388	8736	-0.38	          2.42	12.60	
600487	亨通光电	-1.33	861189120	38.67	38.69	38.70	220245	15	-0.12	          1.77	38.85	
600549	厦门钨业	-0.48	857020224	25.09	25.08	25.09	336218	3	-0.15	          3.11	24.90	
601601	中国太保	-3.19	850620160	38.90	38.88	38.89	217807	9	0.05	          0.35	39.50	
600977	中国电影	5.16	850103872	17.95	17.95	17.96	481288	5	0.22	          8.52	17.08	
300418	昆仑万维	-0.32	843742848	24.77	24.76	24.77	333640	2086	0.00	          5.70	24.70	
601668	中国建筑	-0.99	833231936	9.01	9.00	9.01	924017	102	0.00	          0.31	8.98	
002839	张家港行	0.62	816004800	9.80	9.80	9.81	827062	11252	-0.30	          9.91	9.61	
002907	华森制药	-1.77	813026304	36.66	36.65	36.66	213343	3390	-0.77	         53.26	37.10	
002508	老板电器	-0.18	806806784	39.81	39.81	39.82	202353	2222	-0.09	          2.17	39.43	
002440	闰土股份	2.76	799806144	24.23	24.22	24.23	330655	3118	-0.11	          5.39	23.70	
300136	信维通信	-2.53	795768576	39.31	39.31	39.32	198529	1739	-0.22	          2.67	40.26	
600547	山东黄金	3.44	795562688	26.79	26.79	26.80	299506	169	0.15	          2.06	25.93	
000001	平安银行	-0.75	791736448	11.95	11.94	11.95	663124	6531	-0.07	          0.39	11.92	
601899	紫金矿业	-1.50	785565440	4.61	4.61	4.62	1701692	102	0.22	          1.08	4.60	
002146	荣盛发展	-1.03	781496576	10.60	10.59	10.60	735529	8149	-0.18	          1.89	10.55	
