代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
00700	腾讯控股	-2.46	11341295616	436.000	436.800	25891512	4633100	-0.77	          0.27	  1.10	437.000	
00939	建设银行	-2.68	6628745728	8.000	8.000	828348672	338801000	0.38	          0.34	  1.98	8.080	
02318	中国平安	-2.36	3491092480	82.700	82.700	42240316	5894000	0.18	          0.57	  0.94	82.750	
00941	中国移动	-0.41	3474895104	72.600	72.650	47783592	19166500	-0.62	          0.23	  2.40	72.750	
00005	汇丰控股	-0.90	2617580288	77.200	77.200	33903684	8462400	-0.06	          0.17	  1.24	77.300	
03988	中国银行	-0.94	2503802880	4.200	4.210	597814400	149021000	0.72	          0.71	  1.37	4.180	
00388	香港交易所	-1.99	2152893696	285.800	286.000	7508021	788200	0.00	          0.61	  0.66	285.800	
01299	友邦保险	-1.83	2014335360	64.400	64.400	31294396	7406400	0.23	          0.26	  1.15	64.650	
01398	工商银行	-2.06	1861942784	6.670	6.670	278844480	62240000	0.00	          0.32	  0.83	6.690	
00883	中国海洋石油	-1.42	1471896960	11.100	11.100	132154064	54750000	-0.54	          0.30	  2.10	11.280	
02628	中国人寿	-1.50	1461158528	22.950	22.950	63887400	16515000	0.66	          0.86	  1.82	22.900	
03968	招商银行	-2.41	1260056192	32.450	32.500	38878288	8838500	0.62	          0.85	  1.57	32.400	
00004	九龙仓集团	-2.34	1257319296	29.200	29.250	43068696	26752000	0.86	          1.42	  5.49	29.400	
02382	舜宇光学科技	-2.65	1061874240	128.700	128.700	8255861	796100	-0.08	          0.75	  1.14	128.500	
00857	中国石油股份	-2.01	1021430336	5.350	5.350	191449520	52406000	0.75	          0.91	  1.49	5.350	
00998	中信银行	-4.16	918129984	5.530	5.530	164933088	25641000	0.00	          1.11	  1.71	5.640	
00386	中国石油化工股份	-1.43	906345600	6.190	6.190	146829152	55348000	0.65	          0.58	  1.27	6.150	
00175	吉利汽车	-1.97	882729600	24.850	24.850	35503704	4058000	0.40	          0.40	  0.49	24.800	
01288	农业银行	-2.04	865963328	4.330	4.330	200440800	64023000	0.93	          0.65	  0.95	4.370	
06060	众安在线	-0.72	820452672	68.800	68.850	11813070	5312900	-2.41	          2.51	 10.34	68.500	
01109	华润置地	-1.79	733223168	27.450	27.550	26675026	7876000	-0.54	          0.38	  1.41	27.300	
00762	中国联通	-1.29	671920896	9.950	9.950	67982096	16980000	0.00	          0.22	  1.82	9.910	
01093	石药集团	-1.44	668672256	17.740	17.760	37506984	15000000	-0.67	          0.60	  1.93	17.820	
