代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
00700	腾讯控股	-3.09	14167755776	432.200	432.400	32560086	4605200	0.00	          0.34	  1.61	439.000	
02318	中国平安	-2.23	5035081216	83.450	83.450	60367036	7219000	0.66	          0.81	  1.45	84.450	
00939	建设银行	-2.74	4098585856	8.150	8.150	503887168	70623000	0.12	          0.21	  1.27	8.250	
00388	香港交易所	-2.00	3021213440	284.000	284.200	10563349	1159300	-0.21	          0.85	  1.08	287.000	
01398	工商银行	-2.03	2403753984	6.760	6.760	356684512	62961000	0.75	          0.41	  1.06	6.810	
03988	中国银行	-2.29	2047100544	4.270	4.270	479682592	80442000	0.47	          0.57	  1.16	4.320	
00005	汇丰控股	-0.76	1935793408	78.000	78.050	24780124	2307200	-0.19	          0.12	  0.71	78.200	
01299	友邦保险	0.00	1916725120	65.550	65.600	29107828	4893400	-0.30	          0.24	  1.18	65.550	
00175	吉利汽车	2.00	1751710976	25.550	25.550	68642736	7640000	0.39	          0.77	  0.99	25.100	
00884	旭辉控股集团	-5.08	1561034496	6.160	6.160	253016304	182872000	0.16	          3.33	  6.35	6.310	
00941	中国移动	-0.61	1527391232	73.400	73.400	20805112	5920000	0.14	          0.10	  1.38	73.850	
01288	农业银行	-2.25	1096714752	4.350	4.350	252223488	32103000	0.46	          0.82	  1.14	4.390	
00027	银河娱乐	-1.23	1028447680	68.500	68.550	15030718	1445000	0.07	          0.35	  1.50	68.900	
00386	中国石油化工股份	-3.08	937783104	6.300	6.310	149177856	31114000	0.16	          0.58	  1.37	6.370	
03968	招商银行	-2.79	903623232	33.050	33.050	27228228	5065000	0.61	          0.59	  1.00	33.700	
00016	新鸿基地产	0.69	872567296	130.700	130.700	6716042	1635000	0.46	          0.23	  2.40	130.400	
00883	中国海洋石油	-1.89	871090688	11.400	11.400	76767584	18339000	0.35	          0.17	  1.32	11.400	
02628	中国人寿	-1.48	827066688	23.250	23.250	35606916	7242000	0.22	          0.48	  0.85	23.350	
02689	玖龙纸业	1.58	825685568	14.120	14.120	58511008	4073000	0.57	          1.25	  1.90	13.700	
03993	洛阳钼业	2.24	799251840	6.400	6.400	126360792	11052000	0.95	          3.21	  0.96	6.160	
00857	中国石油股份	-1.60	777973376	5.530	5.530	140594656	22666000	0.36	          0.67	  1.04	5.560	
02382	舜宇光学科技	-1.36	763783232	130.700	130.700	5847555	871400	0.54	          0.53	  0.82	131.900	
02007	碧桂园	-1.12	749225792	14.080	14.080	53425912	7649000	0.57	          0.25	  0.72	14.100	
00688	中国海外发展	-3.51	743016192	27.500	27.500	27041202	4582000	0.18	          0.25	  1.59	28.150	
02018	瑞声科技	0.45	734615168	155.900	155.900	4737556	592000	0.26	          0.39	  0.85	153.000	
01918	融创中国	-0.69	663968960	28.700	28.700	23268370	3451000	1.06	          0.53	  1.18	28.450	
00998	中信银行	-2.89	659249856	5.710	5.710	115623464	14448000	0.71	          0.78	  1.30	5.760	
01109	华润置地	-2.95	658466048	27.950	28.000	23568918	2454000	0.00	          0.34	  1.49	28.450	
00489	东风集团股份	-2.46	643427264	9.910	9.910	63717552	2734000	0.30	          2.23	  4.83	10.020	
06030	中信证券	-3.17	605902336	17.720	17.740	34086424	4229000	-0.34	          1.50	  1.73	18.100	
00607	丰盛控股	2.09	602689792	4.400	4.400	139075840	10580000	3.04	          0.70	  6.30	4.360	
00001	长和	-1.26	598269056	98.000	98.000	6080646	1954000	-0.05	          0.16	  1.59	100.000	
01113	长实集团	-0.37	591303424	67.700	67.700	8763308	3189500	0.82	          0.24	  1.64	68.000	
01928	金沙中国有限公司	-0.79	510364224	44.150	44.150	11604271	1717600	0.23	          0.14	  0.86	43.500	
02601	中国太保	-1.66	472598400	38.500	38.500	12266438	2822400	0.52	          0.44	  0.84	39.200	
01211	比亚迪股份	-0.96	471248064	72.450	72.450	6496879	618000	0.63	          0.71	  1.02	74.000	
01114	BRILLIANCE CHI	-2.54	445683264	21.100	21.150	21023672	3398000	0.00	          0.42	  1.82	21.000	
01548	金斯瑞生物科技	-3.89	438723200	23.500	23.500	18641856	2668000	1.29	          1.07	  1.20	23.650	
01093	石药集团	2.03	435973600	18.080	18.080	24598888	5306000	0.89	          0.39	  1.36	17.280	
02388	中银香港	-0.38	408996288	39.600	39.600	10315583	1699000	0.25	          0.10	  1.17	39.950	
01088	中国神华	-1.55	404790432	22.250	22.250	18127202	3643500	0.23	          0.53	  0.70	22.450	
03333	中国恒大	0.43	401865056	23.200	23.200	17508668	2047000	0.00	          0.13	  1.07	22.700	
01128	永利澳门	1.10	400913600	27.500	27.500	14675367	2316800	0.55	          0.28	  1.48	27.150	
03323	中国建材	2.10	387220672	7.770	7.770	50223872	5248000	0.65	          1.74	  1.13	7.450	
00914	海螺水泥	-1.29	380442432	41.950	41.950	9074602	1540000	0.36	          0.70	  1.01	42.000	
01336	新华保险	-3.00	377681280	46.850	46.900	8003000	2342800	-0.11	          0.77	  1.07	47.250	
00288	万洲国际	2.43	375487936	9.700	9.700	39065040	8971000	0.62	          0.27	  1.01	9.600	
00981	中芯国际	0.96	374020960	10.540	10.540	35987584	5221000	1.35	          0.73	  0.79	10.400	
02899	紫金矿业	-4.00	371683808	3.600	3.610	102317272	9748000	-0.55	          1.78	  1.48	3.680	
00658	中国高速传动	4.65	369363680	13.500	13.500	27463000	7323000	0.60	          1.68	 14.93	13.020	
00762	中国联通	0.20	365237376	10.140	10.140	36144000	7046000	0.40	          0.12	  0.93	10.100	
00522	ASM PACIFIC	0.18	364628480	112.500	112.500	3240807	1850400	0.00	          0.80	  1.41	111.000	
01958	北京汽车	-3.69	363345024	9.920	9.940	36069588	578000	0.10	          1.72	  2.28	10.100	
02328	中国财险	-1.52	354998848	15.520	15.520	22838864	5452000	0.26	          0.50	  1.12	15.660	
01177	中国生物制药	0.27	353098080	14.820	14.820	24150580	3994000	0.27	          0.33	  1.10	14.700	
02238	广汽集团	-2.79	350067456	17.400	17.420	19953068	2818000	0.46	          0.90	  0.84	17.760	
02319	蒙牛乳业	-0.39	342319424	25.850	25.850	13341737	2681000	0.39	          0.34	  0.86	25.750	
00960	龙湖地产	-3.83	341939904	22.600	22.650	15164538	1555000	-0.44	          0.26	  2.86	22.700	
00763	中兴通讯	-2.30	340624576	27.600	27.600	12245873	1113000	-0.18	          1.62	  1.04	28.200	
00011	恒生银行	-0.21	336383648	194.500	194.500	1724587	379200	0.10	          0.09	  1.03	196.600	
00003	香港中华煤气	-0.51	323077984	15.480	15.480	20936300	5054000	0.52	          0.15	  1.62	15.500	
01658	邮储银行	-1.22	322527680	4.850	4.860	66499000	2410000	0.21	          0.33	  1.01	4.880	
02314	理文造纸	-2.93	310780064	8.950	8.950	34224456	2368000	1.02	          0.76	  2.50	9.190	
00817	中国金茂	3.90	300060864	4.790	4.790	63803648	26560000	2.35	          0.55	  1.55	4.510	
02333	长城汽车	-1.17	296622112	9.260	9.270	31938150	4087000	0.43	          1.03	  0.73	9.400	
02202	万科企业	-1.82	283125632	35.150	35.150	8095705	1348800	0.43	          0.62	  1.15	35.500	
01171	兖州煤业股份	-0.85	281195008	11.720	11.720	24041150	1390000	0.34	          1.23	  0.81	11.700	
02688	新奥能源	0.08	274435136	60.300	60.300	4592622	1782000	0.84	          0.42	  0.69	59.300	
02020	安踏体育	-1.40	271341408	38.800	38.850	6934516	1088000	0.26	          0.26	  1.32	39.950	
01766	中国中车	-2.71	269245504	7.170	7.180	37319888	3066000	-0.14	          0.85	  1.30	7.330	
00004	九龙仓集团	-0.68	264073520	29.300	29.300	9056249	1708000	0.00	          0.30	  1.51	29.150	
01988	民生银行	-1.80	255550432	8.180	8.180	31255264	4522000	0.49	          0.45	  0.79	8.250	
00006	电能实业	-0.45	252274608	66.550	66.600	3792654	1134000	0.15	          0.18	  0.55	66.600	
02313	申洲国际	0.00	250561904	77.500	77.500	3244191	992000	0.71	          0.22	  1.59	77.650	
02600	中国铝业	1.06	247931024	4.750	4.760	52830032	6592000	0.00	          1.34	  1.50	4.620	
00966	中国太平	-1.31	246341440	30.200	30.200	8156460	1399200	0.33	          0.23	  0.81	30.500	
00371	北控水务集团	-0.78	241426576	5.100	5.100	47405832	14340000	0.79	          0.51	  1.85	5.140	
00268	金蝶国际	5.62	241230880	5.640	5.640	43680400	994000	0.71	          1.50	  1.72	5.280	
01055	中国南方航空股份	1.16	240127360	10.500	10.500	23213062	2138000	0.96	          0.76	  0.85	10.500	
02777	富力地产	-2.75	239799280	18.420	18.440	13058442	880800	0.66	          1.29	  1.87	18.900	
01169	海尔电器	-2.01	239158416	26.850	26.900	8875502	1268000	0.00	          0.32	  1.75	26.600	
01997	九龙仓置业	0.00	232971712	53.200	53.200	4399316	1296000	0.47	          0.14	  2.56	52.900	
03328	交通银行	-1.87	226762640	6.280	6.280	36170404	6806000	0.16	          0.10	  0.80	6.310	
00270	粤海投资	-1.96	225353616	11.980	11.980	19007340	4350000	0.50	          0.29	  2.41	11.920	
01044	恒安国际	-1.03	217712416	76.500	76.500	2846508	602000	0.00	          0.24	  1.11	77.150	
00753	中国国航	-1.81	215623280	11.940	11.960	18103874	1452000	0.34	          0.40	  0.78	11.980	
