代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	今开	
601318	中国平安	-2.94	5354288640	67.76	67.71	67.72	782170	131	-0.30	          0.72	69.20	
603799	华友钴业	7.70	3586906368	121.01	121.18	121.20	305777	3	0.33	          5.22	112.36	
600519	贵州茅台	-1.67	3522004736	725.62	725.32	725.33	48331	7	-0.13	          0.38	732.00	
603993	洛阳钼业	4.25	3225319936	8.58	8.58	8.59	3849782	302	1.06	          2.97	8.17	
000651	格力电器	-0.62	3197420800	51.69	51.69	51.70	618894	6017	-0.20	          1.04	51.09	
002460	赣锋锂业	1.93	3133712128	72.38	72.38	72.39	429008	3016	0.00	          8.26	70.18	
600030	中信证券	-0.77	2865959680	18.11	18.10	18.11	1585728	281	0.06	          1.62	18.05	
601360	三六零	-9.99	2729515520	56.92	--  	56.92	460849	5	0.00	         11.60	65.67	
000725	京东方Ａ	-0.88	2723804672	5.66	5.66	5.67	4810891	54354	0.00	          1.42	5.61	
000858	五 粮 液	-2.39	2444849408	74.28	74.12	74.28	330102	2661	0.51	          0.87	74.00	
002466	天齐锂业	4.25	2332862464	61.51	61.50	61.51	384346	3274	0.05	          3.38	58.50	
000063	中兴通讯	-0.40	2258664960	32.24	32.23	32.24	698489	6221	0.09	          2.04	31.97	
002508	老板电器	-10.00	2189538304	40.67	--  	40.67	536167	862	0.00	          5.74	40.67	
600048	保利地产	0.83	2101602176	14.63	14.59	14.60	1449396	2922	-0.06	          1.23	14.26	
300059	东方财富	-0.72	1972185856	13.79	13.79	13.80	1422073	13760	-0.21	          4.46	13.65	
600516	方大炭素	0.78	1904800768	29.55	29.54	29.55	647232	224	-0.19	          3.76	29.04	
300104	乐视网	-4.04	1899974272	5.22	5.22	5.23	3583972	49072	0.19	         11.78	5.27	
600460	士兰微	1.39	1841296896	16.08	16.09	16.10	1151982	98	0.44	          9.24	15.65	
600887	伊利股份	-3.68	1791151104	32.45	32.44	32.45	547095	2	-0.21	          0.91	33.30	
000333	美的集团	0.64	1752933248	54.95	54.94	54.95	318721	3910	-0.24	          0.50	54.35	
002497	雅化集团	9.84	1708409600	14.07	14.06	14.07	1253065	8295	-0.06	         15.38	12.64	
000732	泰禾集团	4.19	1663982976	31.10	31.10	31.11	542142	6253	-0.12	          4.36	29.14	
601288	农业银行	-1.67	1646072320	4.13	4.12	4.13	3983069	167	0.00	          0.14	4.14	
002340	格林美	4.39	1626852864	7.37	7.37	7.38	2227799	40331	0.00	          7.15	7.20	
002230	科大讯飞	0.18	1622274816	55.19	55.18	55.19	292704	3810	-0.10	          2.47	55.50	
000002	万 科Ａ	-0.61	1621987584	32.70	32.70	32.71	500004	4147	-0.05	          0.51	32.51	
601398	工商银行	-1.77	1615860480	6.67	6.67	6.68	2413872	1427	0.00	          0.09	6.71	
600036	招商银行	-1.85	1612634112	30.30	30.28	30.29	532577	6	-0.09	          0.26	30.38	
002304	洋河股份	-7.25	1548729472	117.99	117.97	117.99	130020	493	0.59	          1.05	120.00	
600507	方大特钢	5.28	1534919680	19.54	19.57	19.58	808457	378	0.57	          6.10	18.36	
000001	平安银行	-1.87	1463313664	12.05	12.04	12.05	1214146	13885	-0.07	          0.72	12.10	
001979	招商蛇口	-0.18	1453532544	21.87	21.87	21.90	663667	3661	-0.13	          3.49	21.66	
300431	暴风集团	2.35	1451797632	27.03	27.03	27.04	527670	6667	-0.03	         22.49	25.98	
002008	大族激光	3.30	1446785664	56.92	56.92	56.93	254461	1467	0.07	          2.56	54.90	
601166	兴业银行	-1.22	1427708032	17.86	17.86	17.87	797628	135	-0.21	          0.42	17.98	
000830	鲁西化工	-0.86	1409460096	22.98	22.98	22.99	612434	8711	0.00	          4.18	22.64	
002925	盈趣科技	-2.29	1409149056	86.18	86.18	86.19	162380	2160	-0.07	         21.65	85.20	
600588	用友网络	7.90	1389100928	32.77	32.75	32.77	434784	23	-0.05	          2.98	29.95	
002236	大华股份	-1.70	1382352384	28.90	28.89	28.90	474014	6642	0.00	          2.79	29.13	
002049	紫光国芯	0.28	1366534912	42.60	42.60	42.61	321555	3900	-0.15	          5.34	42.00	
600606	绿地控股	1.06	1362670080	7.66	7.66	7.67	1781033	25	-0.25	          5.53	7.51	
600019	宝钢股份	-0.99	1305142144	10.04	10.03	10.04	1308825	335	0.20	          0.59	10.02	
000825	太钢不锈	3.92	1292027776	7.15	7.14	7.15	1846433	33380	0.28	          3.24	6.82	
601899	紫金矿业	-2.13	1286793728	4.60	4.59	4.60	2799896	187	0.00	          1.77	4.57	
603019	中科曙光	3.73	1238413312	43.11	43.13	43.14	290600	42	0.47	          4.52	41.13	
002415	海康威视	0.05	1149234176	42.57	42.57	42.58	269404	4170	0.07	          0.37	42.11	
600585	海螺水泥	-1.69	1141533184	32.52	32.52	32.53	350130	79	-0.27	          0.88	32.20	
300017	网宿科技	0.73	1109211136	12.39	12.38	12.39	903300	17122	0.41	          5.63	12.17	
600340	华夏幸福	-1.64	1107409920	37.24	37.28	37.29	298893	94	-0.02	          1.01	36.95	
601668	中国建筑	-1.41	1093825024	9.11	9.12	9.13	1199102	356	-0.10	          0.40	9.15	
600487	亨通光电	2.17	1089585920	39.01	39.02	39.03	281621	35	0.28	          2.27	37.70	
600111	北方稀土	2.67	1071486976	13.09	13.08	13.09	826692	30	0.08	          2.28	12.60	
600031	三一重工	-2.82	1071390080	8.28	8.28	8.29	1298691	91	0.24	          1.70	8.42	
600028	中国石化	-2.29	1070287872	6.41	6.40	6.41	1672396	544	-0.30	          0.18	6.45	
600160	巨化股份	1.14	1068934848	12.44	12.44	12.45	861494	8	0.32	          4.21	12.14	
300113	顺网科技	-1.27	1062022656	23.30	23.30	23.32	450865	4624	0.30	          9.76	23.20	
300618	寒锐钴业	3.12	1056073088	289.72	289.72	289.75	36832	780	0.00	         12.28	278.55	
600392	盛和资源	6.45	1047420864	16.50	16.51	16.52	646934	66	0.24	          6.03	15.22	
600703	三安光电	0.75	1034966400	25.64	25.63	25.64	401823	8	0.16	          0.99	25.10	
600567	山鹰纸业	-0.19	1032297920	5.27	5.27	5.28	1937199	586	0.00	          4.24	5.24	
002926	华西证券	-1.49	1025535488	14.56	14.56	14.57	705043	7966	-0.13	         13.43	14.41	
300110	华仁药业	0.16	1019046784	6.42	6.42	6.43	1614944	20537	-0.15	         13.66	6.14	
600029	南方航空	-2.24	1008408640	11.81	11.81	11.82	856197	48	0.17	          1.22	11.80	
601939	建设银行	-1.31	1006162304	8.31	8.31	8.32	1213792	199	0.24	          1.27	8.30	
600093	易见股份	-3.10	1000278528	15.34	15.34	15.35	622592	58	0.13	         19.31	16.01	
002024	苏宁易购	0.16	1000177344	12.50	12.50	12.51	789171	5213	-0.15	          1.58	12.58	
300136	信维通信	-0.22	999105856	40.11	40.11	40.12	251797	1599	-0.19	          3.38	39.00	
600789	鲁抗医药	-6.91	996161216	11.45	11.45	11.46	854813	100	0.79	         14.70	12.10	
603156	养元饮品	-7.48	989392768	81.91	81.89	81.90	118816	6	0.02	         27.60	86.00	
002241	歌尔股份	2.03	984885696	15.56	15.56	15.57	635270	6521	0.13	          2.34	15.07	
000807	云铝股份	0.93	982920576	8.67	8.66	8.67	1144489	15328	0.23	          5.08	8.35	
002027	分众传媒	1.42	979218688	15.02	15.02	15.03	651087	3522	0.20	          1.12	14.62	
601699	潞安环能	-1.50	958388544	12.48	12.46	12.47	776067	17	0.08	          2.59	12.31	
002176	江特电机	5.94	946358400	11.94	11.94	11.95	804690	8450	0.00	          5.83	11.17	
002405	四维图新	1.78	936573696	22.25	22.24	22.25	417389	5006	-0.03	          4.07	21.87	
601989	中国重工	1.78	930831936	5.73	5.73	5.74	1640924	60	0.17	          0.89	5.58	
601688	华泰证券	-1.31	894642112	17.29	17.28	17.29	517246	133	0.00	          0.95	17.24	
601088	中国神华	-1.43	889075904	24.16	24.14	24.15	370275	11	-0.24	          0.22	24.19	
600690	青岛海尔	-1.16	870963520	19.56	19.56	19.57	444658	97	-0.19	          0.73	19.47	
300085	银之杰	4.52	868070720	16.19	16.19	16.20	538413	8773	0.43	         13.72	16.25	
600549	厦门钨业	3.17	864421248	25.03	25.03	25.04	347996	1	0.20	          3.22	23.98	
300251	光线传媒	-4.58	858235968	12.50	12.50	12.51	678848	11560	-0.23	          2.47	12.79	
600490	鹏欣资源	1.94	852755008	9.45	9.46	9.47	910104	8	-0.31	          6.12	9.01	
600050	中国联通	-0.47	839462144	6.42	6.42	6.43	1304569	931	0.31	          0.62	6.41	
600383	金地集团	2.73	839262720	12.80	12.81	12.82	661922	170	-0.30	          1.47	12.35	
002916	深南电路	-2.34	824774848	71.00	71.00	71.01	114572	2431	-0.16	         16.37	70.96	
002146	荣盛发展	0.55	814257408	10.96	10.95	10.96	748038	10113	-0.08	          1.92	10.68	
002635	安洁科技	-0.09	813522688	23.14	23.14	23.15	349631	4130	0.30	         10.97	22.91	
002129	中环股份	2.13	811439232	9.10	9.10	9.11	900676	11600	0.22	          3.41	8.83	
601155	新城控股	3.93	811383424	33.89	33.89	33.90	244643	40	0.44	          3.40	32.30	
600740	山西焦化	1.87	805263040	13.64	13.62	13.63	601758	6	0.29	          9.16	13.37	
601111	中国国航	-1.36	786688384	13.81	13.82	13.83	575805	96	0.58	          0.68	13.72	
601988	中国银行	-2.08	785233920	4.23	4.22	4.23	1851423	4	0.00	          0.09	4.27	
600352	浙江龙盛	-0.16	780391808	12.66	12.67	12.68	618124	67	0.08	          2.02	12.71	
601336	新华保险	-2.30	775477824	52.73	52.77	52.79	146851	7	-0.18	          0.70	53.30	
002001	新 和 成	0.11	771244928	37.73	37.73	37.75	205331	2953	-0.36	          1.91	38.12	
601328	交通银行	-1.22	768997440	6.50	6.49	6.50	1179972	11	-0.14	          0.30	6.54	
600596	新安股份	-0.28	763891776	14.24	14.20	14.22	528946	107	0.28	          7.79	14.14	
600362	江西铜业	-0.75	761427008	18.43	18.43	18.44	415611	12	0.11	          2.00	18.20	
000977	浪潮信息	0.11	760470080	18.72	18.72	18.73	405358	3925	-0.04	          3.16	18.35	
002456	欧菲科技	0.65	752734784	21.59	21.58	21.59	349531	3742	0.09	          1.32	21.08	
300487	蓝晓科技	-0.89	750735168	27.90	27.90	27.91	264134	5556	-0.67	         31.22	27.58	
000401	冀东水泥	0.58	748754304	13.84	13.83	13.84	537023	7045	-0.21	          3.99	13.46	
000503	海虹控股	2.72	747395648	35.90	35.89	35.90	210405	2777	-0.16	          2.34	34.65	
600282	南钢股份	1.07	746294784	5.65	5.64	5.65	1330328	355	0.00	          3.43	5.53	
300418	昆仑万维	0.87	745859200	24.46	24.45	24.46	303209	1715	-0.03	          5.18	23.90	
300133	华策影视	0.85	745452544	12.99	12.99	13.00	581938	6906	0.00	          4.77	12.84	
601838	成都银行	-2.55	745361408	12.60	12.60	12.61	592997	151	0.00	         16.42	12.75	
300182	捷成股份	7.37	731376256	10.20	10.20	10.21	729166	7357	-0.28	          5.24	9.38	
000055	方大集团	10.04	730300352	8.55	8.55	--  	870428	1602	0.00	         12.83	7.71	
000100	TCL 集团	0.81	701238976	3.75	3.74	3.75	1880031	16939	0.27	          1.60	3.67	
300170	汉得信息	0.21	700942784	14.50	14.49	14.50	481235	3559	0.90	          7.25	14.31	
600893	航发动力	-1.14	698419968	25.91	25.98	25.99	263318	179	0.19	          1.35	25.78	
300070	碧水源	2.67	697643200	16.56	16.56	16.57	419791	3637	0.06	          2.19	16.37	
002907	华森制药	-1.02	687384512	33.93	33.93	33.94	197171	3002	-0.14	         49.22	35.20	
601601	中国太保	-4.23	684442880	40.03	40.01	40.04	169354	63	0.00	          0.27	41.00	
300364	中文在线	1.58	683339392	11.57	11.57	11.58	587697	6934	1.22	         13.03	11.52	
002156	通富微电	1.50	682896832	11.50	11.50	11.51	586118	5978	-0.08	          6.03	11.50	
002475	立讯精密	-2.35	680521344	24.49	24.49	24.50	279285	1176	0.00	          0.88	24.64	
002673	西部证券	-6.11	676849088	9.98	9.98	9.99	682083	4940	0.00	          1.95	9.59	
601933	永辉超市	-1.83	675185472	10.20	10.20	10.21	659094	12	-0.09	          1.01	10.30	
002797	第一创业	0.94	669478272	8.63	8.62	8.63	780591	9369	0.12	          4.07	8.43	
300216	千山药机	6.05	651826880	10.70	10.70	10.71	655386	11272	0.00	         25.11	9.09	
600760	中航沈飞	-0.03	650600064	29.25	29.23	29.25	218163	36	-0.40	          6.32	28.91	
600016	民生银行	-1.16	648841664	8.49	8.48	8.49	761741	33	-0.11	          0.26	8.57	
000816	智慧农业	-6.00	639654976	3.92	3.92	3.93	1613199	43541	0.26	         12.07	4.00	
000488	晨鸣纸业	0.11	637005248	18.12	18.12	18.13	348750	1884	0.11	          3.15	18.13	
600584	长电科技	1.44	635798016	19.78	19.78	19.79	320341	21	0.05	          3.25	19.44	
300166	东方国信	-1.66	634589312	16.00	15.99	16.00	388795	2800	0.44	          4.82	15.92	
000960	锡业股份	4.10	628240192	15.22	15.22	15.23	418623	3882	-0.06	          3.46	14.61	
002016	世荣兆业	6.20	626517184	13.70	13.69	13.70	464474	6209	0.15	          7.19	12.83	
601766	中国中车	-1.32	626485760	10.45	10.45	10.46	598102	153	0.10	          0.26	10.52	
300236	上海新阳	1.20	625856000	31.10	31.10	31.11	199662	2463	-0.31	         11.26	30.90	
300058	蓝色光标	-3.31	619764224	7.30	7.30	7.31	844719	10601	-0.13	          5.02	7.35	
002174	游族网络	9.99	610610240	24.12	24.12	--  	257735	92	0.00	          4.47	22.15	
300226	上海钢联	0.51	605071296	63.03	63.03	63.06	97111	1032	-0.57	          6.44	61.49	
600188	兖州煤业	-1.25	603412544	15.74	15.72	15.73	387339	16	0.25	          1.31	15.74	
002110	三钢闽光	1.72	595844800	23.13	23.12	23.13	260635	4709	0.09	          2.63	22.40	
002202	金风科技	3.64	584126080	17.67	17.67	17.68	342090	5373	0.51	          1.22	16.60	
601012	隆基股份	-1.06	584076224	34.45	34.45	34.46	168146	22	0.00	          0.85	34.28	
600522	中天科技	1.04	582512640	12.65	12.64	12.65	462708	60	0.00	          1.69	12.30	
601888	中国国旅	-0.83	579505600	52.36	52.36	52.38	109980	27	-0.20	          0.56	51.55	
600172	黄河旋风	0.23	579347200	8.61	8.60	8.61	660574	22	0.47	          5.65	8.74	
600570	恒生电子	1.14	577088640	47.74	47.72	47.73	121427	19	0.08	          1.97	46.99	
002371	北方华创	2.84	573711488	33.68	33.67	33.68	168795	1442	0.48	          4.82	32.78	
600260	凯乐科技	6.53	567587200	32.13	32.11	32.12	177558	27	0.00	          3.29	30.21	
600581	八一钢铁	0.76	559714304	15.86	15.87	15.88	355077	108	0.32	          4.63	15.40	
000776	广发证券	-0.78	559607552	16.61	16.60	16.61	337397	2405	0.00	          0.57	16.59	
300355	蒙草生态	2.61	559581824	11.81	11.80	11.81	477365	8635	0.34	          4.12	11.40	
300107	建新股份	-0.94	559011904	9.50	9.49	9.50	580947	10081	0.42	         17.75	9.31	
601818	光大银行	-1.60	558470144	4.31	4.31	4.32	1295206	63	0.00	          0.33	4.34	
002359	北讯集团	-0.04	555871616	27.83	27.72	27.83	202727	1798	-0.13	          2.86	27.55	
601009	南京银行	0.11	554670848	9.05	9.06	9.07	614383	15	0.11	          0.76	8.99	
300124	汇川技术	1.71	553478976	31.53	31.53	31.54	174420	839	0.35	          1.42	30.80	
000792	盐湖股份	2.13	551333824	12.95	12.95	12.96	423976	4979	0.23	          1.54	12.58	
600782	新钢股份	1.42	547467072	7.83	7.83	7.84	708573	244	0.51	          2.54	7.69	
000568	泸州老窖	-2.80	541357248	58.41	58.40	58.41	92359	351	0.02	          0.66	58.86	
