代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
00700	腾讯控股	1.57	19913242624	426.600	426.800	47299724	2898400	-0.42	          0.50	  0.53	419.400	431.000	
02318	中国平安	-0.53	7797606400	83.950	84.000	94005104	3793000	0.12	          1.26	  1.01	84.600	84.600	
00939	建设银行	1.24	2750003712	8.180	8.190	341191712	21148000	0.37	          0.14	  0.94	8.090	8.190	
00388	香港交易所	1.32	2736815360	260.200	260.400	10601261	1018300	-0.15	          0.86	  0.82	255.000	260.800	
00386	中国石油化工股份	5.16	2275750400	6.920	6.930	337233824	24230000	0.73	          1.32	  2.13	6.820	6.930	
00005	汇丰控股	0.47	2051593600	74.950	75.000	27598664	1080800	0.07	          0.14	  1.14	74.050	75.000	
01398	工商银行	1.05	1791513984	6.710	6.720	269408832	25037000	0.15	          0.31	  1.09	6.650	6.720	
01299	友邦保险	2.42	1684848384	67.600	67.650	25218912	3004600	0.45	          0.21	  0.99	66.050	67.650	
03988	中国银行	0.24	1492883328	4.220	4.230	356325248	25012000	0.24	          0.43	  0.89	4.180	4.230	
00941	中国移动	-0.35	1376420736	70.500	70.550	19607446	2033500	0.14	          0.10	  1.25	70.150	70.550	
02628	中国人寿	-0.45	1228654976	22.000	22.050	56218856	3005000	0.23	          0.76	  1.18	22.150	22.200	
00175	吉利汽车	0.62	1227752704	24.250	24.300	51401992	3297000	0.21	          0.57	  0.63	23.950	24.300	
02382	舜宇光学科技	4.15	1192466048	157.900	158.000	7662239	431600	0.25	          0.70	  0.52	151.900	158.800	
01288	农业银行	-0.68	1148327040	4.390	4.400	261363568	15496000	0.00	          0.85	  1.43	4.440	4.450	
00027	银河娱乐	2.87	1091998464	71.650	71.700	15527352	914000	0.21	          0.36	  1.38	69.550	72.250	
02007	碧桂园	3.60	1038805696	16.100	16.120	65812352	1377000	0.00	          0.30	  0.65	15.500	16.180	
00883	中国海洋石油	2.09	1028068672	11.720	11.740	88649656	11761000	0.00	          0.20	  1.33	11.540	11.760	
01088	中国神华	-2.72	1006566720	19.700	19.720	51532720	1585500	-0.10	          1.52	  2.34	20.150	20.150	
00857	中国石油股份	1.49	991019840	5.450	5.460	183653536	7674000	0.00	          0.87	  1.25	5.440	5.470	
02269	药明生物	4.37	977368192	73.950	74.000	13407744	144000	-0.27	          1.15	  1.06	71.200	74.750	
02018	瑞声科技	-0.48	890098176	144.800	144.900	6167140	293500	0.07	          0.50	  0.78	146.000	147.400	
00688	中国海外发展	-1.99	857067968	27.050	27.100	31627086	1860000	0.00	          0.29	  1.69	27.550	27.700	
03968	招商银行	-0.31	850158208	32.300	32.350	26552520	1784000	0.47	          0.58	  1.31	32.400	32.800	
00006	电能实业	0.00	848601472	70.300	70.400	12005166	593500	-0.14	          0.56	  0.92	70.450	71.350	
02328	中国财险	-3.32	823385856	15.100	15.120	54651728	3880000	0.40	          1.19	  2.19	15.260	15.340	
