代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
00700	腾讯控股	1.57	19913242624	6.600	426.600	426.800	47299724	2898400	-0.42	          0.50	419.400	
300059	东方财富	8.07	2926084096	1.17	15.66	15.67	1953694	33373	0.45	          5.67	14.41	
002049	紫光国芯	9.76	2832725248	4.51	50.70	50.71	578973	8037	0.04	          9.61	46.15	
00939	建设银行	1.24	2750003712	0.100	8.180	8.190	341191712	21148000	0.37	          0.14	8.090	
00388	香港交易所	1.32	2736815360	3.400	260.200	260.400	10601261	1018300	-0.15	          0.86	255.000	
00386	中国石油化工股份	5.16	2275750400	0.340	6.920	6.930	337233824	24230000	0.73	          1.32	6.820	
600196	复星医药	4.19	1824637440	1.87	46.45	46.47	398486	11	0.17	          2.09	44.18	
603019	中科曙光	9.04	1817183616	4.19	50.64	50.65	373704	50	0.06	          5.81	46.96	
01398	工商银行	1.05	1791513984	0.070	6.710	6.720	269408832	25037000	0.15	          0.31	6.650	
600276	恒瑞医药	3.21	1771999616	2.72	87.33	87.34	204555	1	0.70	          0.73	84.61	
600588	用友网络	10.00	1759321856	3.32	36.53	--  	498277	16	0.00	          3.46	33.60	
603712	七一二	9.99	1729076608	2.92	32.14	--  	550040	29	0.00	         55.00	29.51	
000977	浪潮信息	10.01	1708892288	2.04	22.42	--  	793916	1397	0.00	          6.18	20.30	
01299	友邦保险	2.42	1684848384	1.600	67.600	67.650	25218912	3004600	0.45	          0.21	66.050	
02800	盈富基金	1.15	1630346496	0.350	--  	--  	53318096	650500	0.16	--  	30.500	
02828	恒生中国企业	0.57	1439573248	0.700	--  	--  	11834258	100400	0.16	--  	121.800	
002466	天齐锂业	6.21	1339254272	3.32	56.81	56.82	240269	2885	0.21	          2.12	53.13	
601069	西部黄金	1.48	1336460544	0.28	19.18	19.20	679114	264	-0.04	         10.68	19.38	
000768	中航飞机	5.53	1259872384	0.90	17.17	17.18	750735	8478	0.59	          2.71	16.67	
002415	海康威视	0.23	1244839680	0.10	42.89	42.90	295130	3447	0.09	          0.37	42.50	
603986	兆易创新	6.67	1205734656	11.82	188.72	189.00	64649	78	-0.15	          4.39	182.30	
02382	舜宇光学科技	4.15	1192466048	6.300	157.900	158.000	7662239	431600	0.25	          0.70	151.900	
600111	北方稀土	5.97	1126845312	0.72	12.78	12.79	891446	167	0.00	          2.45	11.85	
00027	银河娱乐	2.87	1091998464	2.000	71.650	71.700	15527352	914000	0.21	          0.36	69.550	
000636	风华高科	9.98	1062466496	1.26	13.88	--  	803773	4264	0.00	          9.18	12.35	
02007	碧桂园	3.60	1038805696	0.560	16.100	16.120	65812352	1377000	0.00	          0.30	15.500	
00883	中国海洋石油	2.09	1028068672	0.240	11.720	11.740	88649656	11761000	0.00	          0.20	11.540	
00857	中国石油股份	1.49	991019840	0.080	5.450	5.460	183653536	7674000	0.00	          0.87	5.440	
02269	药明生物	4.37	977368192	3.100	73.950	74.000	13407744	144000	-0.27	          1.15	71.200	
600354	敦煌种业	2.09	961393984	0.16	7.82	7.83	1177233	25	0.13	         26.29	8.24	
002929	润建通信	10.01	941538304	5.22	57.37	--  	171096	88	0.00	         31.00	51.08	
300666	江丰电子	10.00	941071872	6.09	67.00	--  	144127	303	0.00	         26.35	61.00	
002236	大华股份	3.69	937172480	0.93	26.14	26.15	366695	1781	0.00	          2.15	24.66	
600570	恒生电子	4.47	870891136	2.20	51.39	51.40	173399	11	0.02	          2.81	48.60	
600703	三安光电	1.12	860482048	0.28	25.19	25.20	346604	18	0.64	          0.85	24.40	
600343	航天动力	3.95	859633536	0.52	13.69	13.70	642316	108	-0.28	         10.06	13.32	
000820	神雾节能	10.02	855399296	1.48	16.25	--  	537609	58	0.00	         18.69	15.83	
00006	电能实业	0.00	848601472	0.000	70.300	70.400	12005166	593500	-0.14	          0.56	70.450	
002265	西仪股份	5.49	847193152	0.93	17.88	17.89	493939	9814	1.88	         16.29	16.50	
300168	万达信息	7.69	838951424	1.28	17.93	17.94	488582	8649	0.17	          4.77	16.62	
300253	卫宁健康	10.01	820794432	0.98	10.77	--  	792169	2041	0.00	          6.63	9.68	
01093	石药集团	3.81	814335040	0.800	21.800	21.850	38045780	1714000	0.23	          0.61	21.000	
600095	哈高科	3.32	802662976	0.23	7.15	7.16	1074867	41	-0.68	         29.75	7.61	
00914	海螺水泥	2.40	799002304	1.000	42.550	42.600	19150102	1031000	-0.47	          1.47	42.350	
603970	中农立华	8.44	785353280	2.43	31.25	31.29	249685	4	0.51	         74.91	31.68	
300003	乐普医疗	4.02	771483648	1.29	33.35	33.36	234471	2128	0.15	          1.66	31.97	
600760	中航沈飞	7.43	763194432	2.22	32.12	32.13	243272	4	-0.45	          7.05	30.10	
002371	北方华创	10.01	754257152	3.48	38.23	--  	199994	24	0.00	          5.57	34.75	
300170	汉得信息	8.93	739846528	1.29	15.74	15.75	487424	6423	-0.31	          7.34	14.45	
002223	鱼跃医疗	5.41	728736960	1.19	23.20	23.21	319306	5631	0.17	          3.73	21.64	
600038	中直股份	6.01	719994688	2.58	45.50	45.51	160679	3	-0.10	          2.73	42.99	
600535	天士力	6.12	701560128	2.52	43.68	43.69	162365	3	0.21	          1.57	41.06	
300188	美亚柏科	10.01	698762560	2.44	26.81	--  	266921	1348	0.07	          8.70	24.00	
600435	北方导航	10.04	697645504	0.98	10.74	--  	662038	246	0.00	          4.45	9.77	
600270	外运发展	6.19	695198272	1.07	18.34	18.35	373455	26	0.22	          4.12	19.01	
00268	金蝶国际	11.05	688679296	0.820	8.210	8.240	87312824	1144000	0.49	          3.00	7.450	
300719	安达维尔	9.99	686839232	2.67	29.41	--  	239310	71	0.00	         56.98	28.00	
00966	中国太平	1.49	680065088	0.400	27.300	27.350	25154442	321600	0.18	          0.70	26.500	
300316	晶盛机电	7.44	678025344	1.49	21.51	21.52	322416	3772	-0.18	          3.50	19.90	
600436	片仔癀	2.85	674636032	2.39	86.37	86.38	79568	6	0.00	          1.32	83.00	
300226	上海钢联	6.41	661529600	4.25	70.59	70.60	97476	1707	-0.36	          6.47	66.00	
603363	傲农生物	0.73	661315136	0.14	19.39	19.40	331941	54	0.83	         55.32	20.98	
002008	大族激光	3.06	644982144	1.60	53.84	53.85	121702	1192	0.28	          1.23	51.30	
02601	中国太保	0.00	636161792	0.000	37.050	37.100	17327360	1341400	0.00	          0.62	37.650	
300166	东方国信	5.94	623803520	0.91	16.22	16.23	392497	2454	-0.05	          4.87	15.23	
300474	景嘉微	9.99	622124928	5.32	58.55	--  	108777	44	0.00	         16.24	53.20	
300699	光威复材	8.37	612502464	4.42	57.23	57.24	110177	1489	0.56	         11.98	54.00	
300377	赢时胜	9.29	603564608	1.34	15.75	15.76	402482	6450	0.25	          7.90	14.20	
