代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
601318	中国平安	-2.87	9441425408	-2.02	68.24	68.26	1380985	6	0.10	          1.27	69.20	
02318	中国平安	-0.53	7797606400	-0.450	83.950	84.000	94005104	3793000	0.12	          1.26	84.600	
600036	招商银行	-3.96	2654133504	-1.20	29.10	29.11	905780	14	0.17	          0.44	30.26	
601288	农业银行	-3.29	2438461184	-0.13	3.81	3.82	6338633	759	0.00	          0.22	3.93	
601398	工商银行	-4.44	2431016448	-0.28	6.02	6.03	4007329	9	0.17	          0.15	6.23	
600340	华夏幸福	-6.84	1752114176	-2.33	31.71	31.72	548309	25	0.35	          1.86	33.50	
600028	中国石化	-2.78	1729110016	-0.19	6.63	6.64	2605361	315	0.00	          0.27	6.80	
000001	平安银行	-3.62	1519435008	-0.41	10.93	10.94	1383599	13065	0.00	          0.82	11.15	
601601	中国太保	-6.04	1504041344	-2.37	36.89	36.95	404769	2	0.11	          0.64	38.89	
601939	建设银行	-3.61	1444986752	-0.28	7.47	7.48	1928108	10	0.00	          2.01	7.72	
00941	中国移动	-0.35	1376420736	-0.250	70.500	70.550	19607446	2033500	0.14	          0.10	70.150	
601166	兴业银行	-2.15	1346790912	-0.37	16.86	16.87	796405	13	-0.11	          0.42	17.10	
600104	上汽集团	-4.11	1330803072	-1.46	34.12	34.13	389603	2	0.06	          0.34	35.19	
600598	北大荒	-6.23	1271080704	-0.75	11.30	11.31	1116949	20	-0.08	          6.28	12.04	
600019	宝钢股份	-4.03	1195553024	-0.35	8.32	8.33	1440480	948	0.00	          0.65	8.50	
600150	中国船舶	-4.78	1186184832	-0.86	17.12	17.13	702207	47	0.06	          5.10	16.50	
002202	金风科技	-6.34	1054014656	-1.21	17.87	17.88	584923	3999	-0.38	          2.09	18.45	
01088	中国神华	-2.72	1006566720	-0.550	19.700	19.720	51532720	1585500	-0.10	          1.52	20.150	
601088	中国神华	-5.05	918496192	-1.12	21.07	21.08	433047	67	-0.23	          0.26	21.18	
02018	瑞声科技	-0.48	890098176	-0.700	144.800	144.900	6167140	293500	0.07	          0.50	146.000	
601988	中国银行	-3.16	887028608	-0.13	3.98	3.99	2212065	35	0.25	          0.10	4.08	
300136	信维通信	-1.02	880911040	-0.36	34.93	34.94	262168	3967	0.09	          3.52	33.94	
00688	中国海外发展	-1.99	857067968	-0.550	27.050	27.100	31627086	1860000	0.00	          0.29	27.550	
03968	招商银行	-0.31	850158208	-0.100	32.300	32.350	26552520	1784000	0.47	          0.58	32.400	
02328	中国财险	-3.32	823385856	-0.520	15.100	15.120	54651728	3880000	0.40	          1.19	15.260	
601888	中国国旅	-4.14	820627072	-2.36	54.68	54.69	148695	3	0.31	          0.76	56.40	
000555	神州信息	-1.19	820236800	-0.20	16.58	16.59	512903	16388	-0.05	          5.60	16.06	
002742	三圣股份	-10.02	790956992	-2.00	--  	17.97	439842	8378	0.00	         16.49	18.38	
601360	三六零	-1.66	779212800	-0.69	40.96	40.98	195209	45	-0.28	          4.91	40.00	
02822	南方Ａ５０	-0.77	760552896	-0.120	--  	--  	49240064	1278600	0.00	--  	15.560	
002264	新 华 都	-3.08	744706112	-0.35	10.99	11.00	701064	9615	0.00	         12.18	10.46	
600050	中国联通	-0.71	727917888	-0.04	5.63	5.64	1305749	599	0.00	          0.68	5.63	
02823	安硕Ａ５０	-0.79	678106496	-0.120	--  	--  	44968392	613200	0.00	--  	15.180	
600016	民生银行	-0.25	674645888	-0.02	7.96	7.98	850411	25	-0.12	          0.29	7.96	
601116	三江购物	-4.40	674344064	-1.04	22.61	22.62	304403	52	-0.08	          7.57	22.01	
002716	金贵银业	-1.25	603205760	-0.25	19.72	19.73	305510	2397	0.05	          9.81	19.98	
02333	长城汽车	-3.66	595812800	-0.310	8.160	8.170	73386800	2336000	0.37	          2.37	8.300	
600741	华域汽车	-2.27	594753152	-0.60	25.73	25.79	235771	13	0.55	          0.82	26.10	
600187	国中水务	-5.90	587294336	-0.31	4.95	4.96	1216120	5	0.41	          8.35	4.80	
601009	南京银行	-2.33	572572672	-0.19	7.94	7.95	721911	10	0.00	          0.89	8.06	
002142	宁波银行	-3.35	557390464	-0.65	18.77	18.78	298952	902	-0.10	          0.66	19.08	
601328	交通银行	-1.90	533390496	-0.12	6.20	6.21	857912	20	0.00	          0.22	6.27	
601998	中信银行	-4.76	524884576	-0.32	6.40	6.41	816803	123	0.47	          0.26	6.65	
002517	恺英网络	-2.60	523666880	-0.45	16.89	16.90	317342	3460	0.00	          5.44	16.75	
601818	光大银行	-2.63	495156000	-0.11	4.08	4.09	1209876	3975	-0.23	          0.30	4.14	
601233	桐昆股份	-0.36	492660832	-0.08	21.94	21.95	229716	137	0.55	          1.91	21.52	
002271	东方雨虹	-1.51	476326848	-0.63	41.14	41.15	117083	361	0.10	          2.05	41.35	
002304	洋河股份	-2.00	474716352	-2.14	105.11	105.20	44984	323	0.68	          0.36	107.25	
600634	富控互动	-5.96	474343680	-0.61	9.63	9.64	497044	69	-0.20	          8.63	9.63	
002635	安洁科技	-5.08	472752480	-1.08	20.16	20.17	239784	2286	-0.19	          7.52	19.61	
300498	温氏股份	-3.85	469960032	-0.83	20.71	20.72	228972	2478	-0.52	          0.65	21.49	
002694	顾地科技	-2.25	463955040	-0.25	10.87	10.88	441346	6087	-0.08	          8.92	10.44	
601857	中国石油	-1.02	449288352	-0.08	7.75	7.76	581094	43	0.00	          0.04	7.83	
600000	浦发银行	-0.85	422233472	-0.10	11.61	11.62	364251	100	-0.16	          0.13	11.71	
002048	宁波华翔	-6.33	420103008	-1.08	15.98	15.99	264614	3101	0.06	          5.75	16.72	
600507	方大特钢	-0.27	419913728	-0.04	14.73	14.74	291391	225	0.27	          2.20	14.43	
000816	智慧农业	-6.07	415861216	-0.23	3.56	3.57	1190136	12295	-0.27	          8.91	3.66	
601952	苏垦农发	-6.10	411560288	-0.78	12.01	12.02	346946	56	0.42	         13.34	12.81	
02238	广汽集团	-1.75	405538432	-0.280	15.680	15.700	25948226	722000	0.26	          1.17	15.820	
600383	金地集团	-2.58	397889312	-0.31	11.69	11.70	341828	37	0.26	          0.76	11.86	
600782	新钢股份	-1.44	394201536	-0.08	5.46	5.47	738457	80	0.18	          2.65	5.42	
000807	云铝股份	-0.13	392426624	-0.01	7.51	7.52	530935	7831	0.13	          2.36	7.30	
00998	中信银行	-0.74	382568224	-0.040	5.340	5.350	71976080	1780000	0.38	          0.48	5.390	
600689	上海三毛	-2.93	382239360	-0.40	13.28	13.29	295732	4	0.08	         19.43	12.60	
00762	中国联通	-0.53	379132480	-0.050	9.320	9.330	40800304	2136000	0.22	          0.13	9.290	
600581	八一钢铁	-2.06	376277120	-0.26	12.39	12.40	308797	23	0.73	          4.03	12.20	
300064	豫金刚石	-1.40	369367584	-0.12	8.37	8.44	453102	21000	2.06	          7.48	7.89	
600838	上海九百	-4.63	361947008	-0.48	9.85	9.87	380836	50	-0.19	          9.50	9.52	
02208	金风科技	-4.51	353546528	-0.640	13.520	13.540	26163660	122800	0.15	          4.02	14.320	
000932	华菱钢铁	-1.27	352931648	-0.09	7.00	7.01	513308	5938	0.14	          1.70	6.77	
600698	湖南天雁	-0.84	336076672	-0.06	7.09	7.10	489134	32	0.28	          6.64	6.86	
002714	牧原股份	-0.04	331307584	-0.02	46.97	47.00	72052	500	-0.05	          1.20	47.10	
600740	山西焦化	-2.17	330376320	-0.23	10.39	10.40	323201	48	-0.18	          4.92	10.18	
300148	天舟文化	-7.70	329577312	-0.54	6.46	6.47	516895	9332	-0.76	          6.78	6.31	
600208	新湖中宝	-3.24	328089216	-0.15	4.48	4.49	727640	1022	-0.43	          0.85	4.58	
01813	合景泰富	-4.97	315969184	-0.580	11.060	11.080	29350488	286000	0.36	          0.93	10.820	
600800	天津磁卡	-4.78	314896832	-0.31	6.16	6.18	517133	102	0.49	          8.46	6.40	
600662	强生控股	-6.36	312437632	-0.40	5.88	5.89	541117	61	0.68	          5.14	5.79	
600282	南钢股份	-2.12	308434848	-0.09	4.16	4.17	751431	10	0.00	          1.94	4.05	
601628	中国人寿	-2.47	305747328	-0.66	26.04	26.05	117259	27	0.04	          0.06	26.41	
000876	新 希 望	-2.80	295200960	-0.21	7.28	7.29	409544	2139	0.00	          0.98	7.40	
02388	中银香港	-0.38	294198208	-0.150	38.850	38.950	7593933	884000	-0.13	          0.07	39.000	
002477	雏鹰农牧	-4.36	292269888	-0.17	3.73	3.74	785917	4607	0.00	          4.21	3.95	
00425	敏实集团	-0.27	279410976	-0.100	36.450	36.500	7633700	360000	-0.14	          0.67	36.300	
603156	养元饮品	-1.78	275253440	-1.25	68.91	68.92	40555	4	-0.03	          9.42	68.60	
000671	阳 光 城	-1.10	274794752	-0.08	7.20	7.21	382026	4091	0.00	          1.18	7.21	
601828	美凯龙	-0.39	271628960	-0.06	15.41	15.43	180561	23	0.52	          5.73	15.05	
002367	康力电梯	-0.32	270261184	-0.03	9.27	9.28	296659	3805	0.11	          5.71	8.99	
01055	中国南方航空股份	-1.58	269271040	-0.140	8.680	8.730	30752820	774000	0.58	          1.00	8.770	
601169	北京银行	-0.73	262851696	-0.05	6.82	6.83	386641	5	0.00	          0.21	6.86	
000717	韶钢松山	-2.79	262753888	-0.17	5.91	5.92	452581	3068	0.17	          1.87	5.70	
600125	铁龙物流	-0.69	261790208	-0.06	8.62	8.63	311160	108	0.23	          2.38	8.41	
600108	亚盛集团	-5.78	257123616	-0.23	3.75	3.76	694592	146	0.00	          3.57	3.90	
002385	大北农	-4.73	251234624	-0.29	5.84	5.85	432870	2063	0.00	          1.91	6.15	
300134	大富科技	-3.90	249840416	-0.53	13.06	13.07	196486	3247	-0.98	          2.76	12.60	
000983	西山煤电	-1.18	246601952	-0.09	7.56	7.57	328411	4326	0.40	          1.04	7.54	
000400	许继电气	-5.05	243459472	-0.61	11.47	11.48	216494	3201	0.26	          2.15	11.45	
600801	华新水泥	-0.50	243029792	-0.07	13.96	13.97	177405	7	-0.13	          1.82	13.60	
600025	华能水电	-0.53	241150480	-0.02	3.74	3.75	659813	22	0.00	          3.67	3.68	
000581	威孚高科	-0.18	236135168	-0.04	22.18	22.19	107781	746	0.18	          1.29	22.00	
300267	尔康制药	-1.66	234636400	-0.12	7.12	7.13	339117	2397	0.14	          2.92	7.15	
300628	亿联网络	-0.27	230679760	-0.32	119.55	119.56	19817	198	-0.18	          5.31	116.05	
300232	洲明科技	-1.18	229750224	-0.18	15.01	15.02	153472	1664	0.13	          4.12	15.01	
300609	汇纳科技	-0.22	228255328	-0.08	36.50	36.51	66709	849	-1.07	         12.61	33.00	
600207	安彩高科	-0.11	222502160	-0.01	8.69	8.70	262027	23	-0.33	          3.80	8.45	
600808	马钢股份	-0.86	222277632	-0.03	3.46	3.47	651600	33	0.00	          1.09	3.45	
002606	大连电瓷	-2.24	222133920	-0.18	7.85	7.86	290543	7779	-0.87	          7.23	7.70	
300686	智动力	-0.21	220177200	-0.05	24.09	24.10	96709	1104	-0.40	         30.90	21.74	
600569	安阳钢铁	-1.78	218634432	-0.07	3.86	3.87	583476	209	0.00	          2.44	3.72	
