代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
00700	腾讯控股	2.03	7737290752	442.800	443.000	17506388	1381700	0.27	          0.18	  0.72	440.000	444.000	
02318	中国平安	2.75	3944567040	83.950	84.000	46933816	1641500	-0.06	          0.63	  1.11	83.000	85.100	
00939	建设银行	1.00	2460276992	8.100	8.110	303070304	12131000	0.00	          0.13	  0.54	8.200	8.200	
00388	香港交易所	1.80	2043716992	282.800	283.000	7234540	371500	0.00	          0.58	  0.79	281.400	284.000	
01398	工商银行	0.15	1670406528	6.810	6.820	244813216	14781000	-0.15	          0.28	  0.71	6.930	6.930	
01548	金斯瑞生物科技	16.57	1667251712	28.800	28.850	60260400	222000	0.17	          3.47	  4.05	25.000	29.600	
00005	汇丰控股	0.46	1248919296	76.300	76.400	16339656	1794400	-0.13	          0.08	  0.57	76.200	76.700	
01299	友邦保险	3.03	1228883456	64.650	64.700	19125724	2094400	0.31	          0.16	  0.75	63.900	64.900	
01928	金沙中国有限公司	5.65	1109506048	44.800	44.900	25052374	2462800	0.45	          0.31	  1.76	43.050	44.900	
00941	中国移动	1.77	1065369088	71.650	71.750	14891898	1861000	0.14	          0.07	  0.47	71.200	71.900	
00027	银河娱乐	3.64	1048366464	68.350	68.400	15377383	1585000	0.07	          0.36	  1.64	66.750	69.000	
03988	中国银行	0.71	952811968	4.220	4.230	225233248	19553000	0.24	          0.27	  0.51	4.250	4.260	
02628	中国人寿	0.88	909933824	22.950	23.000	39534628	2574000	0.00	          0.53	  0.76	23.050	23.200	
00902	华能国际电力股份	6.92	794242432	5.250	5.260	152626384	4020000	-0.19	          3.25	  3.43	4.890	5.300	
03968	招商银行	0.88	793340544	34.200	34.250	23163860	1329000	0.00	          0.50	  0.75	34.400	34.550	
01093	石药集团	5.19	760510080	18.660	18.680	40889040	1594000	-1.27	          0.65	  1.80	18.100	18.960	
00386	中国石油化工股份	3.56	750855808	6.400	6.410	117968968	13456000	-0.47	          0.46	  0.88	6.260	6.440	
02269	药明生物	5.09	680666560	65.050	65.350	10316425	84500	-0.46	          0.89	  2.62	62.800	68.400	
02007	碧桂园	3.55	648675584	14.560	14.580	44845064	1082000	0.14	          0.21	  1.13	14.200	14.720	
00883	中国海洋石油	0.36	622759616	11.040	11.060	56519752	4863000	-0.18	          0.13	  0.61	11.080	11.080	
00175	吉利汽车	1.02	596415296	24.650	24.700	24082024	1188000	-0.20	          0.27	  0.65	24.950	24.950	
02382	舜宇光学科技	1.06	591820096	133.600	133.800	4446158	184100	0.07	          0.41	  0.65	133.300	134.000	
01128	永利澳门	6.63	569848512	28.100	28.150	20382900	760000	0.36	          0.39	  2.72	27.000	28.700	
02601	中国太保	1.72	558369664	38.350	38.400	14434100	1891200	-0.52	          0.52	  0.99	38.000	39.250	
01918	融创中国	4.15	534657664	30.100	30.150	18004654	301000	0.33	          0.41	  0.64	29.550	30.350	
01288	农业银行	-0.23	515724544	4.280	4.290	119801000	6265000	-0.23	          0.39	  0.57	4.350	4.350	
02899	紫金矿业	8.71	501261120	3.860	3.870	131825000	2240000	-0.26	          2.30	  2.67	3.610	3.910	
00857	中国石油股份	1.71	484494880	5.360	5.370	90428904	7494000	-0.19	          0.43	  0.61	5.290	5.400	
00004	九龙仓集团	0.65	456048512	30.950	31.000	14844591	3560000	-0.48	          0.49	  0.75	31.000	31.200	
03993	洛阳钼业	-2.10	440400768	6.050	6.060	72282104	798000	-0.33	          1.84	  1.03	6.270	6.270	
01177	中国生物制药	6.12	430554688	15.240	15.260	28702400	544000	-0.26	          0.34	  1.79	14.480	15.420	
01088	中国神华	1.44	426294496	21.100	21.150	20162056	761000	0.24	          0.59	  0.86	21.000	21.350	
