代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
00700	腾讯控股	3.20	10862231552	438.600	439.000	24812524	1356100	-0.63	          0.26	  0.94	435.000	
00939	建设银行	3.08	3798430464	8.020	8.030	477478976	26472000	-0.25	          0.20	  0.84	7.930	
02318	中国平安	3.60	3569217280	83.500	83.550	43174688	2707500	-0.12	          0.58	  0.89	82.200	
01398	工商银行	3.67	2542603008	6.780	6.790	379121888	32055000	-0.15	          0.44	  1.11	6.720	
00388	香港交易所	2.09	2118351360	283.000	283.000	7498437	426100	0.07	          0.60	  0.69	282.400	
00941	中国移动	0.57	1864185472	70.700	70.700	26353984	1853000	0.00	          0.13	  0.86	71.150	
00005	汇丰控股	0.86	1766167808	76.600	76.600	23078928	1770800	0.00	          0.11	  0.73	76.600	
03988	中国银行	2.66	1620184448	4.250	4.260	383804352	31365000	-0.23	          0.46	  0.78	4.210	
01299	友邦保险	3.20	1499174016	64.550	64.600	23416388	3598600	0.31	          0.19	  0.76	63.100	
02628	中国人寿	2.21	1269202432	23.150	23.200	54806092	5320000	-0.22	          0.74	  1.20	23.200	
00386	中国石油化工股份	1.96	1162529664	6.250	6.250	185948912	14702000	-0.32	          0.73	  1.50	6.210	
00883	中国海洋石油	4.07	1097621760	11.260	11.280	97539632	8953000	-0.18	          0.22	  1.14	11.120	
01336	新华保险	5.40	1042324608	45.850	45.850	23338536	360700	0.00	          2.26	  2.24	44.400	
03968	招商银行	3.42	990201344	33.250	33.350	30002856	2690000	-0.60	          0.65	  1.07	32.900	
01288	农业银行	3.08	940315456	4.350	4.350	220247072	14067000	0.46	          0.72	  1.00	4.300	
01211	比亚迪股份	5.74	873683648	75.500	75.500	11711403	444500	0.00	          1.28	  1.76	73.000	
00857	中国石油股份	2.67	837125888	5.380	5.390	155362160	12292000	-0.55	          0.74	  1.06	5.380	
02007	碧桂园	3.77	800880192	14.300	14.300	56848972	3046000	0.14	          0.26	  1.20	14.160	
01918	融创中国	5.54	787699648	29.550	29.550	27273560	625000	0.51	          0.62	  0.95	29.250	
02018	瑞声科技	2.89	771736128	153.000	153.100	5038858	248500	-0.20	          0.41	  0.97	154.000	
00175	吉利汽车	0.82	737866112	24.450	24.500	29971072	1624000	-0.41	          0.33	  0.57	24.900	
02601	中国太保	2.14	714353600	38.150	38.200	18796488	1878000	-0.65	          0.68	  1.42	38.000	
00981	中芯国际	4.22	702564992	10.860	10.900	64343432	1328500	-0.37	          1.31	  2.20	10.700	
01928	金沙中国有限公司	2.74	688819584	43.050	43.050	16054713	893200	-0.35	          0.20	  1.14	42.200	
02357	中航科工	13.45	650298112	5.060	5.070	131792984	2224000	-0.20	          5.59	  6.33	4.500	
00762	中国联通	1.82	632594496	9.530	9.540	66332340	3176000	-0.21	          0.22	  1.31	9.510	
02382	舜宇光学科技	1.54	617717248	131.900	132.000	4697357	194300	-0.30	          0.43	  0.62	133.800	
01171	兖州煤业股份	3.89	544485504	11.220	11.220	49573580	588000	-0.18	          2.54	  1.45	11.080	
00027	银河娱乐	2.73	533347424	67.650	67.650	7926317	1329000	0.07	          0.18	  0.67	67.700	
00763	中兴通讯	6.16	520774048	28.450	28.500	18466544	633800	0.00	          2.44	  1.88	27.250	
06030	中信证券	4.15	519890080	18.060	18.060	29051244	992500	-0.44	          1.28	  1.33	17.760	
00998	中信银行	3.47	503172480	5.670	5.670	90420824	8633000	0.53	          0.61	  0.81	5.590	
00914	海螺水泥	1.39	492863808	40.150	40.200	12340078	614500	-0.37	          0.95	  1.14	40.150	
02388	中银香港	0.52	489032736	38.850	38.950	12548592	1548000	-0.38	          0.12	  1.22	39.300	
00688	中国海外发展	0.00	445265440	27.600	27.600	16136940	1150000	-0.18	          0.15	  0.94	28.150	
00001	长和	0.84	440279328	96.000	96.000	4575359	599500	0.05	          0.12	  0.97	96.150	
03333	中国恒大	3.42	438290464	22.650	22.650	19666210	407000	0.00	          0.15	  1.11	22.600	
01109	华润置地	1.83	421187936	27.800	27.850	15287197	562000	-0.18	          0.22	  0.70	28.100	
06808	高鑫零售	-8.02	420966944	8.940	8.940	46263820	1090000	-0.11	          0.48	  2.60	9.790	
03993	洛阳钼业	2.57	411292768	6.390	6.390	65021848	810000	0.47	          1.65	  0.66	6.400	
01088	中国神华	1.64	401558592	21.700	21.750	18547918	1089500	-0.23	          0.55	  0.71	21.650	
00016	新鸿基地产	0.31	379922592	127.700	127.700	2974368	504000	0.31	          0.10	  0.71	128.900	
01548	金斯瑞生物科技	3.73	369678880	25.000	25.000	14867194	24000	-0.40	          0.85	  0.93	24.800	
02319	蒙牛乳业	4.24	364712384	25.800	25.850	14176149	440000	-0.19	          0.36	  1.36	25.050	
00189	东岳集团	9.31	362675104	7.870	7.880	46981000	146000	0.00	          2.22	  1.82	7.500	
00288	万洲国际	-0.22	362517888	9.250	9.290	38890172	5943000	-0.32	          0.27	  0.82	9.290	
01113	长实集团	0.98	348676512	66.800	66.900	5216373	791500	0.00	          0.14	  0.75	67.650	
00011	恒生银行	-0.49	335591136	184.100	184.900	1812736	276500	-0.43	          0.09	  1.10	188.300	
00966	中国太平	5.22	310068448	29.250	29.300	10686663	602400	-0.85	          0.30	  1.15	28.600	
01093	石药集团	1.51	309313760	17.500	17.520	17673690	1624000	-0.57	          0.28	  0.73	17.440	
02689	玖龙纸业	1.20	301764256	13.440	13.440	22443568	408000	0.15	          0.48	  0.52	13.600	
02333	长城汽车	-0.33	295525280	9.000	9.010	32775000	1495500	-0.22	          1.06	  1.06	9.160	
02328	中国财险	1.56	294119072	15.620	15.660	18889760	2270000	-0.38	          0.41	  0.84	15.600	
02202	万科企业	1.15	290991456	35.100	35.200	8367940	262100	-0.43	          0.64	  1.21	35.000	
02238	广汽集团	3.79	261863392	17.520	17.520	15076232	770000	0.00	          0.68	  0.63	17.140	
00868	信义玻璃	4.44	260053328	12.700	12.700	20868372	1028000	-0.94	          0.52	  0.99	12.380	
02600	中国铝业	4.19	252454640	4.720	4.720	53820660	2434000	-0.42	          1.36	  1.34	4.600	
00004	九龙仓集团	2.97	250980624	29.450	29.500	8507447	759000	-0.17	          0.28	  0.53	29.200	
01177	中国生物制药	1.57	249127040	14.220	14.280	17580530	471000	-0.42	          0.21	  0.97	14.300	
03888	金山软件	2.43	245956768	27.450	27.450	9008166	303000	0.18	          0.66	  0.77	27.200	
01958	北京汽车	5.58	244623168	10.980	10.980	22309500	590000	-0.18	          1.06	  0.92	10.540	
01988	民生银行	1.38	236739392	8.090	8.100	29319060	2298000	-0.49	          0.42	  0.67	8.100	
03323	中国建材	2.94	232635728	7.360	7.360	31685416	1858000	0.00	          1.10	  0.80	7.320	
00006	电能实业	1.57	232403968	67.750	67.750	3448765	825500	0.37	          0.16	  0.85	67.400	
02269	药明生物	0.43	231939008	58.750	58.950	3963969	64000	-0.34	          0.34	  1.52	60.000	
00582	蓝鼎国际	1.49	227127872	0.340	0.340	668874304	11760000	0.00	          0.45	  1.10	0.340	
01044	恒安国际	1.21	226177360	75.500	75.500	3011534	352000	0.33	          0.25	  1.02	76.050	
03328	交通银行	2.27	220654496	6.300	6.300	35275476	3421000	0.00	          0.10	  0.77	6.230	
00728	中国电信	1.49	215981984	3.400	3.400	63533880	7838000	0.00	          0.46	  1.12	3.360	
01378	中国宏桥	6.90	208832864	9.910	9.940	21299000	195000	-0.60	          0.24	  3.82	9.390	
02020	安踏体育	0.52	204977072	38.900	38.950	5285520	313000	-0.26	          0.20	  0.97	39.250	
00817	中国金茂	1.74	199180624	4.680	4.680	43333616	770000	-0.21	          0.37	  1.06	4.700	
01030	新城发展控股	5.75	197732688	6.620	6.630	30304000	222000	-0.15	          0.51	  1.39	6.380	
00285	比亚迪电子	1.52	196117520	17.340	17.340	11355462	117000	0.12	          0.50	  1.29	17.440	
06881	中国银河	3.51	195724304	5.610	5.620	34936000	1297500	-0.36	          0.95	  1.59	5.460	
00902	华能国际电力股份	-0.40	189329392	4.960	4.960	38212780	2356000	-0.40	          0.81	  0.81	5.030	
00268	金蝶国际	3.67	188927824	5.650	5.670	33929576	198000	-0.18	          1.17	  0.90	5.580	
02331	李宁	4.43	188410640	7.310	7.320	25883422	420000	-0.27	          1.19	  2.24	7.050	
00323	马鞍山钢铁股份	2.86	185993552	3.960	3.970	47876612	708000	0.00	          2.76	  1.69	3.920	
01800	中国交通建设	1.29	185324928	8.620	8.620	21501040	1338000	0.00	          0.49	  1.12	8.660	
