代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
601318	中国平安	3.73	8873521152	    15.01	       7863.43亿	          1.14	保险	452	0.04	72.62	70.21	72.80	70.18	69.98	2.61	72.59	  1.10	1236163	深圳	
000725	京东方Ａ	-1.04	4627432448	    23.09	       1993.95亿	          2.39	元器件	74299	-0.16	5.74	5.83	5.85	5.66	5.79	-0.06	5.73	  1.16	8084036	北京	
601899	紫金矿业	0.44	4168940544	    35.96	        797.27亿	          5.73	黄金	237	0.00	4.62	4.66	4.78	4.48	4.59	0.02	4.61	  2.12	9049692	福建	
600519	贵州茅台	0.91	3482407680	    33.18	       8841.75亿	          0.39	白酒	10	-0.25	704.73	700.00	710.16	689.89	697.49	6.36	703.85	  0.81	49612	贵州	
601398	工商银行	-0.32	3356778496	     7.25	      16662.03亿	          0.20	银行	37	0.16	6.19	6.19	6.39	6.11	6.20	-0.02	6.18	  2.45	5374662	北京	
600585	海螺水泥	8.97	3276282880	    12.95	       1278.30亿	          2.66	水泥	228	-0.11	31.97	29.80	32.10	29.53	29.33	2.63	31.96	  2.90	1064146	安徽	
601766	中国中车	5.28	3262978816	    40.30	       3101.79亿	          1.13	运输设备	142	0.00	12.76	12.37	12.85	12.33	12.11	0.64	12.75	  1.38	2580837	北京	
000063	中兴通讯	-1.73	3195105280	    28.76	       1227.15亿	          2.62	通信设备	13318	0.03	35.74	36.48	36.60	34.78	36.36	-0.63	35.73	  1.10	899607	深圳	
600516	方大炭素	3.29	3118019072	    19.82	        533.60亿	          6.20	矿物制品	356	0.40	29.87	29.25	29.90	28.28	28.88	0.95	29.83	  0.81	1065731	甘肃	
600383	金地集团	9.42	3095515904	    20.62	        623.92亿	          4.95	全国地产	35	0.58	13.85	12.86	13.89	12.86	12.63	1.19	13.82	  5.40	2236182	深圳	
601288	农业银行	0.52	3073323520	     5.86	      11321.13亿	          0.27	银行	1617	0.26	3.85	3.84	3.94	3.77	3.83	0.02	3.85	  2.82	7985191	北京	
000001	平安银行	3.01	2856543744	     9.21	       2352.35亿	          1.23	银行	14139	0.00	13.70	13.35	13.93	13.32	13.30	0.40	13.70	  1.57	2081593	深圳	
