代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
601318	中国平安	-0.30	6125332992	    15.29	       8009.67亿	          0.77	保险	57	0.05	73.94	74.11	74.56	72.88	74.16	-0.22	73.94	  0.84	832290	深圳	
000725	京东方Ａ	-0.85	4473666048	    23.42	       2021.79亿	          2.29	元器件	130015	-0.33	5.82	5.89	5.90	5.69	5.86	-0.05	5.81	  0.93	7741396	北京	
600516	方大炭素	0.24	3553648896	    19.24	        517.86亿	          7.23	矿物制品	3497	0.24	28.94	28.70	29.13	28.12	28.88	0.07	28.95	  1.28	1242188	甘肃	
000063	中兴通讯	-0.03	3417270016	    29.94	       1277.64亿	          2.71	通信设备	12919	0.00	37.20	37.44	37.45	36.06	37.21	-0.01	37.20	  0.93	930080	深圳	
600025	华能水电	10.10	3198402304	    46.50	       1000.80亿	         33.44	水力发电	114	0.00	--  	5.14	5.56	5.01	5.05	0.51	5.56	  1.46	6019218	云南	
601766	中国中车	4.91	3140229632	    38.47	       2960.69亿	          1.15	运输设备	269	0.50	12.19	11.51	12.19	11.48	11.60	0.57	12.17	  1.77	2637480	北京	
600031	三一重工	7.33	2370170880	    28.92	        695.02亿	          3.53	工程机械	127	-0.21	9.09	8.54	9.20	8.46	8.46	0.62	9.08	  3.13	2683804	湖南	
600519	贵州茅台	-1.06	2174103296	    32.10	       8552.32亿	          0.25	白酒	4	0.00	680.60	688.18	692.99	676.50	688.12	-7.31	680.81	  0.73	31868	贵州	
600196	复星医药	-3.92	2101303552	    34.70	        902.22亿	          2.46	化学制药	72	-0.08	44.87	46.69	46.85	43.52	46.69	-1.83	44.86	  1.84	469764	上海	
000333	美的集团	-2.71	1971165568	    18.36	       3670.56亿	          0.55	家用电器	3753	0.02	56.30	57.81	57.88	55.55	57.87	-1.57	56.30	  1.15	349156	广东	
600460	士兰微	-0.06	1940710016	   106.53	        191.81亿	         10.37	半导体	169	0.07	15.37	14.90	15.57	14.50	15.39	-0.01	15.38	  0.90	1292938	浙江	
000858	五 粮 液	-1.35	1891876224	    32.48	       3016.65亿	          0.63	白酒	4902	0.08	79.48	80.39	80.69	78.50	80.56	-1.09	79.47	  0.66	238166	四川	
000425	徐工机械	10.02	1873403776	    30.41	        315.35亿	          6.15	工程机械	74685	0.00	4.50	4.12	4.50	4.09	4.09	0.41	4.50	  4.02	4304155	江苏	
600030	中信证券	1.94	1817544320	    21.11	       1811.28亿	          1.01	证券	29	0.00	18.41	18.01	18.43	17.95	18.06	0.35	18.41	  1.24	993358	深圳	
600036	招商银行	1.43	1817411840	     9.56	       6128.86亿	          0.30	银行	21	-0.09	29.72	29.22	29.80	29.21	29.29	0.42	29.71	  1.05	614000	深圳	
002049	紫光国芯	-0.91	1748261120	   100.02	        284.11亿	          6.30	元器件	4086	-0.22	46.83	46.95	47.44	44.80	47.25	-0.43	46.82	  1.05	379834	河北	
000651	格力电器	-1.65	1713187584	    13.03	       2686.63亿	          0.64	家用电器	3039	-0.03	44.67	45.60	45.62	44.29	45.41	-0.75	44.66	  0.79	382289	广东	
600887	伊利股份	-2.06	1703523072	    29.90	       1968.22亿	          0.87	乳制品	9	-0.14	32.40	33.09	33.17	31.92	33.06	-0.68	32.38	  0.89	525138	内蒙	
002129	中环股份	-0.17	1603784192	    51.21	        309.38亿	          5.30	半导体	24546	0.43	11.70	11.65	11.74	11.19	11.72	-0.02	11.70	  0.65	1400183	天津	
600048	保利地产	2.21	1576582528	    14.90	       1642.39亿	          0.98	全国地产	506	0.65	13.84	13.63	13.87	13.45	13.55	0.30	13.85	  0.87	1152057	广东	
000001	平安银行	3.09	1510826240	     9.18	       2345.48亿	          0.66	银行	21487	0.00	13.66	13.26	13.69	13.19	13.25	0.41	13.66	  0.77	1123689	深圳	
002001	新 和 成	-4.03	1493864832	    41.56	        499.25亿	          3.52	化学制药	3550	0.38	39.50	41.16	41.39	38.62	41.16	-1.66	39.50	  1.50	377475	浙江	
