代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
601318	中国平安	-2.78	5624415232	    14.72	       7713.94亿	          0.72	保险	15	-0.33	71.19	73.25	73.56	71.17	73.25	-2.04	71.21	  0.64	777901	深圳	
000725	京东方Ａ	-1.21	4500776960	    23.09	       1993.95亿	          2.30	元器件	99268	0.17	5.73	5.79	5.85	5.72	5.80	-0.07	5.73	  0.78	7784106	北京	
002129	中环股份	5.18	3813272320	    51.56	        311.49亿	         12.10	半导体	34415	-0.50	11.79	11.50	12.32	11.36	11.20	0.58	11.78	  1.76	3200375	天津	
000063	中兴通讯	-0.48	3534232832	    29.85	       1273.86亿	          2.77	通信设备	21064	-0.18	37.10	37.02	37.68	36.82	37.27	-0.18	37.09	  0.94	948640	深圳	
600519	贵州茅台	0.05	3138650368	    30.71	       8181.87亿	          0.38	白酒	4	-0.08	651.18	658.70	658.77	651.02	650.99	0.33	651.32	  0.87	47889	贵州	
600516	方大炭素	2.10	2726246400	    16.81	        452.56亿	          6.25	矿物制品	328	-0.23	25.30	24.86	26.08	24.61	24.78	0.52	25.30	  1.66	1073710	甘肃	
002049	紫光国芯	0.06	2721624576	   107.69	        305.90亿	          8.92	元器件	9667	-0.19	50.42	49.99	51.95	49.20	50.38	0.03	50.41	  0.99	537527	河北	
002230	科大讯飞	-0.39	2706054912	   382.28	        859.46亿	          3.68	软件服务	7280	-0.10	61.89	62.40	63.19	61.56	62.13	-0.24	61.89	  0.75	434736	安徽	
002460	赣锋锂业	4.70	2601904384	    40.08	        536.33亿	          6.82	小金属	4847	-0.10	73.58	70.39	75.66	70.38	70.28	3.30	73.58	  1.89	354219	江西	
601313	江南嘉捷	-5.72	2563618304	   332.83	        198.95亿	         12.68	运输设备	520	-0.01	50.08	53.00	53.31	47.95	53.13	-3.04	50.09	  0.87	503788	江苏	
603799	华友钴业	5.88	2524685312	    36.77	        538.21亿	         10.35	小金属	1	0.36	90.83	86.00	92.50	85.80	85.77	5.04	90.81	  1.97	280785	浙江	
000651	格力电器	-0.97	2403243776	    12.55	       2587.97亿	          0.92	家用电器	6380	-0.06	43.03	43.60	44.17	43.00	43.44	-0.42	43.02	  0.82	551325	广东	
000001	平安银行	-3.56	2302354944	     8.75	       2235.59亿	          1.03	银行	30934	-0.07	13.03	13.40	13.48	13.02	13.50	-0.48	13.02	  1.07	1743406	深圳	
600460	士兰微	-2.02	2007401216	   100.98	        181.84亿	         10.88	半导体	24	0.21	14.59	14.73	15.22	14.51	14.88	-0.30	14.58	  0.68	1356966	浙江	
000858	五 粮 液	-0.06	2006321792	    29.37	       2727.78亿	          0.73	白酒	3753	-0.05	71.86	72.26	73.00	71.30	71.90	-0.04	71.86	  0.90	278245	四川	
002185	华天科技	-1.56	1918000896	    36.32	        187.75亿	          9.90	半导体	20976	-0.10	8.82	9.07	9.35	8.80	8.95	-0.14	8.81	  1.51	2108631	甘肃	
002606	大连电瓷	-0.66	1865789312	    69.79	         55.42亿	         36.30	电气设备	19166	0.00	13.60	12.48	13.86	12.33	13.69	-0.09	13.60	  7.12	1459030	辽宁	
002001	新 和 成	8.47	1792216448	    35.65	        428.27亿	          4.39	化学制药	6832	0.31	39.33	36.41	39.72	36.16	36.26	3.07	39.33	  1.90	471488	浙江	
600352	浙江龙盛	1.74	1748953856	    15.22	        379.99亿	          4.87	染料涂料	1215	-0.08	11.68	11.46	11.92	11.43	11.48	0.20	11.68	  2.17	1490269	浙江	
000333	美的集团	-0.60	1729024768	    17.38	       3474.97亿	          0.51	家用电器	3015	0.04	53.31	53.88	54.68	53.01	53.62	-0.32	53.30	  0.79	321421	广东	
002466	天齐锂业	1.92	1710948480	    30.73	        622.17亿	          2.74	小金属	3160	0.03	62.58	61.51	65.00	61.12	61.39	1.18	62.57	  1.43	270483	四川	
002405	四维图新	1.52	1639515008	   170.52	        360.16亿	          5.71	软件服务	9148	-0.17	28.08	27.61	28.45	27.20	27.66	0.42	28.08	  1.36	585679	北京	
600887	伊利股份	-0.84	1636973184	    28.21	       1856.98亿	          0.88	乳制品	12	0.00	30.54	30.95	31.15	30.45	30.81	-0.26	30.55	  0.93	532762	内蒙	
600036	招商银行	-2.00	1579380992	     9.12	       5848.31亿	          0.27	银行	124	-0.10	28.35	28.70	29.07	28.33	28.93	-0.58	28.35	  0.81	551097	深圳	
601766	中国中车	-3.42	1568662528	    34.83	       2680.92亿	          0.61	运输设备	557	-0.26	11.02	11.44	11.44	11.01	11.41	-0.39	11.02	  0.81	1400897	北京	
600030	中信证券	-2.51	1558832896	    20.97	       1799.48亿	          0.86	证券	313	-0.04	18.31	18.67	18.76	18.25	18.76	-0.47	18.29	  0.61	842754	深圳	
300431	暴风集团	5.85	1508206592	   318.21	         85.88亿	         24.93	互联网	7262	-0.26	25.88	25.40	26.52	25.10	24.44	1.43	25.87	  9.81	583946	北京	
600487	亨通光电	2.36	1483136640	    25.63	        571.11亿	          2.84	通信设备	11	0.05	42.00	40.88	42.83	40.83	41.03	0.97	42.00	  0.69	352270	江苏	
600703	三安光电	-0.51	1480328448	    35.44	       1123.61亿	          1.31	半导体	62	-0.13	27.56	27.50	27.96	27.28	27.69	-0.14	27.55	  1.20	535425	湖北	
600522	中天科技	-2.51	1440875904	    24.21	        464.51亿	          4.09	通信设备	310	-0.06	15.16	15.43	15.76	15.13	15.54	-0.39	15.15	  0.78	931685	江苏	
000002	万 科Ａ	-1.20	1401462656	    22.07	       2875.45亿	          0.48	全国地产	4755	-0.13	29.58	29.73	30.36	29.51	29.93	-0.36	29.57	  0.89	467639	深圳	
600206	有研新材	-1.16	1327178112	   165.84	        106.94亿	         12.07	半导体	267	-1.08	12.79	12.82	13.49	12.68	12.90	-0.15	12.75	  1.03	1012102	北京	
002110	三钢闽光	-1.48	1299946880	     8.58	        283.24亿	          6.17	普钢	10217	-0.52	20.63	21.08	21.87	20.55	20.93	-0.31	20.62	  1.09	611285	福建	
