代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
601318	中国平安	1.28	6180930560	    14.91	       7812.52亿	          0.80	保险	302	-0.25	72.12	71.21	72.62	70.20	71.21	0.91	72.12	  0.85	865118	深圳	
000725	京东方Ａ	1.05	3931725824	    23.34	       2014.83亿	          2.01	元器件	114378	0.17	5.79	5.71	5.83	5.70	5.73	0.06	5.79	  0.73	6811757	北京	
000063	中兴通讯	2.72	3816250368	    30.66	       1308.55亿	          2.94	通信设备	24988	0.40	38.11	36.84	38.28	36.78	37.09	1.01	38.10	  1.01	1009667	深圳	
002129	中环股份	10.02	3541224192	    56.73	        342.69亿	         10.81	半导体	3254	0.00	--  	11.66	12.96	11.66	11.78	1.18	12.96	  1.39	2859508	天津	
600519	贵州茅台	2.59	3197981952	    31.50	       8394.04亿	          0.39	白酒	10	0.04	668.49	654.99	670.00	650.72	651.32	16.89	668.21	  0.88	48502	贵州	
000651	格力电器	2.16	2552142080	    12.83	       2643.91亿	          0.98	家用电器	7130	-0.06	43.96	43.18	44.10	43.01	43.02	0.93	43.95	  0.91	585371	广东	
600460	士兰微	4.80	2396049408	   105.83	        190.57亿	         12.80	半导体	611	1.53	15.32	14.50	15.32	14.40	14.58	0.70	15.28	  0.84	1596834	浙江	
002049	紫光国芯	1.53	2280061952	   109.34	        310.57亿	          7.49	元器件	17579	0.31	51.19	50.55	51.46	49.33	50.41	0.77	51.18	  0.82	451603	河北	
600887	伊利股份	3.76	2279039744	    29.27	       1926.88亿	          1.21	乳制品	20	0.00	31.70	30.54	31.85	30.50	30.55	1.15	31.70	  1.42	728980	内蒙	
603799	华友钴业	-3.44	2260373248	    35.50	        519.72亿	          9.55	小金属	10	0.29	87.75	89.50	89.50	85.80	90.81	-3.12	87.69	  1.54	259034	浙江	
000858	五 粮 液	3.19	2187299072	    30.31	       2814.71亿	          0.79	白酒	2975	0.05	74.16	72.00	74.35	71.40	71.86	2.29	74.15	  1.01	299515	四川	
002230	科大讯飞	0.76	2050636800	   385.18	        865.99亿	          2.80	软件服务	9461	0.10	62.36	61.97	62.39	61.20	61.89	0.47	62.36	  0.65	331171	安徽	
000333	美的集团	3.00	1770328832	    17.90	       3579.28亿	          0.52	家用电器	3760	-0.04	54.91	53.27	55.10	53.08	53.30	1.60	54.90	  0.83	325777	广东	
600516	方大炭素	0.79	1748888064	    16.94	        456.14亿	          4.01	矿物制品	64	-0.07	25.52	25.59	25.72	24.90	25.30	0.20	25.50	  1.02	689464	甘肃	
002185	华天科技	5.22	1686576384	    38.22	        197.55亿	          8.76	半导体	52227	0.22	9.28	8.80	9.28	8.73	8.81	0.46	9.27	  1.16	1866184	甘肃	
000001	平安银行	0.84	1679022080	     8.83	       2254.48亿	          0.76	银行	13391	0.00	13.14	13.00	13.20	12.88	13.02	0.11	13.13	  0.79	1289248	深圳	
600171	上海贝岭	6.68	1518570240	    56.13	        114.14亿	         13.43	半导体	309	0.36	16.94	16.49	17.34	16.22	15.88	1.06	16.94	  1.17	904716	上海	
600036	招商银行	0.88	1517011712	     9.20	       5899.88亿	          0.26	银行	55	-0.06	28.57	28.35	28.78	27.95	28.35	0.25	28.60	  0.87	536159	深圳	
600487	亨通光电	3.12	1516211456	    26.43	        588.92亿	          2.86	通信设备	16	0.37	43.31	41.77	43.35	41.68	42.00	1.31	43.31	  0.75	354976	江苏	
600585	海螺水泥	-1.19	1446140544	    11.76	       1160.71亿	          1.26	水泥	16	0.38	29.03	29.21	29.21	28.38	29.37	-0.35	29.02	  1.05	503246	安徽	
601313	江南嘉捷	-2.14	1422954880	   325.72	        194.70亿	          7.32	运输设备	187	-0.09	49.03	49.61	50.45	48.02	50.09	-1.07	49.02	  0.54	290828	江苏	
600206	有研新材	8.86	1397781888	   180.53	        116.42亿	         12.75	半导体	288	0.22	13.88	12.60	13.99	12.51	12.75	1.13	13.88	  1.01	1069491	北京	
600522	中天科技	-1.06	1381116288	    23.96	        459.60亿	          4.06	通信设备	51	-0.06	14.99	14.94	15.19	14.66	15.15	-0.16	14.99	  0.86	924451	江苏	
002456	欧菲科技	-3.63	1346418304	    43.36	        590.81亿	          2.33	元器件	5954	0.05	21.77	22.41	22.48	21.30	22.58	-0.82	21.76	  1.65	618862	深圳	
002202	金风科技	10.02	1333876992	    21.30	        532.99亿	          2.70	电气设备	5363	0.00	--  	16.72	18.34	16.49	16.67	1.67	18.34	  2.80	758588	新疆	
600690	青岛海尔	4.79	1331072000	    15.15	       1147.53亿	          1.18	家用电器	31	0.11	18.82	17.94	18.84	17.92	17.96	0.86	18.82	  1.40	719076	山东	
002460	赣锋锂业	-0.01	1308189440	    40.08	        536.26亿	          3.45	小金属	3838	0.15	73.58	73.00	73.58	72.01	73.58	-0.01	73.57	  0.84	179511	江西	
600030	中信证券	0.71	1307745408	    21.12	       1812.27亿	          0.73	证券	62	-0.04	18.43	18.30	18.50	18.22	18.29	0.13	18.42	  0.65	712210	深圳	
002008	大族激光	2.43	1235189120	    28.74	        575.57亿	          2.31	电器仪表	2517	0.07	53.95	52.87	54.68	52.82	52.66	1.28	53.94	  1.15	229143	深圳	
000503	海虹控股	7.19	1193806848	--  	        365.64亿	          3.37	医疗保健	5434	-0.28	40.69	37.60	41.50	37.60	37.95	2.73	40.68	  0.82	303062	海南	
002415	海康威视	1.44	1169047168	    44.33	       3637.10亿	          0.41	电器仪表	3694	-0.04	39.42	38.85	39.52	38.56	38.85	0.56	39.41	  0.95	298692	浙江	
600029	南方航空	6.98	1159670016	    12.01	        816.12亿	          1.52	空运	102	0.54	11.19	10.39	11.29	10.29	10.46	0.73	11.19	  1.39	1070327	广东	
600703	三安光电	0.87	1151012480	    35.75	       1133.39亿	          1.02	半导体	39	0.07	27.80	27.41	28.19	27.41	27.55	0.24	27.79	  0.84	414082	湖北	
002001	新 和 成	-2.14	1111986816	    34.89	        419.12亿	          2.71	化学制药	4479	0.42	38.49	38.90	39.13	37.73	39.33	-0.84	38.49	  1.03	290554	浙江	
600330	天通股份	5.61	1100484096	    49.88	         99.99亿	         11.40	元器件	114	0.00	12.05	11.36	12.11	11.24	11.40	0.64	12.04	  2.19	934844	浙江	
002405	四维图新	-0.28	1092866560	   170.03	        359.13亿	          3.82	软件服务	5111	-0.10	28.01	27.88	28.33	27.46	28.08	-0.08	28.00	  0.88	391759	北京	
