代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
000725	京东方Ａ	-4.83	6969815552	    22.25	       1920.87亿	          3.67	元器件	155087	-0.35	5.52	5.78	5.78	5.50	5.80	-0.28	5.52	  1.56	12431361	北京	
601318	中国平安	-0.89	5203043840	    14.55	       7624.03亿	          0.68	保险	267	-0.36	70.35	70.69	71.44	70.05	71.01	-0.63	70.38	  0.81	735547	深圳	
000063	中兴通讯	-3.37	3876692224	    29.78	       1270.77亿	          3.04	通信设备	14906	-0.23	37.00	38.02	38.18	36.47	38.29	-1.29	37.00	  1.01	1041994	深圳	
002129	中环股份	1.63	3432904960	    60.01	        362.52亿	          9.57	半导体	43023	0.29	13.71	13.36	13.95	13.20	13.49	0.22	13.71	  1.01	2531125	天津	
600887	伊利股份	-1.13	3351807488	    29.12	       1917.16亿	          1.75	乳制品	114	-0.02	31.72	31.70	32.25	31.18	31.90	-0.36	31.54	  1.79	1055068	内蒙	
600460	士兰微	-0.07	2882058752	   104.38	        187.95亿	         15.08	半导体	230	-0.19	15.08	14.85	15.81	14.76	15.08	-0.01	15.07	  1.16	1881038	浙江	
002049	紫光国芯	-2.10	2868565760	   110.34	        313.42亿	          9.22	元器件	7086	-0.18	51.66	52.07	53.15	49.70	52.76	-1.11	51.65	  0.92	555758	河北	
002230	科大讯飞	0.67	2715096064	   378.02	        849.88亿	          3.71	软件服务	6150	0.00	61.21	61.97	62.85	60.79	60.79	0.41	61.20	  1.00	438470	安徽	
600519	贵州茅台	-1.62	2126579456	    30.82	       8212.90亿	          0.26	白酒	4	0.17	653.77	664.00	667.95	650.78	664.55	-10.76	653.79	  0.66	32256	贵州	
600516	方大炭素	-1.42	2060737280	    16.60	        446.84亿	          4.69	矿物制品	158	-0.43	24.94	25.42	26.00	24.92	25.34	-0.36	24.98	  1.17	806916	甘肃	
600171	上海贝岭	3.27	1862074752	    60.67	        123.37亿	         15.44	半导体	13	0.66	18.30	17.49	18.63	17.15	17.73	0.58	18.31	  1.41	1040267	上海	
603799	华友钴业	-4.50	1817565440	    34.37	        503.12亿	          7.79	小金属	2	0.00	84.92	88.50	89.56	82.88	88.89	-4.00	84.89	  1.05	211402	浙江	
600487	亨通光电	-5.35	1813119104	    25.15	        560.36亿	          3.50	通信设备	66	-0.18	41.20	43.16	43.27	40.40	43.54	-2.33	41.21	  1.30	434224	江苏	
000858	五 粮 液	-2.33	1707969792	    29.82	       2769.16亿	          0.61	白酒	3408	0.00	72.96	74.31	75.45	72.89	74.69	-1.74	72.95	  0.76	230981	四川	
002466	天齐锂业	-4.34	1668118272	    28.55	        578.02亿	          2.87	小金属	3856	0.09	58.13	60.18	60.68	57.77	60.77	-2.64	58.13	  1.35	284160	四川	
601313	江南嘉捷	1.21	1665951616	   327.65	        195.85亿	          8.36	运输设备	5	-0.55	49.31	48.56	51.39	48.50	48.72	0.59	49.31	  0.79	332170	江苏	
603019	中科曙光	1.69	1642967040	   287.38	        290.07亿	          5.59	电脑设备	17	-0.30	45.12	44.81	46.55	44.81	44.36	0.75	45.11	  1.53	359762	天津	
002185	华天科技	-4.67	1630237312	    36.20	        187.11亿	          8.58	半导体	20820	0.23	8.78	9.15	9.27	8.62	9.21	-0.43	8.78	  1.11	1827762	甘肃	
600522	中天科技	-5.63	1539280640	    23.56	        451.94亿	          4.48	通信设备	73	-0.73	14.74	15.41	15.52	14.71	15.62	-0.88	14.74	  0.99	1020024	江苏	
600050	中国联通	-1.87	1538506368	   118.05	       2064.98亿	          1.06	电信运营	70	0.15	6.84	6.94	6.95	6.81	6.96	-0.13	6.83	  1.50	2246730	上海	
002405	四维图新	0.61	1496639744	   169.55	        358.11亿	          5.17	软件服务	6454	0.11	27.92	28.11	28.68	27.55	27.75	0.17	27.92	  1.18	530753	北京	
300355	蒙草生态	-8.03	1479120000	    20.91	        200.21亿	          9.88	环境保护	21068	-0.31	12.49	13.13	13.25	12.45	13.57	-1.09	12.48	  1.79	1144770	内蒙	
600585	海螺水泥	-3.92	1475371904	    11.32	       1117.12亿	          1.31	水泥	102	0.04	27.89	29.08	29.10	27.60	29.07	-1.14	27.93	  1.31	524849	安徽	
