代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
00700	腾讯控股	-2.52	10358474752	425.000	425.400	24038692	1682500	-0.51	          0.25	  0.93	436.000	
00939	建设银行	-2.75	4457434624	7.780	7.790	568971264	33776000	-0.13	          0.24	  1.09	7.950	
02318	中国平安	-2.54	3734184192	80.600	80.650	45927392	3247500	0.06	          0.62	  0.97	83.000	
00388	香港交易所	-3.01	3068613632	277.200	277.400	10916574	683500	-0.43	          0.88	  0.95	285.000	
00005	汇丰控股	-1.62	2658025216	75.900	75.950	34817652	1989600	-0.13	          0.17	  1.18	77.000	
00941	中国移动	-3.17	2380773120	70.250	70.300	33519640	2816500	-0.07	          0.16	  1.22	72.500	
01398	工商银行	-1.95	2242451712	6.530	6.540	341968928	18661000	0.31	          0.39	  1.02	6.700	
01299	友邦保险	-2.87	1603728896	62.500	62.550	25358212	3253400	0.40	          0.21	  0.84	64.100	
03988	中国银行	-1.43	1409848832	4.140	4.150	339416608	21709000	-0.24	          0.41	  0.69	4.180	
02628	中国人寿	-1.31	1256426112	22.600	22.650	55357052	4669000	0.22	          0.74	  1.35	22.850	
00175	吉利汽车	-2.41	1118203776	24.250	24.300	45943332	1853000	0.21	          0.51	  0.62	25.000	
01288	农业银行	-2.54	1117096448	4.210	4.220	263762144	10798000	0.48	          0.86	  1.27	4.290	
00883	中国海洋石油	-2.52	1079208704	10.800	10.820	98757944	10351000	0.74	          0.22	  1.25	11.100	
03968	招商银行	-0.92	974910912	32.150	32.200	30121272	1909500	-0.16	          0.66	  1.19	32.500	
02382	舜宇光学科技	0.93	924547904	129.900	130.000	7115320	304900	0.00	          0.65	  0.94	127.100	
01918	融创中国	-1.75	754730304	27.950	28.000	26510200	478000	-0.36	          0.60	  0.96	29.000	
00857	中国石油股份	-2.06	743750400	5.230	5.240	140991456	16094000	0.38	          0.67	  0.97	5.350	
00762	中国联通	-5.93	719182208	9.360	9.370	75512752	5804000	0.54	          0.25	  1.65	9.860	
02018	瑞声科技	-2.04	709825024	148.600	148.700	4760318	231500	0.41	          0.39	  0.85	149.300	
00027	银河娱乐	-3.16	675766400	65.800	65.850	10121569	1296000	-0.15	          0.23	  0.87	69.000	
01336	新华保险	-3.33	675581888	43.500	43.550	15241265	669400	-0.34	          1.47	  1.72	45.200	
01928	金沙中国有限公司	-2.56	648982400	41.850	41.900	15385550	1622000	0.72	          0.19	  1.12	43.000	
03993	洛阳钼业	0.16	635672896	6.220	6.230	100055120	1812000	-0.48	          2.54	  0.93	6.250	
