300059	东方财富
601012	隆基股份
002594	比亚迪
601318	中国平安
600111	北方稀土
300750	宁德时代
000725	京东方Ａ
002466	天齐锂业
300433	蓝思科技
000858	五 粮 液
000100	TCL科技
600438	通威股份
002460	赣锋锂业
300999	金龙鱼
600519	贵州茅台
600030	中信证券
600089	特变电工
600887	伊利股份
300274	阳光电源
300122	智飞生物
002475	立讯精密
601888	中国中免
600584	长电科技
603799	华友钴业
002340	格林美
600893	航发动力
002230	科大讯飞
300677	英科医疗
600031	三一重工
600276	恒瑞医药
002415	海康威视
600036	招商银行
002241	歌尔股份
002030	达安基因
603259	药明康德
600703	三安光电
603986	兆易创新
002497	雅化集团
300014	亿纬锂能
600392	盛和资源
600745	闻泰科技
603993	洛阳钼业
000063	中兴通讯
000651	格力电器
601166	兴业银行
688680	N海优
002129	中环股份
300015	爱尔眼科
300676	华大基因
601919	中远海控
002074	国轩高科
603501	韦尔股份
000002	万 科Ａ
000333	美的集团
000568	泸州老窖
000625	长安汽车
002382	蓝帆医疗
002371	北方华创
002352	顺丰控股
600760	中航沈飞
002416	爱施德
000799	酒鬼酒
300142	沃森生物
300136	信维通信
600196	复星医药
002185	华天科技
688981	中芯国际-U
000831	五矿稀土
300760	迈瑞医疗
000155	川能动力
002456	欧菲光
601908	京运通
002202	金风科技
600143	金发科技
002236	大华股份
000661	长春高新
601601	中国太保
002714	牧原股份
002271	东方雨虹
601633	长城汽车
600660	福耀玻璃
002304	洋河股份
601766	中国中车
601899	紫金矿业
002555	三七互娱
300124	汇川技术
600118	中国卫星
000338	潍柴动力
600809	山西汾酒
002007	华兰生物
000001	平安银行
600588	用友网络
000776	广发证券
002008	大族激光
000066	中国长城
002049	紫光国微
600585	海螺水泥
603882	金域医学
300118	东方日升
601995	中金公司
600309	万华化学
300003	乐普医疗
600549	厦门钨业
601636	旗滨集团
300244	迪安诊断
601615	明阳智能
002407	多氟多
600999	招商证券
002797	第一创业
002709	天赐材料
002027	分众传媒
000157	中联重科
300316	晶盛机电
600711	盛屯矿业
300618	寒锐钴业
300347	泰格医药
600048	保利地产
601688	华泰证券
600460	士兰微
002240	盛新锂能
002156	通富微电
002216	三全食品
600316	洪都航空
300782	卓胜微
600570	恒生电子
600559	老白干酒
002142	宁波银行
603005	晶方科技
601865	福莱特
600536	中国软件
600183	生益科技
000039	中集集团
000591	太阳能
600690	海尔智家
601100	恒立液压
600516	方大炭素
000768	中航西飞
600104	上汽集团
002384	东山精密
601066	中信建投
601377	兴业证券
300408	三环集团
002044	美年健康
002624	完美世界
601398	工商银行
000830	鲁西化工
002493	荣盛石化
300601	康泰生物
002812	恩捷股份
603806	福斯特
603919	金徽酒
300450	先导智能
600109	国金证券
600346	恒力石化
300207	欣旺达
600259	广晟有色
000977	浪潮信息
601233	桐昆股份
000538	云南白药
688819	天能股份
000963	华东医药
002311	海大集团
688063	派能科技
002402	和而泰
688396	华润微
600352	浙江龙盛
600884	杉杉股份
601015	陕西黑猫
600201	生物股份
000938	紫光股份
600362	江西铜业
002506	协鑫集成
300639	凯普生物
002056	横店东磁
601658	邮储银行
300001	特锐德
688317	之江生物
600733	北汽蓝谷
600298	安琪酵母
002385	大北农
601628	中国人寿
002179	中航光电
002673	西部证券
300896	爱美客
600621	华鑫股份
603019	中科曙光
002938	鹏鼎控股
300759	康龙化成
002821	凯莱英
002145	中核钛白
002600	领益智造
300373	扬杰科技
601939	建设银行
600006	东风汽车
603185	上机数控
300932	N三友
300418	昆仑万维
600406	国电南瑞
300073	当升科技
601336	新华保险
002405	四维图新
601138	工业富联
002263	大东南
600862	中航高科
600010	包钢股份
600436	片仔癀
300413	芒果超媒
002092	中泰化学
300390	天华超净
002625	光启技术
600009	上海机场
300083	创世纪
600511	国药股份
600707	彩虹股份
300033	同花顺
603160	汇顶科技
601668	中国建筑
601877	正泰电器
688363	华熙生物
300748	金力永磁
300496	中科创达
002245	蔚蓝锂芯
002756	永兴材料
600079	人福医药
600837	海通证券
601788	光大证券
300037	新宙邦
688012	中微公司
603025	大豪科技
300012	华测检测
002607	中公教育
000703	恒逸石化
600529	山东药玻
600763	通策医疗
600600	青岛啤酒
688399	硕世生物
002459	晶澳科技
300623	捷捷微电
600918	中泰证券
300221	银禧科技
002916	深南电路
300054	鼎龙股份
300443	金雷股份
000301	东方盛虹
300935	C盈建科
688111	金山办公
603288	海天味业
300285	国瓷材料
002149	西部材料
600875	东方电气
003026	中晶科技
600176	中国巨石
600199	金种子酒
601818	光大银行
002028	思源电气
601225	陕西煤业
002738	中矿资源
600418	江淮汽车
002389	航天彩虹
002050	三花智控
688298	东方生物
600699	均胜电子
601168	西部矿业
002223	鱼跃医疗
000667	美好置业
300379	东方通
300101	振芯科技
000636	风华高科
600497	驰宏锌锗
300888	稳健医疗
600844	丹化科技
000049	德赛电池
002001	新 和 成
601238	广汽集团
002601	龙蟒佰利
688126	沪硅产业-U
600873	梅花生物
600019	宝钢股份
600237	铜峰电子
600597	光明乳业
601375	中原证券
002127	南极电商
601088	中国神华
600189	泉阳泉
002013	中航机电
603589	口子窖
603301	振德医疗
300529	健帆生物
603127	昭衍新药
603290	斯达半导
000612	焦作万方
300115	长盈精密
000895	双汇发展
300253	卫宁健康
000009	中国宝安
300699	光威复材
000762	西藏矿业
600740	山西焦化
300751	迈为股份
600219	南山铝业
001896	豫能控股
601127	小康股份
600685	中船防务
000589	贵州轮胎
300318	博晖创新
000615	奥园美谷
601689	拓普集团
601155	新城控股
601211	国泰君安
002429	兆驰股份
601878	浙商证券
300088	长信科技
300933	N中辰
603087	甘李药业
600586	金晶科技
002739	万达电影
600295	鄂尔多斯
688289	圣湘生物
002413	雷科防务
300476	胜宏科技
688005	容百科技
002646	青青稞酒
002078	太阳纸业
002414	高德红外
600827	百联股份
002191	劲嘉股份
300593	新雷能
000758	中色股份
300227	光韵达
600997	开滦股份
000750	国海证券
300595	欧普康视
603345	安井食品
600110	诺德股份
002612	朗姿股份
002943	宇晶股份
300661	圣邦股份
000876	新 希 望
000425	徐工机械
601816	京沪高铁
600655	豫园股份
601456	国联证券
300558	贝达药业
600771	广誉远
002252	上海莱士
300659	中孚信息
688036	传音控股
002726	龙大肉食
002463	沪电股份
002353	杰瑞股份
000786	北新建材
603606	东方电缆
300724	捷佳伟创
300567	精测电子
600330	天通股份
605111	新洁能
601727	上海电气
000516	国际医学
300919	中伟股份
603659	璞泰来
300841	康华生物
601117	中国化学
000807	云铝股份
002022	科华生物
300346	南大光电
600050	中国联通
300457	赢合科技
600343	航天动力
600741	华域汽车
600121	郑州煤电
002157	正邦科技
600958	东方证券
600426	华鲁恒升
688599	天合光能
601360	三六零
600596	新安股份
300144	宋城演艺
002932	明德生物
600161	天坛生物
002906	华阳集团
002531	天顺风能
002670	国盛金控
002508	老板电器
000547	航天发展
688169	石头科技
600845	宝信软件
002409	雅克科技
000930	中粮科技
300474	景嘉微
300363	博腾股份
300463	迈克生物
600879	航天电子
600383	金地集团
000738	航发控制
002617	露笑科技
000970	中科三环
600739	辽宁成大
605358	立昂微
601600	中国铝业
600732	爱旭股份
600499	科达制造
688008	澜起科技
300671	富满电子
000960	锡业股份
002180	纳思达
600580	卧龙电驱
689009	九号公司-UW
300747	锐科激光
300340	科恒股份
600779	水井坊
600000	浦发银行
000733	振华科技
601162	天风证券
300906	日月明
002511	中顺洁柔
600547	山东黄金
300869	康泰医学
601901	方正证券
603260	合盛硅业
002507	涪陵榨菜
603392	万泰生物
000951	中国重汽
300224	正海磁材
600016	民生银行
603678	火炬电子
002602	世纪华通
600372	中航电子
300082	奥克股份
603026	石大胜华
002258	利尔化学
002139	拓邦股份
601933	永辉超市
000166	申万宏源
300298	三诺生物
600059	古越龙山
603456	九洲药业
600185	格力地产
300315	掌趣科技
600988	赤峰黄金
002444	巨星科技
601058	赛轮轮胎
002557	洽洽食品
601519	大智慧
603218	日月股份
600456	宝钛股份
002791	坚朗五金
002759	天际股份
601108	财通证券
601881	中国银河
603658	安图生物
601311	骆驼股份
600428	中远海特
002410	广联达
002745	木林森
002151	北斗星通
600793	宜宾纸业
600028	中国石化
000596	古井贡酒
300581	晨曦航空
601231	环旭电子
000710	贝瑞基因
003030	祖名股份
002064	华峰化学
300087	荃银高科
600900	长江电力
600521	华海药业
601216	君正集团
000713	丰乐种业
600132	重庆啤酒
002138	顺络电子
601099	太平洋
000558	莱茵体育
002239	奥特佳
600966	博汇纸业
601618	中国中冶
600335	国机汽车
300498	温氏股份
000988	华工科技
688608	恒玄科技
003022	联泓新科
002647	仁东控股
688561	奇安信-U
000723	美锦能源
002158	汉钟精机
603939	益丰药房
601288	农业银行
002080	中材科技
603369	今世缘
601717	郑煤机
000860	顺鑫农业
000818	航锦科技
600305	恒顺醋业
601021	春秋航空
600885	宏发股份
300894	火星人
000998	隆平高科
002318	久立特材
000728	国元证券
000012	南 玻Ａ
601698	中国卫通
000021	深科技
600522	中天科技
601966	玲珑轮胎
603195	公牛集团
603833	欧派家居
600498	烽火通信
601186	中国铁建
000488	晨鸣纸业
600765	中航重机
300151	昌红科技
002813	路畅科技
603517	绝味食品
688185	康希诺-U
002610	爱康科技
603444	吉比特
300552	万集科技
600967	内蒙一机
601696	中银证券
300034	钢研高纳
300502	新易盛
002041	登海种业
002294	信立泰
300308	中际旭创
300725	药石科技
002603	以岭药业
300752	隆利科技
002829	星网宇达
600919	江苏银行
300568	星源材质
002920	德赛西威
603486	科沃斯
300891	惠云钛业
000712	锦龙股份
603267	鸿远电子
300641	正丹股份
601390	中国中铁
300850	新强联
000050	深天马Ａ
600872	中炬高新
600061	国投资本
605376	博迁新材
300607	拓斯达
688002	睿创微纳
000767	晋控电力
603690	至纯科技
002342	巨力索具
002553	南方轴承
002747	埃斯顿
001914	招商积余
600380	健康元
601016	节能风电
002439	启明星辰
002645	华宏科技
601989	中国重工
600989	宝丰能源
600970	中材国际
002100	天康生物
002683	宏大爆破
603027	千禾味业
000016	深康佳Ａ
300438	鹏辉能源
603565	中谷物流
000519	中兵红箭
688256	寒武纪-U
300769	德方纳米
600038	中直股份
601319	中国人保
600798	宁波海运
600926	杭州银行
600409	三友化工
002299	圣农发展
688122	西部超导
600223	鲁商发展
300482	万孚生物
300861	美畅股份
002408	齐翔腾达
603698	航天工程
300009	安科生物
603317	天味食品
603605	珀莱雅
002002	鸿达兴业
002959	小熊电器
300454	深信服
603010	万盛股份
601799	星宇股份
300030	阳普医疗
300297	蓝盾股份
600773	西藏城投
601990	南京证券
000987	越秀金控
002025	航天电器
300236	上海新阳
600360	华微电子
600754	锦江酒店
002370	亚太药业
000513	丽珠集团
603338	浙江鼎力
601198	东兴证券
000550	江铃汽车
600216	浙江医药
300131	英唐智控
601857	中国石油
300630	普利制药
601328	交通银行
600211	西藏药业
300737	科顺股份
300068	南都电源
000878	云南铜业
002305	南国置业
600206	有研新材
600399	ST抚钢
000903	云内动力
002847	盐津铺子
300930	C屹通
601222	林洋能源
603599	广信股份
002803	吉宏股份
601009	南京银行
300763	锦浪科技
603308	应流股份
300925	法本信息
300578	会畅通讯
300598	诚迈科技
300803	指南针
600563	法拉电子
300123	亚光科技
002623	亚玛顿
600195	中牧股份
600737	中粮糖业
000933	神火股份
688019	安集科技
002153	石基信息
300146	汤臣倍健
002568	百润股份
603198	迎驾贡酒
000923	河钢资源
603063	禾望电气
600155	华创阳安
600486	扬农化工
300931	C通用
688390	固德威
300727	润禾材料
603113	金能科技
600188	兖州煤业
000983	山西焦煤
002945	华林证券
688388	嘉元科技
002131	利欧股份
600909	华安证券
600415	小商品城
600702	ST舍得
300726	宏达电子
600864	哈投股份
601838	成都银行
300783	三只松鼠
600720	祁连山
002125	湘潭电化
300383	光环新网
002192	*ST融捷
300777	中简科技
300035	中科电气
300243	瑞丰高材
002396	星网锐捷
300006	莱美药业
600313	农发种业
002249	大洋电机
605155	西大门
300064	ST金刚
600096	云天化
688686	奥普特
002177	御银股份
002950	奥美医疗
600984	建设机械
002081	金 螳 螂
603906	龙蟠科技
002214	大立科技
603128	华贸物流
300225	金力泰
300590	移为通信
300169	天晟新材
600095	湘财股份
600366	宁波韵升
600459	贵研铂业
300062	中能电气
300922	天秦装备
688139	海尔生物
000581	威孚高科
603976	正川股份
600066	宇通客车
601607	上海医药
000739	普洛药业
002373	千方科技
300010	豆神教育
002465	海格通信
600258	首旅酒店
300348	长亮科技
300283	温州宏丰
300409	道氏技术
000995	皇台酒业
300327	中颖电子
600435	北方导航
002541	鸿路钢构
